#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.742500E+02  2.822248E+01  2.822459E+01  8.055142E+01
 2.745000E+02  2.823254E+01  2.823466E+01  8.058810E+01
 2.747500E+02  2.824261E+01  2.824473E+01  8.062477E+01
 2.750000E+02  2.825269E+01  2.825480E+01  8.066142E+01
 2.752500E+02  2.826277E+01  2.826488E+01  8.069806E+01
 2.755000E+02  2.827285E+01  2.827497E+01  8.073467E+01
 2.757500E+02  2.828294E+01  2.828505E+01  8.077128E+01
 2.760000E+02  2.829303E+01  2.829515E+01  8.080786E+01
 2.762500E+02  2.830313E+01  2.830524E+01  8.084443E+01
 2.765000E+02  2.831323E+01  2.831535E+01  8.088099E+01
 2.767500E+02  2.832334E+01  2.832545E+01  8.091752E+01
 2.770000E+02  2.833345E+01  2.833557E+01  8.095405E+01
 2.772500E+02  2.834357E+01  2.834568E+01  8.099055E+01
 2.775000E+02  2.835369E+01  2.835581E+01  8.102704E+01
 2.777500E+02  2.836382E+01  2.836593E+01  8.106352E+01
 2.780000E+02  2.837395E+01  2.837606E+01  8.109998E+01
 2.782500E+02  2.838409E+01  2.838620E+01  8.113643E+01
 2.785000E+02  2.839423E+01  2.839634E+01  8.117286E+01
 2.787500E+02  2.840437E+01  2.840649E+01  8.120927E+01
 2.790000E+02  2.841452E+01  2.841664E+01  8.124567E+01
 2.792500E+02  2.842468E+01  2.842679E+01  8.128206E+01
 2.795000E+02  2.843484E+01  2.843696E+01  8.131843E+01
 2.797500E+02  2.844501E+01  2.844712E+01  8.135478E+01
 2.800000E+02  2.845518E+01  2.845729E+01  8.139112E+01
 2.802500E+02  2.846535E+01  2.846747E+01  8.142745E+01
 2.805000E+02  2.847554E+01  2.847765E+01  8.146376E+01
 2.807500E+02  2.848572E+01  2.848784E+01  8.150006E+01
 2.810000E+02  2.849591E+01  2.849803E+01  8.153635E+01
 2.812500E+02  2.850611E+01  2.850822E+01  8.157261E+01
 2.815000E+02  2.851631E+01  2.851842E+01  8.160887E+01
 2.817500E+02  2.852652E+01  2.852863E+01  8.164511E+01
 2.820000E+02  2.853673E+01  2.853884E+01  8.168134E+01
 2.822500E+02  2.854695E+01  2.854906E+01  8.171756E+01
 2.825000E+02  2.855717E+01  2.855928E+01  8.175376E+01
 2.827500E+02  2.856739E+01  2.856951E+01  8.178994E+01
 2.830000E+02  2.857763E+01  2.857974E+01  8.182612E+01
 2.832500E+02  2.858787E+01  2.858998E+01  8.186228E+01
 2.835000E+02  2.859811E+01  2.860022E+01  8.189843E+01
 2.837500E+02  2.860836E+01  2.861047E+01  8.193456E+01
 2.840000E+02  2.861861E+01  2.862073E+01  8.197068E+01
 2.842500E+02  2.862887E+01  2.863099E+01  8.200679E+01
 2.845000E+02  2.863913E+01  2.864125E+01  8.204288E+01
 2.847500E+02  2.864940E+01  2.865152E+01  8.207897E+01
 2.850000E+02  2.865968E+01  2.866180E+01  8.211504E+01
 2.852500E+02  2.866996E+01  2.867208E+01  8.215110E+01
 2.855000E+02  2.868025E+01  2.868236E+01  8.218714E+01
 2.857500E+02  2.869054E+01  2.869266E+01  8.222317E+01
 2.860000E+02  2.870084E+01  2.870295E+01  8.225919E+01
 2.862500E+02  2.871114E+01  2.871326E+01  8.229520E+01
 2.865000E+02  2.872145E+01  2.872356E+01  8.233120E+01
 2.867500E+02  2.873176E+01  2.873388E+01  8.236719E+01
 2.870000E+02  2.874208E+01  2.874420E+01  8.240316E+01
 2.872500E+02  2.875241E+01  2.875452E+01  8.243912E+01
 2.875000E+02  2.876274E+01  2.876485E+01  8.247507E+01
 2.877500E+02  2.877308E+01  2.877519E+01  8.251101E+01
 2.880000E+02  2.878342E+01  2.878553E+01  8.254693E+01
 2.882500E+02  2.879377E+01  2.879588E+01  8.258285E+01
 2.885000E+02  2.880412E+01  2.880624E+01  8.261875E+01
 2.887500E+02  2.881448E+01  2.881660E+01  8.265465E+01
 2.890000E+02  2.882484E+01  2.882696E+01  8.269053E+01
 2.892500E+02  2.883522E+01  2.883733E+01  8.272640E+01
 2.895000E+02  2.884559E+01  2.884771E+01  8.276226E+01
 2.897500E+02  2.885598E+01  2.885809E+01  8.279811E+01
 2.900000E+02  2.886636E+01  2.886848E+01  8.283395E+01
 2.902500E+02  2.887676E+01  2.887888E+01  8.286978E+01
 2.905000E+02  2.888716E+01  2.888928E+01  8.290560E+01
 2.907500E+02  2.889757E+01  2.889968E+01  8.294140E+01
 2.910000E+02  2.890798E+01  2.891010E+01  8.297720E+01
 2.912500E+02  2.891840E+01  2.892051E+01  8.301299E+01
 2.915000E+02  2.892882E+01  2.893094E+01  8.304877E+01
 2.917500E+02  2.893925E+01  2.894137E+01  8.308454E+01
 2.920000E+02  2.894969E+01  2.895181E+01  8.312029E+01
 2.922500E+02  2.896013E+01  2.896225E+01  8.315604E+01
 2.925000E+02  2.897058E+01  2.897270E+01  8.319178E+01
 2.927500E+02  2.898104E+01  2.898315E+01  8.322751E+01
 2.930000E+02  2.899150E+01  2.899362E+01  8.326323E+01
 2.932500E+02  2.900197E+01  2.900408E+01  8.329894E+01
 2.935000E+02  2.901244E+01  2.901456E+01  8.333464E+01
 2.937500E+02  2.902292E+01  2.902504E+01  8.337034E+01
 2.940000E+02  2.903341E+01  2.903552E+01  8.340602E+01
 2.942500E+02  2.904390E+01  2.904602E+01  8.344170E+01
 2.945000E+02  2.905440E+01  2.905652E+01  8.347736E+01
 2.947500E+02  2.906490E+01  2.906702E+01  8.351302E+01
 2.950000E+02  2.907542E+01  2.907753E+01  8.354867E+01
 2.952500E+02  2.908594E+01  2.908805E+01  8.358431E+01
 2.955000E+02  2.909646E+01  2.909858E+01  8.361994E+01
 2.957500E+02  2.910699E+01  2.910911E+01  8.365557E+01
 2.960000E+02  2.911753E+01  2.911965E+01  8.369118E+01
 2.962500E+02  2.912807E+01  2.913019E+01  8.372679E+01
 2.965000E+02  2.913862E+01  2.914074E+01  8.376239E+01
 2.967500E+02  2.914918E+01  2.915130E+01  8.379798E+01
 2.970000E+02  2.915975E+01  2.916186E+01  8.383357E+01
 2.972500E+02  2.917032E+01  2.917244E+01  8.386914E+01
 2.975000E+02  2.918089E+01  2.918301E+01  8.390471E+01
 2.977500E+02  2.919148E+01  2.919360E+01  8.394028E+01
 2.980000E+02  2.920207E+01  2.920419E+01  8.397583E+01
 2.982500E+02  2.921267E+01  2.921479E+01  8.401138E+01
 2.985000E+02  2.922327E+01  2.922539E+01  8.404692E+01
 2.987500E+02  2.923388E+01  2.923600E+01  8.408245E+01
 2.990000E+02  2.924450E+01  2.924662E+01  8.411798E+01
 2.992500E+02  2.925513E+01  2.925724E+01  8.415350E+01
 2.995000E+02  2.926576E+01  2.926788E+01  8.418901E+01
 2.997500E+02  2.927640E+01  2.927852E+01  8.422452E+01
 3.000000E+02  2.928704E+01  2.928916E+01  8.426002E+01
 3.002500E+02  2.929769E+01  2.929981E+01  8.429552E+01
 3.005000E+02  2.930835E+01  2.931047E+01  8.433101E+01
 3.007500E+02  2.931902E+01  2.932114E+01  8.436649E+01
 3.010000E+02  2.932970E+01  2.933181E+01  8.440196E+01
 3.012500E+02  2.934038E+01  2.934250E+01  8.443743E+01
 3.015000E+02  2.935106E+01  2.935318E+01  8.447290E+01
 3.017500E+02  2.936176E+01  2.936388E+01  8.450836E+01
 3.020000E+02  2.937246E+01  2.937458E+01  8.454381E+01
 3.022500E+02  2.938317E+01  2.938529E+01  8.457926E+01
 3.025000E+02  2.939389E+01  2.939601E+01  8.461470E+01
 3.027500E+02  2.940461E+01  2.940673E+01  8.465014E+01
 3.030000E+02  2.941534E+01  2.941746E+01  8.468557E+01
 3.032500E+02  2.942608E+01  2.942820E+01  8.472100E+01
 3.035000E+02  2.943683E+01  2.943895E+01  8.475642E+01
 3.037500E+02  2.944758E+01  2.944970E+01  8.479184E+01
 3.040000E+02  2.945834E+01  2.946046E+01  8.482725E+01
 3.042500E+02  2.946911E+01  2.947123E+01  8.486266E+01
 3.045000E+02  2.947989E+01  2.948201E+01  8.489807E+01
 3.047500E+02  2.949067E+01  2.949279E+01  8.493347E+01
 3.050000E+02  2.950146E+01  2.950358E+01  8.496886E+01
 3.052500E+02  2.951226E+01  2.951438E+01  8.500425E+01
 3.055000E+02  2.952307E+01  2.952519E+01  8.503964E+01
 3.057500E+02  2.953388E+01  2.953600E+01  8.507503E+01
 3.060000E+02  2.954471E+01  2.954683E+01  8.511041E+01
 3.062500E+02  2.955554E+01  2.955766E+01  8.514578E+01
 3.065000E+02  2.956637E+01  2.956849E+01  8.518115E+01
 3.067500E+02  2.957722E+01  2.957934E+01  8.521652E+01
 3.070000E+02  2.958807E+01  2.959019E+01  8.525189E+01
 3.072500E+02  2.959893E+01  2.960105E+01  8.528725E+01
 3.075000E+02  2.960980E+01  2.961192E+01  8.532261E+01
 3.077500E+02  2.962068E+01  2.962280E+01  8.535797E+01
 3.080000E+02  2.963156E+01  2.963368E+01  8.539332E+01
 3.082500E+02  2.964245E+01  2.964457E+01  8.542867E+01
 3.085000E+02  2.965335E+01  2.965547E+01  8.546402E+01
 3.087500E+02  2.966426E+01  2.966638E+01  8.549937E+01
 3.090000E+02  2.967518E+01  2.967730E+01  8.553471E+01
 3.092500E+02  2.968610E+01  2.968822E+01  8.557005E+01
 3.095000E+02  2.969704E+01  2.969916E+01  8.560539E+01
 3.097500E+02  2.970798E+01  2.971010E+01  8.564073E+01
 3.100000E+02  2.971893E+01  2.972105E+01  8.567606E+01
 3.102500E+02  2.972988E+01  2.973201E+01  8.571140E+01
 3.105000E+02  2.974085E+01  2.974297E+01  8.574673E+01
 3.107500E+02  2.975182E+01  2.975395E+01  8.578206E+01
 3.110000E+02  2.976281E+01  2.976493E+01  8.581738E+01
 3.112500E+02  2.977380E+01  2.977592E+01  8.585271E+01
 3.115000E+02  2.978480E+01  2.978692E+01  8.588804E+01
 3.117500E+02  2.979580E+01  2.979793E+01  8.592336E+01
 3.120000E+02  2.980682E+01  2.980894E+01  8.595868E+01
 3.122500E+02  2.981785E+01  2.981997E+01  8.599400E+01
 3.125000E+02  2.982888E+01  2.983100E+01  8.602933E+01
 3.127500E+02  2.983992E+01  2.984204E+01  8.606465E+01
 3.130000E+02  2.985097E+01  2.985309E+01  8.609997E+01
 3.132500E+02  2.986203E+01  2.986415E+01  8.613529E+01
 3.135000E+02  2.987310E+01  2.987522E+01  8.617060E+01
 3.137500E+02  2.988418E+01  2.988630E+01  8.620592E+01
 3.140000E+02  2.989526E+01  2.989738E+01  8.624124E+01
 3.142500E+02  2.990636E+01  2.990848E+01  8.627656E+01
 3.145000E+02  2.991746E+01  2.991958E+01  8.631188E+01
 3.147500E+02  2.992857E+01  2.993069E+01  8.634720E+01
 3.150000E+02  2.993969E+01  2.994182E+01  8.638252E+01
 3.152500E+02  2.995082E+01  2.995295E+01  8.641784E+01
 3.155000E+02  2.996196E+01  2.996408E+01  8.645316E+01
 3.157500E+02  2.997311E+01  2.997523E+01  8.648848E+01
 3.160000E+02  2.998427E+01  2.998639E+01  8.652380E+01
 3.162500E+02  2.999543E+01  2.999756E+01  8.655912E+01
 3.165000E+02  3.000661E+01  3.000873E+01  8.659445E+01
 3.167500E+02  3.001779E+01  3.001992E+01  8.662977E+01
 3.170000E+02  3.002899E+01  3.003111E+01  8.666510E+01
 3.172500E+02  3.004019E+01  3.004231E+01  8.670042E+01
 3.175000E+02  3.005140E+01  3.005353E+01  8.673575E+01
 3.177500E+02  3.006262E+01  3.006475E+01  8.677108E+01
 3.180000E+02  3.007386E+01  3.007598E+01  8.680642E+01
 3.182500E+02  3.008510E+01  3.008722E+01  8.684175E+01
 3.185000E+02  3.009635E+01  3.009847E+01  8.687709E+01
 3.187500E+02  3.010761E+01  3.010973E+01  8.691243E+01
 3.190000E+02  3.011888E+01  3.012100E+01  8.694777E+01
 3.192500E+02  3.013015E+01  3.013228E+01  8.698311E+01
 3.195000E+02  3.014144E+01  3.014357E+01  8.701845E+01
 3.197500E+02  3.015274E+01  3.015486E+01  8.705380E+01
 3.200000E+02  3.016405E+01  3.016617E+01  8.708915E+01
 3.202500E+02  3.017537E+01  3.017749E+01  8.712451E+01
 3.205000E+02  3.018669E+01  3.018882E+01  8.715986E+01
 3.207500E+02  3.019803E+01  3.020015E+01  8.719522E+01
 3.210000E+02  3.020938E+01  3.021150E+01  8.723058E+01
 3.212500E+02  3.022073E+01  3.022286E+01  8.726595E+01
 3.215000E+02  3.023210E+01  3.023422E+01  8.730132E+01
 3.217500E+02  3.024348E+01  3.024560E+01  8.733669E+01
 3.220000E+02  3.025486E+01  3.025699E+01  8.737207E+01
 3.222500E+02  3.026626E+01  3.026839E+01  8.740745E+01
 3.225000E+02  3.027767E+01  3.027979E+01  8.744283E+01
 3.227500E+02  3.028908E+01  3.029121E+01  8.747822E+01
 3.230000E+02  3.030051E+01  3.030264E+01  8.751361E+01
 3.232500E+02  3.031195E+01  3.031407E+01  8.754901E+01
 3.235000E+02  3.032340E+01  3.032552E+01  8.758441E+01
 3.237500E+02  3.033486E+01  3.033698E+01  8.761982E+01
 3.240000E+02  3.034632E+01  3.034845E+01  8.765523E+01
 3.242500E+02  3.035780E+01  3.035993E+01  8.769064E+01
 3.245000E+02  3.036929E+01  3.037142E+01  8.772606E+01
 3.247500E+02  3.038079E+01  3.038292E+01  8.776149E+01
 3.250000E+02  3.039230E+01  3.039443E+01  8.779692E+01
 3.252500E+02  3.040382E+01  3.040595E+01  8.783235E+01
 3.255000E+02  3.041535E+01  3.041748E+01  8.786780E+01
 3.257500E+02  3.042690E+01  3.042902E+01  8.790324E+01
 3.260000E+02  3.043845E+01  3.044058E+01  8.793869E+01
 3.262500E+02  3.045001E+01  3.045214E+01  8.797415E+01
 3.265000E+02  3.046159E+01  3.046371E+01  8.800962E+01
 3.267500E+02  3.047317E+01  3.047530E+01  8.804509E+01
 3.270000E+02  3.048477E+01  3.048690E+01  8.808056E+01
 3.272500E+02  3.049638E+01  3.049850E+01  8.811605E+01
 3.275000E+02  3.050799E+01  3.051012E+01  8.815153E+01
 3.277500E+02  3.051962E+01  3.052175E+01  8.818703E+01
 3.280000E+02  3.053126E+01  3.053339E+01  8.822253E+01
 3.282500E+02  3.054292E+01  3.054504E+01  8.825804E+01
 3.285000E+02  3.055458E+01  3.055670E+01  8.829356E+01
 3.287500E+02  3.056625E+01  3.056838E+01  8.832908E+01
 3.290000E+02  3.057794E+01  3.058006E+01  8.836461E+01
 3.292500E+02  3.058963E+01  3.059176E+01  8.840015E+01
 3.295000E+02  3.060134E+01  3.060347E+01  8.843569E+01
 3.297500E+02  3.061306E+01  3.061519E+01  8.847124E+01
 3.300000E+02  3.062479E+01  3.062692E+01  8.850680E+01
 3.302500E+02  3.063653E+01  3.063866E+01  8.854237E+01
 3.305000E+02  3.064828E+01  3.065041E+01  8.857795E+01
 3.307500E+02  3.066005E+01  3.066218E+01  8.861353E+01
 3.310000E+02  3.067183E+01  3.067395E+01  8.864912E+01
 3.312500E+02  3.068361E+01  3.068574E+01  8.868473E+01
 3.315000E+02  3.069541E+01  3.069754E+01  8.872033E+01
 3.317500E+02  3.070723E+01  3.070935E+01  8.875595E+01
 3.320000E+02  3.071905E+01  3.072118E+01  8.879158E+01
 3.322500E+02  3.073088E+01  3.073301E+01  8.882721E+01
 3.325000E+02  3.074273E+01  3.074486E+01  8.886286E+01
 3.327500E+02  3.075459E+01  3.075672E+01  8.889851E+01
 3.330000E+02  3.076646E+01  3.076859E+01  8.893418E+01
 3.332500E+02  3.077835E+01  3.078047E+01  8.896985E+01
 3.335000E+02  3.079024E+01  3.079237E+01  8.900553E+01
 3.337500E+02  3.080215E+01  3.080428E+01  8.904122E+01
 3.340000E+02  3.081407E+01  3.081620E+01  8.907692E+01
 3.342500E+02  3.082600E+01  3.082813E+01  8.911263E+01
 3.345000E+02  3.083794E+01  3.084007E+01  8.914836E+01
 3.347500E+02  3.084990E+01  3.085203E+01  8.918409E+01
 3.350000E+02  3.086187E+01  3.086400E+01  8.921983E+01
 3.352500E+02  3.087385E+01  3.087598E+01  8.925558E+01
 3.355000E+02  3.088585E+01  3.088797E+01  8.929135E+01
 3.357500E+02  3.089785E+01  3.089998E+01  8.932712E+01
 3.360000E+02  3.090987E+01  3.091200E+01  8.936290E+01
 3.362500E+02  3.092190E+01  3.092403E+01  8.939870E+01
 3.365000E+02  3.093395E+01  3.093608E+01  8.943451E+01
 3.367500E+02  3.094601E+01  3.094813E+01  8.947033E+01
 3.370000E+02  3.095808E+01  3.096020E+01  8.950616E+01
 3.372500E+02  3.097016E+01  3.097229E+01  8.954200E+01
 3.375000E+02  3.098225E+01  3.098438E+01  8.957785E+01
 3.377500E+02  3.099436E+01  3.099649E+01  8.961371E+01
 3.380000E+02  3.100649E+01  3.100861E+01  8.964959E+01
 3.382500E+02  3.101862E+01  3.102075E+01  8.968548E+01
 3.385000E+02  3.103077E+01  3.103290E+01  8.972138E+01
 3.387500E+02  3.104293E+01  3.104506E+01  8.975730E+01
 3.390000E+02  3.105510E+01  3.105723E+01  8.979322E+01
 3.392500E+02  3.106729E+01  3.106942E+01  8.982916E+01
 3.395000E+02  3.107949E+01  3.108162E+01  8.986511E+01
 3.397500E+02  3.109171E+01  3.109384E+01  8.990108E+01
 3.400000E+02  3.110394E+01  3.110606E+01  8.993706E+01
 3.402500E+02  3.111618E+01  3.111831E+01  8.997305E+01
 3.405000E+02  3.112843E+01  3.113056E+01  9.000905E+01
 3.407500E+02  3.114070E+01  3.114283E+01  9.004507E+01
 3.410000E+02  3.115298E+01  3.115511E+01  9.008110E+01
 3.412500E+02  3.116528E+01  3.116741E+01  9.011715E+01
 3.415000E+02  3.117759E+01  3.117972E+01  9.015321E+01
 3.417500E+02  3.118991E+01  3.119204E+01  9.018928E+01
 3.420000E+02  3.120225E+01  3.120438E+01  9.022537E+01
 3.422500E+02  3.121460E+01  3.121673E+01  9.026148E+01
 3.425000E+02  3.122697E+01  3.122910E+01  9.029759E+01
 3.427500E+02  3.123935E+01  3.124148E+01  9.033372E+01
 3.430000E+02  3.125174E+01  3.125387E+01  9.036987E+01
 3.432500E+02  3.126415E+01  3.126628E+01  9.040603E+01
 3.435000E+02  3.127657E+01  3.127870E+01  9.044221E+01
 3.437500E+02  3.128901E+01  3.129114E+01  9.047840E+01
 3.440000E+02  3.130146E+01  3.130359E+01  9.051461E+01
 3.442500E+02  3.131392E+01  3.131605E+01  9.055083E+01
 3.445000E+02  3.132640E+01  3.132853E+01  9.058707E+01
 3.447500E+02  3.133890E+01  3.134103E+01  9.062333E+01
 3.450000E+02  3.135141E+01  3.135354E+01  9.065960E+01
 3.452500E+02  3.136393E+01  3.136606E+01  9.069588E+01
 3.455000E+02  3.137647E+01  3.137860E+01  9.073219E+01
 3.457500E+02  3.138902E+01  3.139115E+01  9.076851E+01
 3.460000E+02  3.140159E+01  3.140372E+01  9.080484E+01
 3.462500E+02  3.141417E+01  3.141630E+01  9.084120E+01
 3.465000E+02  3.142677E+01  3.142890E+01  9.087757E+01
 3.467500E+02  3.143938E+01  3.144151E+01  9.091395E+01
 3.470000E+02  3.145201E+01  3.145414E+01  9.095036E+01
 3.472500E+02  3.146465E+01  3.146678E+01  9.098678E+01
 3.475000E+02  3.147731E+01  3.147944E+01  9.102322E+01
 3.477500E+02  3.148998E+01  3.149211E+01  9.105967E+01
 3.480000E+02  3.150267E+01  3.150480E+01  9.109615E+01
 3.482500E+02  3.151537E+01  3.151751E+01  9.113264E+01
 3.485000E+02  3.152809E+01  3.153023E+01  9.116915E+01
 3.487500E+02  3.154083E+01  3.154296E+01  9.120568E+01
 3.490000E+02  3.155358E+01  3.155571E+01  9.124223E+01
 3.492500E+02  3.156635E+01  3.156848E+01  9.127879E+01
 3.495000E+02  3.157913E+01  3.158126E+01  9.131538E+01
 3.497500E+02  3.159192E+01  3.159406E+01  9.135198E+01
 3.500000E+02  3.160474E+01  3.160687E+01  9.138860E+01
 3.502500E+02  3.161757E+01  3.161970E+01  9.142525E+01
 3.505000E+02  3.163041E+01  3.163254E+01  9.146191E+01
 3.507500E+02  3.164327E+01  3.164541E+01  9.149859E+01
 3.510000E+02  3.165615E+01  3.165828E+01  9.153529E+01
 3.512500E+02  3.166904E+01  3.167118E+01  9.157201E+01
 3.515000E+02  3.168195E+01  3.168408E+01  9.160875E+01
 3.517500E+02  3.169488E+01  3.169701E+01  9.164551E+01
 3.520000E+02  3.170782E+01  3.170995E+01  9.168229E+01
 3.522500E+02  3.172078E+01  3.172291E+01  9.171909E+01
 3.525000E+02  3.173375E+01  3.173589E+01  9.175591E+01
 3.527500E+02  3.174674E+01  3.174888E+01  9.179275E+01
 3.530000E+02  3.175975E+01  3.176189E+01  9.182961E+01
 3.532500E+02  3.177278E+01  3.177491E+01  9.186650E+01
 3.535000E+02  3.178582E+01  3.178795E+01  9.190340E+01
 3.537500E+02  3.179888E+01  3.180101E+01  9.194033E+01
 3.540000E+02  3.181195E+01  3.181408E+01  9.197728E+01
 3.542500E+02  3.182504E+01  3.182718E+01  9.201425E+01
 3.545000E+02  3.183815E+01  3.184029E+01  9.205124E+01
 3.547500E+02  3.185128E+01  3.185341E+01  9.208825E+01
 3.550000E+02  3.186442E+01  3.186656E+01  9.212529E+01
 3.552500E+02  3.187758E+01  3.187972E+01  9.216235E+01
