#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.500000E+02  3.353488E+01  3.353510E+01
 2.502500E+02  3.355128E+01  3.355150E+01
 2.505000E+02  3.356766E+01  3.356788E+01
 2.507500E+02  3.358403E+01  3.358425E+01
 2.510000E+02  3.360039E+01  3.360061E+01
 2.512500E+02  3.361673E+01  3.361695E+01
 2.515000E+02  3.363305E+01  3.363328E+01
 2.517500E+02  3.364937E+01  3.364959E+01
 2.520000E+02  3.366566E+01  3.366589E+01
 2.522500E+02  3.368195E+01  3.368217E+01
 2.525000E+02  3.369822E+01  3.369844E+01
 2.527500E+02  3.371447E+01  3.371470E+01
 2.530000E+02  3.373072E+01  3.373094E+01
 2.532500E+02  3.374694E+01  3.374716E+01
 2.535000E+02  3.376316E+01  3.376338E+01
 2.537500E+02  3.377936E+01  3.377958E+01
 2.540000E+02  3.379554E+01  3.379576E+01
 2.542500E+02  3.381171E+01  3.381193E+01
 2.545000E+02  3.382787E+01  3.382809E+01
 2.547500E+02  3.384401E+01  3.384423E+01
 2.550000E+02  3.386014E+01  3.386036E+01
 2.552500E+02  3.387626E+01  3.387648E+01
 2.555000E+02  3.389236E+01  3.389258E+01
 2.557500E+02  3.390845E+01  3.390867E+01
 2.560000E+02  3.392452E+01  3.392474E+01
 2.562500E+02  3.394058E+01  3.394080E+01
 2.565000E+02  3.395663E+01  3.395685E+01
 2.567500E+02  3.397266E+01  3.397288E+01
 2.570000E+02  3.398868E+01  3.398890E+01
 2.572500E+02  3.400468E+01  3.400491E+01
 2.575000E+02  3.402068E+01  3.402090E+01
 2.577500E+02  3.403665E+01  3.403688E+01
 2.580000E+02  3.405262E+01  3.405284E+01
 2.582500E+02  3.406857E+01  3.406879E+01
 2.585000E+02  3.408451E+01  3.408473E+01
 2.587500E+02  3.410043E+01  3.410065E+01
 2.590000E+02  3.411634E+01  3.411657E+01
 2.592500E+02  3.413224E+01  3.413246E+01
 2.595000E+02  3.414812E+01  3.414835E+01
 2.597500E+02  3.416399E+01  3.416422E+01
 2.600000E+02  3.417985E+01  3.418007E+01
 2.602500E+02  3.419569E+01  3.419592E+01
 2.605000E+02  3.421152E+01  3.421175E+01
 2.607500E+02  3.422734E+01  3.422756E+01
 2.610000E+02  3.424314E+01  3.424337E+01
 2.612500E+02  3.425893E+01  3.425916E+01
 2.615000E+02  3.427471E+01  3.427493E+01
 2.617500E+02  3.429048E+01  3.429070E+01
 2.620000E+02  3.430623E+01  3.430645E+01
 2.622500E+02  3.432196E+01  3.432219E+01
 2.625000E+02  3.433769E+01  3.433791E+01
 2.627500E+02  3.435340E+01  3.435362E+01
 2.630000E+02  3.436910E+01  3.436932E+01
 2.632500E+02  3.438478E+01  3.438501E+01
 2.635000E+02  3.440045E+01  3.440068E+01
 2.637500E+02  3.441611E+01  3.441634E+01
 2.640000E+02  3.443176E+01  3.443198E+01
 2.642500E+02  3.444739E+01  3.444762E+01
 2.645000E+02  3.446301E+01  3.446324E+01
 2.647500E+02  3.447862E+01  3.447884E+01
 2.650000E+02  3.449421E+01  3.449444E+01
 2.652500E+02  3.450979E+01  3.451002E+01
 2.655000E+02  3.452536E+01  3.452559E+01
 2.657500E+02  3.454092E+01  3.454114E+01
 2.660000E+02  3.455646E+01  3.455668E+01
 2.662500E+02  3.457199E+01  3.457221E+01
 2.665000E+02  3.458751E+01  3.458773E+01
 2.667500E+02  3.460301E+01  3.460324E+01
 2.670000E+02  3.461850E+01  3.461873E+01
 2.672500E+02  3.463398E+01  3.463421E+01
 2.675000E+02  3.464945E+01  3.464967E+01
 2.677500E+02  3.466490E+01  3.466512E+01
 2.680000E+02  3.468034E+01  3.468057E+01
 2.682500E+02  3.469577E+01  3.469599E+01
 2.685000E+02  3.471118E+01  3.471141E+01
 2.687500E+02  3.472659E+01  3.472681E+01
 2.690000E+02  3.474198E+01  3.474220E+01
 2.692500E+02  3.475735E+01  3.475758E+01
 2.695000E+02  3.477272E+01  3.477294E+01
 2.697500E+02  3.478807E+01  3.478830E+01
 2.700000E+02  3.480341E+01  3.480364E+01
 2.702500E+02  3.481874E+01  3.481896E+01
 2.705000E+02  3.483405E+01  3.483428E+01
 2.707500E+02  3.484936E+01  3.484958E+01
 2.710000E+02  3.486465E+01  3.486487E+01
 2.712500E+02  3.487992E+01  3.488015E+01
 2.715000E+02  3.489519E+01  3.489542E+01
 2.717500E+02  3.491044E+01  3.491067E+01
 2.720000E+02  3.492568E+01  3.492591E+01
 2.722500E+02  3.494091E+01  3.494114E+01
 2.725000E+02  3.495613E+01  3.495635E+01
 2.727500E+02  3.497133E+01  3.497156E+01
 2.730000E+02  3.498652E+01  3.498675E+01
 2.732500E+02  3.500170E+01  3.500193E+01
 2.735000E+02  3.501687E+01  3.501709E+01
 2.737500E+02  3.503202E+01  3.503225E+01
 2.740000E+02  3.504716E+01  3.504739E+01
 2.742500E+02  3.506229E+01  3.506252E+01
 2.745000E+02  3.507741E+01  3.507764E+01
 2.747500E+02  3.509252E+01  3.509274E+01
 2.750000E+02  3.510761E+01  3.510784E+01
 2.752500E+02  3.512269E+01  3.512292E+01
 2.755000E+02  3.513776E+01  3.513799E+01
 2.757500E+02  3.515282E+01  3.515304E+01
 2.760000E+02  3.516786E+01  3.516809E+01
 2.762500E+02  3.518289E+01  3.518312E+01
 2.765000E+02  3.519791E+01  3.519814E+01
 2.767500E+02  3.521292E+01  3.521315E+01
 2.770000E+02  3.522792E+01  3.522815E+01
 2.772500E+02  3.524290E+01  3.524313E+01
 2.775000E+02  3.525788E+01  3.525810E+01
 2.777500E+02  3.527284E+01  3.527306E+01
 2.780000E+02  3.528778E+01  3.528801E+01
 2.782500E+02  3.530272E+01  3.530295E+01
 2.785000E+02  3.531765E+01  3.531787E+01
 2.787500E+02  3.533256E+01  3.533279E+01
 2.790000E+02  3.534746E+01  3.534769E+01
 2.792500E+02  3.536235E+01  3.536257E+01
 2.795000E+02  3.537722E+01  3.537745E+01
 2.797500E+02  3.539209E+01  3.539232E+01
 2.800000E+02  3.540694E+01  3.540717E+01
 2.802500E+02  3.542178E+01  3.542201E+01
 2.805000E+02  3.543661E+01  3.543684E+01
 2.807500E+02  3.545143E+01  3.545166E+01
 2.810000E+02  3.546623E+01  3.546646E+01
 2.812500E+02  3.548103E+01  3.548126E+01
 2.815000E+02  3.549581E+01  3.549604E+01
 2.817500E+02  3.551058E+01  3.551081E+01
 2.820000E+02  3.552534E+01  3.552557E+01
 2.822500E+02  3.554008E+01  3.554031E+01
 2.825000E+02  3.555482E+01  3.555505E+01
 2.827500E+02  3.556954E+01  3.556977E+01
 2.830000E+02  3.558425E+01  3.558448E+01
 2.832500E+02  3.559895E+01  3.559918E+01
 2.835000E+02  3.561364E+01  3.561387E+01
 2.837500E+02  3.562832E+01  3.562855E+01
 2.840000E+02  3.564298E+01  3.564321E+01
 2.842500E+02  3.565763E+01  3.565786E+01
 2.845000E+02  3.567227E+01  3.567250E+01
 2.847500E+02  3.568690E+01  3.568713E+01
 2.850000E+02  3.570152E+01  3.570175E+01
 2.852500E+02  3.571613E+01  3.571636E+01
 2.855000E+02  3.573072E+01  3.573095E+01
 2.857500E+02  3.574530E+01  3.574553E+01
 2.860000E+02  3.575988E+01  3.576011E+01
 2.862500E+02  3.577444E+01  3.577467E+01
 2.865000E+02  3.578898E+01  3.578921E+01
 2.867500E+02  3.580352E+01  3.580375E+01
 2.870000E+02  3.581804E+01  3.581827E+01
 2.872500E+02  3.583256E+01  3.583279E+01
 2.875000E+02  3.584706E+01  3.584729E+01
 2.877500E+02  3.586155E+01  3.586178E+01
 2.880000E+02  3.587603E+01  3.587626E+01
 2.882500E+02  3.589050E+01  3.589073E+01
 2.885000E+02  3.590495E+01  3.590518E+01
 2.887500E+02  3.591940E+01  3.591963E+01
 2.890000E+02  3.593383E+01  3.593406E+01
 2.892500E+02  3.594825E+01  3.594848E+01
 2.895000E+02  3.596266E+01  3.596289E+01
 2.897500E+02  3.597706E+01  3.597729E+01
 2.900000E+02  3.599144E+01  3.599168E+01
 2.902500E+02  3.600582E+01  3.600605E+01
 2.905000E+02  3.602018E+01  3.602042E+01
 2.907500E+02  3.603454E+01  3.603477E+01
 2.910000E+02  3.604888E+01  3.604911E+01
 2.912500E+02  3.606321E+01  3.606344E+01
 2.915000E+02  3.607753E+01  3.607776E+01
 2.917500E+02  3.609183E+01  3.609207E+01
 2.920000E+02  3.610613E+01  3.610636E+01
 2.922500E+02  3.612041E+01  3.612065E+01
 2.925000E+02  3.613468E+01  3.613492E+01
 2.927500E+02  3.614895E+01  3.614918E+01
 2.930000E+02  3.616320E+01  3.616343E+01
 2.932500E+02  3.617744E+01  3.617767E+01
 2.935000E+02  3.619166E+01  3.619190E+01
 2.937500E+02  3.620588E+01  3.620611E+01
 2.940000E+02  3.622008E+01  3.622032E+01
 2.942500E+02  3.623428E+01  3.623451E+01
 2.945000E+02  3.624846E+01  3.624869E+01
 2.947500E+02  3.626263E+01  3.626286E+01
 2.950000E+02  3.627679E+01  3.627702E+01
