#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.500000E+02  5.932855E-02  5.672894E-02  3.774548E-04                                 112
 2.502500E+02  5.933415E-02  5.672894E-02  3.785794E-04                                 112
 2.505000E+02  5.933978E-02  5.672894E-02  3.798362E-04                                 112
 2.507500E+02  5.934542E-02  5.672894E-02  3.800618E-04                                 112
 2.510000E+02  5.935106E-02  5.672894E-02  3.802819E-04                                 112
 2.512500E+02  5.935670E-02  5.672894E-02  3.804986E-04                                 112
 2.515000E+02  5.936235E-02  5.672894E-02  3.807116E-04                                 112
 2.517500E+02  5.936800E-02  5.672894E-02  3.809212E-04                                 112
 2.520000E+02  5.937366E-02  5.672894E-02  3.811273E-04                                 112
 2.522500E+02  5.937932E-02  5.672894E-02  3.813298E-04                                 112
 2.525000E+02  5.938498E-02  5.672894E-02  3.815289E-04                                 112
 2.527500E+02  5.939064E-02  5.672894E-02  3.817244E-04                                 112
 2.530000E+02  5.939631E-02  5.672894E-02  3.819166E-04                                 112
 2.532500E+02  5.940199E-02  5.672894E-02  3.821052E-04                                 112
 2.535000E+02  5.940766E-02  5.672894E-02  3.822904E-04                                 112
 2.537500E+02  5.941334E-02  5.672894E-02  3.824722E-04                                 112
 2.540000E+02  5.941903E-02  5.672894E-02  3.826506E-04                                 112
 2.542500E+02  5.942471E-02  5.672894E-02  3.828256E-04                                 112
 2.545000E+02  5.943040E-02  5.672894E-02  3.829972E-04                                 112
 2.547500E+02  5.943609E-02  5.672894E-02  3.831655E-04                                 112
 2.550000E+02  5.944179E-02  5.672894E-02  3.833304E-04                                 112
 2.552500E+02  5.944748E-02  5.672894E-02  3.834919E-04                                 112
 2.555000E+02  5.945319E-02  5.672894E-02  3.836501E-04                                 112
 2.557500E+02  5.945889E-02  5.672894E-02  3.838050E-04                                 112
 2.560000E+02  5.946460E-02  5.672894E-02  3.839567E-04                                 112
 2.562500E+02  5.947031E-02  5.672894E-02  3.841050E-04                                 112
 2.565000E+02  5.947602E-02  5.672894E-02  3.842501E-04                                 112
 2.567500E+02  5.948173E-02  5.672894E-02  3.843920E-04                                 112
 2.570000E+02  5.948745E-02  5.672894E-02  3.845306E-04                                 112
 2.572500E+02  5.949317E-02  5.672894E-02  3.846660E-04                                 112
 2.575000E+02  5.949889E-02  5.672894E-02  3.847983E-04                                 112
 2.577500E+02  5.950462E-02  5.672894E-02  3.849273E-04                                 112
 2.580000E+02  5.951034E-02  5.672894E-02  3.850532E-04                                 112
 2.582500E+02  5.951607E-02  5.672894E-02  3.851760E-04                                 112
