#         T/K          A/kJ          G/kJ
 2.500000E+02  1.009629E+02  1.009689E+02
 2.502500E+02  1.009159E+02  1.009219E+02
 2.505000E+02  1.008688E+02  1.008748E+02
 2.507500E+02  1.008218E+02  1.008278E+02
 2.510000E+02  1.007747E+02  1.007807E+02
 2.512500E+02  1.007275E+02  1.007335E+02
 2.515000E+02  1.006804E+02  1.006864E+02
 2.517500E+02  1.006332E+02  1.006392E+02
 2.520000E+02  1.005860E+02  1.005920E+02
 2.522500E+02  1.005387E+02  1.005447E+02
 2.525000E+02  1.004914E+02  1.004975E+02
 2.527500E+02  1.004441E+02  1.004502E+02
 2.530000E+02  1.003968E+02  1.004028E+02
 2.532500E+02  1.003494E+02  1.003555E+02
 2.535000E+02  1.003021E+02  1.003081E+02
 2.537500E+02  1.002546E+02  1.002607E+02
 2.540000E+02  1.002072E+02  1.002132E+02
 2.542500E+02  1.001597E+02  1.001657E+02
 2.545000E+02  1.001122E+02  1.001182E+02
 2.547500E+02  1.000647E+02  1.000707E+02
 2.550000E+02  1.000171E+02  1.000232E+02
 2.552500E+02  9.996955E+01  9.997557E+01
 2.555000E+02  9.992194E+01  9.992796E+01
 2.557500E+02  9.987429E+01  9.988032E+01
 2.560000E+02  9.982662E+01  9.983265E+01
 2.562500E+02  9.977893E+01  9.978495E+01
 2.565000E+02  9.973120E+01  9.973723E+01
 2.567500E+02  9.968345E+01  9.968947E+01
 2.570000E+02  9.963566E+01  9.964169E+01
 2.572500E+02  9.958785E+01  9.959388E+01
 2.575000E+02  9.954002E+01  9.954604E+01
 2.577500E+02  9.949215E+01  9.949818E+01
 2.580000E+02  9.944426E+01  9.945029E+01
 2.582500E+02  9.939634E+01  9.940237E+01
 2.585000E+02  9.934839E+01  9.935442E+01
 2.587500E+02  9.930041E+01  9.930644E+01
 2.590000E+02  9.925241E+01  9.925844E+01
 2.592500E+02  9.920437E+01  9.921041E+01
 2.595000E+02  9.915632E+01  9.916235E+01
 2.597500E+02  9.910823E+01  9.911426E+01
 2.600000E+02  9.906011E+01  9.906615E+01
 2.602500E+02  9.901197E+01  9.901801E+01
 2.605000E+02  9.896380E+01  9.896984E+01
 2.607500E+02  9.891561E+01  9.892164E+01
 2.610000E+02  9.886738E+01  9.887342E+01
 2.612500E+02  9.881913E+01  9.882517E+01
 2.615000E+02  9.877085E+01  9.877689E+01
 2.617500E+02  9.872254E+01  9.872858E+01
 2.620000E+02  9.867421E+01  9.868025E+01
 2.622500E+02  9.862585E+01  9.863189E+01
 2.625000E+02  9.857746E+01  9.858350E+01
 2.627500E+02  9.852905E+01  9.853509E+01
 2.630000E+02  9.848061E+01  9.848665E+01
 2.632500E+02  9.843214E+01  9.843818E+01
 2.635000E+02  9.838364E+01  9.838968E+01
 2.637500E+02  9.833512E+01  9.834116E+01
 2.640000E+02  9.828657E+01  9.829261E+01
 2.642500E+02  9.823799E+01  9.824404E+01
 2.645000E+02  9.818939E+01  9.819543E+01
 2.647500E+02  9.814076E+01  9.814680E+01
 2.650000E+02  9.809210E+01  9.809815E+01
 2.652500E+02  9.804341E+01  9.804946E+01
 2.655000E+02  9.799470E+01  9.800075E+01
 2.657500E+02  9.794597E+01  9.795201E+01
 2.660000E+02  9.789720E+01  9.790325E+01
 2.662500E+02  9.784841E+01  9.785446E+01
 2.665000E+02  9.779959E+01  9.780564E+01
 2.667500E+02  9.775075E+01  9.775680E+01
 2.670000E+02  9.770188E+01  9.770793E+01
 2.672500E+02  9.765298E+01  9.765903E+01
 2.675000E+02  9.760406E+01  9.761011E+01
 2.677500E+02  9.755511E+01  9.756116E+01
 2.680000E+02  9.750613E+01  9.751218E+01
 2.682500E+02  9.745713E+01  9.746318E+01
 2.685000E+02  9.740810E+01  9.741415E+01
 2.687500E+02  9.735904E+01  9.736510E+01
 2.690000E+02  9.730996E+01  9.731602E+01
 2.692500E+02  9.726085E+01  9.726691E+01
 2.695000E+02  9.721172E+01  9.721777E+01
 2.697500E+02  9.716256E+01  9.716861E+01
 2.700000E+02  9.711337E+01  9.711943E+01
 2.702500E+02  9.706416E+01  9.707022E+01
 2.705000E+02  9.701492E+01  9.702098E+01
 2.707500E+02  9.696565E+01  9.697171E+01
 2.710000E+02  9.691636E+01  9.692242E+01
 2.712500E+02  9.686705E+01  9.687311E+01
 2.715000E+02  9.681770E+01  9.682376E+01
 2.717500E+02  9.676833E+01  9.677440E+01
 2.720000E+02  9.671894E+01  9.672500E+01
 2.722500E+02  9.666952E+01  9.667558E+01
 2.725000E+02  9.662007E+01  9.662614E+01
 2.727500E+02  9.657060E+01  9.657667E+01
 2.730000E+02  9.652110E+01  9.652717E+01
 2.732500E+02  9.647158E+01  9.647765E+01
 2.735000E+02  9.642203E+01  9.642810E+01
 2.737500E+02  9.637246E+01  9.637852E+01
 2.740000E+02  9.632286E+01  9.632893E+01
 2.742500E+02  9.627323E+01  9.627930E+01
 2.745000E+02  9.622358E+01  9.622965E+01
 2.747500E+02  9.617390E+01  9.617997E+01
 2.750000E+02  9.612420E+01  9.613027E+01
 2.752500E+02  9.607448E+01  9.608055E+01
 2.755000E+02  9.602472E+01  9.603079E+01
 2.757500E+02  9.597494E+01  9.598102E+01
 2.760000E+02  9.592514E+01  9.593121E+01
