#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.500000E+02  1.196745E+02  1.196796E+02  1.628927E+02
 2.502500E+02  1.197000E+02  1.197051E+02  1.629945E+02
 2.505000E+02  1.197255E+02  1.197306E+02  1.630965E+02
 2.507500E+02  1.197511E+02  1.197562E+02  1.631985E+02
 2.510000E+02  1.197766E+02  1.197817E+02  1.633003E+02
 2.512500E+02  1.198021E+02  1.198073E+02  1.634020E+02
 2.515000E+02  1.198277E+02  1.198328E+02  1.635036E+02
 2.517500E+02  1.198532E+02  1.198583E+02  1.636051E+02
 2.520000E+02  1.198788E+02  1.198839E+02  1.637065E+02
 2.522500E+02  1.199043E+02  1.199094E+02  1.638078E+02
 2.525000E+02  1.199298E+02  1.199350E+02  1.639090E+02
 2.527500E+02  1.199554E+02  1.199605E+02  1.640100E+02
 2.530000E+02  1.199809E+02  1.199860E+02  1.641110E+02
 2.532500E+02  1.200064E+02  1.200115E+02  1.642118E+02
 2.535000E+02  1.200319E+02  1.200371E+02  1.643125E+02
 2.537500E+02  1.200574E+02  1.200626E+02  1.644131E+02
 2.540000E+02  1.200830E+02  1.200881E+02  1.645136E+02
 2.542500E+02  1.201085E+02  1.201136E+02  1.646140E+02
 2.545000E+02  1.201340E+02  1.201391E+02  1.647143E+02
 2.547500E+02  1.201595E+02  1.201646E+02  1.648144E+02
 2.550000E+02  1.201850E+02  1.201901E+02  1.649145E+02
 2.552500E+02  1.202105E+02  1.202156E+02  1.650144E+02
 2.555000E+02  1.202360E+02  1.202411E+02  1.651142E+02
 2.557500E+02  1.202614E+02  1.202666E+02  1.652139E+02
 2.560000E+02  1.202869E+02  1.202920E+02  1.653135E+02
 2.562500E+02  1.203124E+02  1.203175E+02  1.654130E+02
 2.565000E+02  1.203379E+02  1.203430E+02  1.655123E+02
 2.567500E+02  1.203633E+02  1.203685E+02  1.656116E+02
 2.570000E+02  1.203888E+02  1.203939E+02  1.657107E+02
 2.572500E+02  1.204143E+02  1.204194E+02  1.658097E+02
 2.575000E+02  1.204397E+02  1.204448E+02  1.659086E+02
 2.577500E+02  1.204652E+02  1.204703E+02  1.660074E+02
