#         T/K          A/kJ          G/kJ
 2.617500E+02  7.700959E+01  7.701472E+01
 2.620000E+02  7.696768E+01  7.697281E+01
 2.622500E+02  7.692575E+01  7.693088E+01
 2.625000E+02  7.688380E+01  7.688893E+01
 2.627500E+02  7.684182E+01  7.684695E+01
 2.630000E+02  7.679982E+01  7.680495E+01
 2.632500E+02  7.675779E+01  7.676293E+01
 2.635000E+02  7.671574E+01  7.672088E+01
 2.637500E+02  7.667367E+01  7.667880E+01
 2.640000E+02  7.663157E+01  7.663670E+01
 2.642500E+02  7.658944E+01  7.659458E+01
 2.645000E+02  7.654730E+01  7.655244E+01
 2.647500E+02  7.650513E+01  7.651027E+01
 2.650000E+02  7.646293E+01  7.646807E+01
 2.652500E+02  7.642072E+01  7.642585E+01
 2.655000E+02  7.637847E+01  7.638361E+01
 2.657500E+02  7.633621E+01  7.634135E+01
 2.660000E+02  7.629392E+01  7.629906E+01
 2.662500E+02  7.625161E+01  7.625675E+01
 2.665000E+02  7.620927E+01  7.621441E+01
 2.667500E+02  7.616691E+01  7.617205E+01
 2.670000E+02  7.612453E+01  7.612967E+01
 2.672500E+02  7.608212E+01  7.608726E+01
 2.675000E+02  7.603969E+01  7.604483E+01
 2.677500E+02  7.599723E+01  7.600238E+01
 2.680000E+02  7.595475E+01  7.595990E+01
 2.682500E+02  7.591225E+01  7.591740E+01
 2.685000E+02  7.586973E+01  7.587487E+01
 2.687500E+02  7.582718E+01  7.583232E+01
 2.690000E+02  7.578461E+01  7.578975E+01
 2.692500E+02  7.574201E+01  7.574716E+01
 2.695000E+02  7.569939E+01  7.570454E+01
 2.697500E+02  7.565675E+01  7.566190E+01
 2.700000E+02  7.561408E+01  7.561923E+01
 2.702500E+02  7.557140E+01  7.557654E+01
 2.705000E+02  7.552868E+01  7.553383E+01
 2.707500E+02  7.548595E+01  7.549110E+01
 2.710000E+02  7.544319E+01  7.544834E+01
 2.712500E+02  7.540041E+01  7.540556E+01
 2.715000E+02  7.535760E+01  7.536275E+01
 2.717500E+02  7.531478E+01  7.531992E+01
 2.720000E+02  7.527192E+01  7.527707E+01
 2.722500E+02  7.522905E+01  7.523420E+01
 2.725000E+02  7.518615E+01  7.519130E+01
 2.727500E+02  7.514323E+01  7.514838E+01
 2.730000E+02  7.510029E+01  7.510544E+01
 2.732500E+02  7.505732E+01  7.506248E+01
 2.735000E+02  7.501434E+01  7.501949E+01
 2.737500E+02  7.497132E+01  7.497648E+01
 2.740000E+02  7.492829E+01  7.493344E+01
 2.742500E+02  7.488523E+01  7.489039E+01
 2.745000E+02  7.484215E+01  7.484731E+01
 2.747500E+02  7.479905E+01  7.480420E+01
 2.750000E+02  7.475592E+01  7.476108E+01
 2.752500E+02  7.471277E+01  7.471793E+01
 2.755000E+02  7.466960E+01  7.467476E+01
 2.757500E+02  7.462641E+01  7.463157E+01
 2.760000E+02  7.458319E+01  7.458835E+01
 2.762500E+02  7.453995E+01  7.454511E+01
 2.765000E+02  7.449669E+01  7.450185E+01
 2.767500E+02  7.445341E+01  7.445857E+01
 2.770000E+02  7.441010E+01  7.441526E+01
 2.772500E+02  7.436677E+01  7.437193E+01
 2.775000E+02  7.432342E+01  7.432858E+01
 2.777500E+02  7.428005E+01  7.428520E+01
 2.780000E+02  7.423665E+01  7.424181E+01
 2.782500E+02  7.419323E+01  7.419839E+01
 2.785000E+02  7.414979E+01  7.415495E+01
 2.787500E+02  7.410632E+01  7.411149E+01
 2.790000E+02  7.406284E+01  7.406800E+01
 2.792500E+02  7.401933E+01  7.402449E+01
 2.795000E+02  7.397580E+01  7.398096E+01
 2.797500E+02  7.393225E+01  7.393741E+01
 2.800000E+02  7.388867E+01  7.389383E+01
 2.802500E+02  7.384507E+01  7.385024E+01
 2.805000E+02  7.380145E+01  7.380662E+01
 2.807500E+02  7.375781E+01  7.376298E+01
 2.810000E+02  7.371415E+01  7.371931E+01
 2.812500E+02  7.367046E+01  7.367563E+01
 2.815000E+02  7.362676E+01  7.363192E+01
 2.817500E+02  7.358303E+01  7.358819E+01
 2.820000E+02  7.353927E+01  7.354444E+01
 2.822500E+02  7.349550E+01  7.350067E+01
 2.825000E+02  7.345170E+01  7.345687E+01
 2.827500E+02  7.340789E+01  7.341305E+01
 2.830000E+02  7.336405E+01  7.336921E+01
 2.832500E+02  7.332018E+01  7.332535E+01
 2.835000E+02  7.327630E+01  7.328147E+01
 2.837500E+02  7.323239E+01  7.323756E+01
 2.840000E+02  7.318847E+01  7.319364E+01
 2.842500E+02  7.314452E+01  7.314969E+01
 2.845000E+02  7.310055E+01  7.310572E+01
 2.847500E+02  7.305656E+01  7.306173E+01
 2.850000E+02  7.301254E+01  7.301771E+01
 2.852500E+02  7.296851E+01  7.297368E+01
 2.855000E+02  7.292445E+01  7.292962E+01
 2.857500E+02  7.288037E+01  7.288554E+01
 2.860000E+02  7.283627E+01  7.284144E+01
 2.862500E+02  7.279215E+01  7.279732E+01
 2.865000E+02  7.274800E+01  7.275317E+01
 2.867500E+02  7.270384E+01  7.270901E+01
 2.870000E+02  7.265965E+01  7.266482E+01
 2.872500E+02  7.261544E+01  7.262061E+01
 2.875000E+02  7.257121E+01  7.257638E+01
 2.877500E+02  7.252696E+01  7.253213E+01
 2.880000E+02  7.248268E+01  7.248786E+01
 2.882500E+02  7.243839E+01  7.244357E+01
 2.885000E+02  7.239407E+01  7.239925E+01
 2.887500E+02  7.234974E+01  7.235491E+01
 2.890000E+02  7.230538E+01  7.231056E+01
 2.892500E+02  7.226100E+01  7.226618E+01
 2.895000E+02  7.221660E+01  7.222178E+01
 2.897500E+02  7.217218E+01  7.217735E+01
 2.900000E+02  7.212773E+01  7.213291E+01
 2.902500E+02  7.208327E+01  7.208845E+01
 2.905000E+02  7.203878E+01  7.204396E+01
 2.907500E+02  7.199427E+01  7.199945E+01
 2.910000E+02  7.194975E+01  7.195493E+01
 2.912500E+02  7.190520E+01  7.191038E+01
 2.915000E+02  7.186062E+01  7.186581E+01
 2.917500E+02  7.181603E+01  7.182122E+01
 2.920000E+02  7.177142E+01  7.177660E+01
 2.922500E+02  7.172679E+01  7.173197E+01
 2.925000E+02  7.168213E+01  7.168731E+01
 2.927500E+02  7.163746E+01  7.164264E+01
 2.930000E+02  7.159276E+01  7.159794E+01
 2.932500E+02  7.154804E+01  7.155322E+01
 2.935000E+02  7.150330E+01  7.150849E+01
 2.937500E+02  7.145854E+01  7.146373E+01
 2.940000E+02  7.141376E+01  7.141895E+01
 2.942500E+02  7.136896E+01  7.137415E+01
 2.945000E+02  7.132414E+01  7.132932E+01
 2.947500E+02  7.127929E+01  7.128448E+01
 2.950000E+02  7.123443E+01  7.123962E+01
 2.952500E+02  7.118954E+01  7.119473E+01
 2.955000E+02  7.114464E+01  7.114983E+01
 2.957500E+02  7.109971E+01  7.110490E+01
 2.960000E+02  7.105476E+01  7.105995E+01
 2.962500E+02  7.100980E+01  7.101499E+01
 2.965000E+02  7.096481E+01  7.097000E+01
 2.967500E+02  7.091980E+01  7.092499E+01
 2.970000E+02  7.087477E+01  7.087996E+01
 2.972500E+02  7.082972E+01  7.083491E+01
 2.975000E+02  7.078465E+01  7.078984E+01
 2.977500E+02  7.073955E+01  7.074475E+01
 2.980000E+02  7.069444E+01  7.069963E+01
 2.982500E+02  7.064931E+01  7.065450E+01
 2.985000E+02  7.060415E+01  7.060935E+01
 2.987500E+02  7.055898E+01  7.056417E+01
 2.990000E+02  7.051379E+01  7.051898E+01
 2.992500E+02  7.046857E+01  7.047377E+01
 2.995000E+02  7.042334E+01  7.042853E+01
 2.997500E+02  7.037808E+01  7.038327E+01
 3.000000E+02  7.033280E+01  7.033800E+01
 3.002500E+02  7.028751E+01  7.029270E+01
 3.005000E+02  7.024219E+01  7.024738E+01
 3.007500E+02  7.019685E+01  7.020205E+01
 3.010000E+02  7.015149E+01  7.015669E+01
 3.012500E+02  7.010611E+01  7.011131E+01
 3.015000E+02  7.006071E+01  7.006591E+01
 3.017500E+02  7.001530E+01  7.002049E+01
 3.020000E+02  6.996986E+01  6.997506E+01
 3.022500E+02  6.992440E+01  6.992960E+01
 3.025000E+02  6.987892E+01  6.988412E+01
 3.027500E+02  6.983342E+01  6.983862E+01
 3.030000E+02  6.978790E+01  6.979310E+01
 3.032500E+02  6.974236E+01  6.974756E+01
 3.035000E+02  6.969679E+01  6.970200E+01
 3.037500E+02  6.965121E+01  6.965642E+01
 3.040000E+02  6.960561E+01  6.961081E+01
 3.042500E+02  6.955999E+01  6.956519E+01
 3.045000E+02  6.951435E+01  6.951955E+01
 3.047500E+02  6.946869E+01  6.947389E+01
 3.050000E+02  6.942301E+01  6.942821E+01
 3.052500E+02  6.937730E+01  6.938251E+01
 3.055000E+02  6.933158E+01  6.933679E+01
 3.057500E+02  6.928584E+01  6.929105E+01
 3.060000E+02  6.924008E+01  6.924529E+01
 3.062500E+02  6.919430E+01  6.919950E+01
 3.065000E+02  6.914850E+01  6.915370E+01
 3.067500E+02  6.910267E+01  6.910788E+01
 3.070000E+02  6.905683E+01  6.906204E+01
 3.072500E+02  6.901097E+01  6.901618E+01
 3.075000E+02  6.896509E+01  6.897030E+01
 3.077500E+02  6.891919E+01  6.892440E+01
 3.080000E+02  6.887327E+01  6.887847E+01
 3.082500E+02  6.882732E+01  6.883253E+01
 3.085000E+02  6.878136E+01  6.878657E+01
 3.087500E+02  6.873538E+01  6.874059E+01
 3.090000E+02  6.868938E+01  6.869459E+01
 3.092500E+02  6.864336E+01  6.864857E+01
 3.095000E+02  6.859732E+01  6.860253E+01
 3.097500E+02  6.855126E+01  6.855647E+01
 3.100000E+02  6.850518E+01  6.851039E+01
 3.102500E+02  6.845908E+01  6.846429E+01
 3.105000E+02  6.841296E+01  6.841817E+01
 3.107500E+02  6.836682E+01  6.837203E+01
 3.110000E+02  6.832066E+01  6.832587E+01
 3.112500E+02  6.827448E+01  6.827970E+01
 3.115000E+02  6.822828E+01  6.823350E+01
 3.117500E+02  6.818206E+01  6.818728E+01
 3.120000E+02  6.813583E+01  6.814104E+01
 3.122500E+02  6.808957E+01  6.809478E+01
 3.125000E+02  6.804329E+01  6.804851E+01
 3.127500E+02  6.799699E+01  6.800221E+01
 3.130000E+02  6.795068E+01  6.795589E+01
 3.132500E+02  6.790434E+01  6.790956E+01
 3.135000E+02  6.785798E+01  6.786320E+01
 3.137500E+02  6.781161E+01  6.781683E+01
 3.140000E+02  6.776521E+01  6.777043E+01
 3.142500E+02  6.771880E+01  6.772402E+01
 3.145000E+02  6.767237E+01  6.767759E+01
 3.147500E+02  6.762591E+01  6.763113E+01
 3.150000E+02  6.757944E+01  6.758466E+01
 3.152500E+02  6.753295E+01  6.753817E+01
 3.155000E+02  6.748643E+01  6.749166E+01
 3.157500E+02  6.743990E+01  6.744512E+01
 3.160000E+02  6.739335E+01  6.739857E+01
 3.162500E+02  6.734678E+01  6.735200E+01
 3.165000E+02  6.730019E+01  6.730541E+01
 3.167500E+02  6.725358E+01  6.725880E+01
 3.170000E+02  6.720695E+01  6.721218E+01
 3.172500E+02  6.716030E+01  6.716553E+01
 3.175000E+02  6.711364E+01  6.711886E+01
 3.177500E+02  6.706695E+01  6.707217E+01
 3.180000E+02  6.702024E+01  6.702547E+01
 3.182500E+02  6.697352E+01  6.697874E+01
 3.185000E+02  6.692677E+01  6.693200E+01
 3.187500E+02  6.688001E+01  6.688523E+01
 3.190000E+02  6.683322E+01  6.683845E+01
 3.192500E+02  6.678642E+01  6.679165E+01
 3.195000E+02  6.673960E+01  6.674482E+01
 3.197500E+02  6.669275E+01  6.669798E+01
 3.200000E+02  6.664589E+01  6.665112E+01
 3.202500E+02  6.659901E+01  6.660424E+01
 3.205000E+02  6.655211E+01  6.655734E+01
 3.207500E+02  6.650519E+01  6.651042E+01
 3.210000E+02  6.645825E+01  6.646348E+01
 3.212500E+02  6.641130E+01  6.641653E+01
 3.215000E+02  6.636432E+01  6.636955E+01
 3.217500E+02  6.631732E+01  6.632256E+01
 3.220000E+02  6.627031E+01  6.627554E+01
 3.222500E+02  6.622327E+01  6.622851E+01
 3.225000E+02  6.617622E+01  6.618145E+01
 3.227500E+02  6.612915E+01  6.613438E+01
 3.230000E+02  6.608205E+01  6.608729E+01
 3.232500E+02  6.603494E+01  6.604018E+01
 3.235000E+02  6.598781E+01  6.599305E+01
 3.237500E+02  6.594066E+01  6.594590E+01
 3.240000E+02  6.589349E+01  6.589873E+01
 3.242500E+02  6.584631E+01  6.585154E+01
 3.245000E+02  6.579910E+01  6.580434E+01
 3.247500E+02  6.575187E+01  6.575711E+01
 3.250000E+02  6.570463E+01  6.570986E+01
 3.252500E+02  6.565736E+01  6.566260E+01
 3.255000E+02  6.561008E+01  6.561532E+01
 3.257500E+02  6.556278E+01  6.556802E+01
 3.260000E+02  6.551545E+01  6.552069E+01
 3.262500E+02  6.546811E+01  6.547335E+01
 3.265000E+02  6.542075E+01  6.542599E+01
 3.267500E+02  6.537338E+01  6.537862E+01
 3.270000E+02  6.532598E+01  6.533122E+01
 3.272500E+02  6.527856E+01  6.528380E+01
 3.275000E+02  6.523112E+01  6.523637E+01
 3.277500E+02  6.518367E+01  6.518891E+01
 3.280000E+02  6.513619E+01  6.514144E+01
 3.282500E+02  6.508870E+01  6.509394E+01
 3.285000E+02  6.504119E+01  6.504643E+01
 3.287500E+02  6.499366E+01  6.499890E+01
 3.290000E+02  6.494611E+01  6.495135E+01
 3.292500E+02  6.489854E+01  6.490378E+01
 3.295000E+02  6.485095E+01  6.485620E+01
 3.297500E+02  6.480334E+01  6.480859E+01
 3.300000E+02  6.475572E+01  6.476096E+01
 3.302500E+02  6.470807E+01  6.471332E+01
 3.305000E+02  6.466041E+01  6.466565E+01
 3.307500E+02  6.461273E+01  6.461797E+01
 3.310000E+02  6.456502E+01  6.457027E+01
 3.312500E+02  6.451730E+01  6.452255E+01
 3.315000E+02  6.446956E+01  6.447481E+01
 3.317500E+02  6.442180E+01  6.442705E+01
 3.320000E+02  6.437403E+01  6.437928E+01
 3.322500E+02  6.432623E+01  6.433148E+01
 3.325000E+02  6.427841E+01  6.428366E+01
 3.327500E+02  6.423058E+01  6.423583E+01
 3.330000E+02  6.418273E+01  6.418798E+01
 3.332500E+02  6.413485E+01  6.414011E+01
 3.335000E+02  6.408696E+01  6.409222E+01
 3.337500E+02  6.403905E+01  6.404431E+01
 3.340000E+02  6.399112E+01  6.399638E+01
 3.342500E+02  6.394318E+01  6.394843E+01
 3.345000E+02  6.389521E+01  6.390046E+01
 3.347500E+02  6.384723E+01  6.385248E+01
 3.350000E+02  6.379922E+01  6.380448E+01
 3.352500E+02  6.375120E+01  6.375645E+01
 3.355000E+02  6.370316E+01  6.370841E+01
 3.357500E+02  6.365510E+01  6.366035E+01
 3.360000E+02  6.360702E+01  6.361227E+01
 3.362500E+02  6.355892E+01  6.356417E+01
 3.365000E+02  6.351080E+01  6.351606E+01
 3.367500E+02  6.346266E+01  6.346792E+01
 3.370000E+02  6.341451E+01  6.341977E+01
 3.372500E+02  6.336634E+01  6.337159E+01
 3.375000E+02  6.331814E+01  6.332340E+01
 3.377500E+02  6.326993E+01  6.327519E+01
 3.380000E+02  6.322170E+01  6.322696E+01
 3.382500E+02  6.317345E+01  6.317871E+01
 3.385000E+02  6.312518E+01  6.313045E+01
 3.387500E+02  6.307690E+01  6.308216E+01
 3.390000E+02  6.302859E+01  6.303385E+01
 3.392500E+02  6.298027E+01  6.298553E+01
 3.395000E+02  6.293193E+01  6.293719E+01
 3.397500E+02  6.288356E+01  6.288883E+01
 3.400000E+02  6.283518E+01  6.284045E+01
 3.402500E+02  6.278678E+01  6.279205E+01
 3.405000E+02  6.273837E+01  6.274363E+01
 3.407500E+02  6.268993E+01  6.269519E+01
 3.410000E+02  6.264147E+01  6.264674E+01
 3.412500E+02  6.259300E+01  6.259827E+01
 3.415000E+02  6.254451E+01  6.254977E+01
 3.417500E+02  6.249600E+01  6.250126E+01
 3.420000E+02  6.244747E+01  6.245273E+01
 3.422500E+02  6.239892E+01  6.240418E+01
 3.425000E+02  6.235035E+01  6.235562E+01
 3.427500E+02  6.230176E+01  6.230703E+01
 3.430000E+02  6.225316E+01  6.225842E+01
 3.432500E+02  6.220453E+01  6.220980E+01
 3.435000E+02  6.215589E+01  6.216116E+01
 3.437500E+02  6.210723E+01  6.211250E+01
 3.440000E+02  6.205855E+01  6.206382E+01
 3.442500E+02  6.200985E+01  6.201512E+01
 3.445000E+02  6.196113E+01  6.196640E+01
 3.447500E+02  6.191239E+01  6.191767E+01
 3.450000E+02  6.186364E+01  6.186891E+01
 3.452500E+02  6.181486E+01  6.182014E+01
 3.455000E+02  6.176607E+01  6.177134E+01
 3.457500E+02  6.171726E+01  6.172253E+01
 3.460000E+02  6.166843E+01  6.167370E+01
 3.462500E+02  6.161958E+01  6.162486E+01
 3.465000E+02  6.157071E+01  6.157599E+01
 3.467500E+02  6.152183E+01  6.152710E+01
 3.470000E+02  6.147292E+01  6.147820E+01
 3.472500E+02  6.142400E+01  6.142928E+01
 3.475000E+02  6.137506E+01  6.138033E+01
 3.477500E+02  6.132610E+01  6.133137E+01
 3.480000E+02  6.127712E+01  6.128239E+01
 3.482500E+02  6.122812E+01  6.123340E+01
 3.485000E+02  6.117910E+01  6.118438E+01
 3.487500E+02  6.113007E+01  6.113534E+01
 3.490000E+02  6.108101E+01  6.108629E+01
 3.492500E+02  6.103194E+01  6.103722E+01
 3.495000E+02  6.098285E+01  6.098813E+01
 3.497500E+02  6.093374E+01  6.093902E+01
 3.500000E+02  6.088461E+01  6.088989E+01
 3.502500E+02  6.083546E+01  6.084074E+01
 3.505000E+02  6.078629E+01  6.079157E+01
 3.507500E+02  6.073711E+01  6.074239E+01
 3.510000E+02  6.068790E+01  6.069319E+01
 3.512500E+02  6.063868E+01  6.064396E+01
 3.515000E+02  6.058944E+01  6.059472E+01
 3.517500E+02  6.054018E+01  6.054546E+01
 3.520000E+02  6.049090E+01  6.049619E+01
 3.522500E+02  6.044160E+01  6.044689E+01
 3.525000E+02  6.039229E+01  6.039757E+01
 3.527500E+02  6.034295E+01  6.034824E+01
 3.530000E+02  6.029360E+01  6.029889E+01
 3.532500E+02  6.024423E+01  6.024951E+01
 3.535000E+02  6.019484E+01  6.020012E+01
 3.537500E+02  6.014543E+01  6.015072E+01
 3.540000E+02  6.009600E+01  6.010129E+01
 3.542500E+02  6.004655E+01  6.005184E+01
 3.545000E+02  5.999709E+01  6.000238E+01
 3.547500E+02  5.994760E+01  5.995289E+01
 3.550000E+02  5.989810E+01  5.990339E+01
 3.552500E+02  5.984858E+01  5.985387E+01
 3.555000E+02  5.979904E+01  5.980433E+01
 3.557500E+02  5.974948E+01  5.975477E+01
 3.560000E+02  5.969990E+01  5.970519E+01
 3.562500E+02  5.965031E+01  5.965560E+01
 3.565000E+02  5.960069E+01  5.960598E+01
 3.567500E+02  5.955106E+01  5.955635E+01
 3.570000E+02  5.950140E+01  5.950670E+01
 3.572500E+02  5.945173E+01  5.945703E+01
 3.575000E+02  5.940204E+01  5.940734E+01
 3.577500E+02  5.935234E+01  5.935763E+01
 3.580000E+02  5.930261E+01  5.930790E+01
 3.582500E+02  5.925286E+01  5.925816E+01
 3.585000E+02  5.920310E+01  5.920840E+01
 3.587500E+02  5.915332E+01  5.915861E+01
 3.590000E+02  5.910351E+01  5.910881E+01
 3.592500E+02  5.905369E+01  5.905899E+01
 3.595000E+02  5.900385E+01  5.900915E+01
 3.597500E+02  5.895400E+01  5.895930E+01
 3.600000E+02  5.890412E+01  5.890942E+01
 3.602500E+02  5.885422E+01  5.885952E+01
 3.605000E+02  5.880431E+01  5.880961E+01
 3.607500E+02  5.875438E+01  5.875968E+01
 3.610000E+02  5.870443E+01  5.870973E+01
 3.612500E+02  5.865446E+01  5.865976E+01
 3.615000E+02  5.860447E+01  5.860977E+01
 3.617500E+02  5.855446E+01  5.855976E+01
 3.620000E+02  5.850443E+01  5.850974E+01
 3.622500E+02  5.845439E+01  5.845969E+01
 3.625000E+02  5.840433E+01  5.840963E+01
 3.627500E+02  5.835424E+01  5.835955E+01
 3.630000E+02  5.830414E+01  5.830945E+01
 3.632500E+02  5.825402E+01  5.825933E+01
 3.635000E+02  5.820388E+01  5.820919E+01
 3.637500E+02  5.815373E+01  5.815903E+01
 3.640000E+02  5.810355E+01  5.810886E+01
 3.642500E+02  5.805336E+01  5.805866E+01
 3.645000E+02  5.800314E+01  5.800845E+01
 3.647500E+02  5.795291E+01  5.795822E+01
 3.650000E+02  5.790266E+01  5.790797E+01
 3.652500E+02  5.785239E+01  5.785770E+01
 3.655000E+02  5.780210E+01  5.780741E+01
 3.657500E+02  5.775180E+01  5.775711E+01
 3.660000E+02  5.770147E+01  5.770678E+01
 3.662500E+02  5.765113E+01  5.765644E+01
 3.665000E+02  5.760076E+01  5.760607E+01
 3.667500E+02  5.755038E+01  5.755569E+01
 3.670000E+02  5.749998E+01  5.750529E+01
 3.672500E+02  5.744956E+01  5.745487E+01
 3.675000E+02  5.739912E+01  5.740444E+01
 3.677500E+02  5.734867E+01  5.735398E+01
 3.680000E+02  5.729819E+01  5.730350E+01
 3.682500E+02  5.724770E+01  5.725301E+01
 3.685000E+02  5.719718E+01  5.720250E+01
 3.687500E+02  5.714665E+01  5.715197E+01
 3.690000E+02  5.709610E+01  5.710142E+01
 3.692500E+02  5.704553E+01  5.705085E+01
 3.695000E+02  5.699494E+01  5.700026E+01
 3.697500E+02  5.694434E+01  5.694965E+01
 3.700000E+02  5.689371E+01  5.689903E+01
 3.702500E+02  5.684307E+01  5.684838E+01
 3.705000E+02  5.679240E+01  5.679772E+01
 3.707500E+02  5.674172E+01  5.674704E+01
 3.710000E+02  5.669102E+01  5.669634E+01
 3.712500E+02  5.664030E+01  5.664562E+01
 3.715000E+02  5.658956E+01  5.659488E+01
 3.717500E+02  5.653880E+01  5.654413E+01
 3.720000E+02  5.648803E+01  5.649335E+01
 3.722500E+02  5.643723E+01  5.644256E+01
 3.725000E+02  5.638642E+01  5.639174E+01
 3.727500E+02  5.633559E+01  5.634091E+01
 3.730000E+02  5.628474E+01  5.629006E+01
 3.732500E+02  5.623387E+01  5.623919E+01
 3.735000E+02  5.618298E+01  5.618830E+01
 3.737500E+02  5.613207E+01  5.613740E+01
 3.740000E+02  5.608114E+01  5.608647E+01
 3.742500E+02  5.603020E+01  5.603553E+01
 3.745000E+02  5.597924E+01  5.598456E+01
 3.747500E+02  5.592825E+01  5.593358E+01
 3.750000E+02  5.587725E+01  5.588258E+01
 3.752500E+02  5.582623E+01  5.583156E+01
 3.755000E+02  5.577519E+01  5.578052E+01
 3.757500E+02  5.572413E+01  5.572946E+01
 3.760000E+02  5.567306E+01  5.567839E+01
 3.762500E+02  5.562196E+01  5.562729E+01
 3.765000E+02  5.557085E+01  5.557618E+01
 3.767500E+02  5.551971E+01  5.552504E+01
 3.770000E+02  5.546856E+01  5.547389E+01
 3.772500E+02  5.541739E+01  5.542272E+01
 3.775000E+02  5.536620E+01  5.537153E+01
 3.777500E+02  5.531499E+01  5.532032E+01
 3.780000E+02  5.526376E+01  5.526910E+01
 3.782500E+02  5.521252E+01  5.521785E+01
 3.785000E+02  5.516125E+01  5.516659E+01
 3.787500E+02  5.510997E+01  5.511530E+01
 3.790000E+02  5.505866E+01  5.506400E+01
 3.792500E+02  5.500734E+01  5.501268E+01
 3.795000E+02  5.495600E+01  5.496134E+01
 3.797500E+02  5.490464E+01  5.490998E+01
 3.800000E+02  5.485326E+01  5.485860E+01
 3.802500E+02  5.480187E+01  5.480721E+01
 3.805000E+02  5.475045E+01  5.475579E+01
 3.807500E+02  5.469901E+01  5.470436E+01
 3.810000E+02  5.464756E+01  5.465290E+01
 3.812500E+02  5.459609E+01  5.460143E+01
 3.815000E+02  5.454460E+01  5.454994E+01
 3.817500E+02  5.449309E+01  5.449843E+01
 3.820000E+02  5.444156E+01  5.444690E+01
 3.822500E+02  5.439001E+01  5.439535E+01
 3.825000E+02  5.433844E+01  5.434378E+01
 3.827500E+02  5.428685E+01  5.429220E+01
 3.830000E+02  5.423525E+01  5.424059E+01
 3.832500E+02  5.418362E+01  5.418897E+01
 3.835000E+02  5.413198E+01  5.413733E+01
 3.837500E+02  5.408032E+01  5.408567E+01
 3.840000E+02  5.402864E+01  5.403399E+01
 3.842500E+02  5.397694E+01  5.398229E+01
 3.845000E+02  5.392522E+01  5.393057E+01
 3.847500E+02  5.387348E+01  5.387883E+01
 3.850000E+02  5.382173E+01  5.382708E+01
 3.852500E+02  5.376995E+01  5.377530E+01
 3.855000E+02  5.371816E+01  5.372351E+01
 3.857500E+02  5.366634E+01  5.367169E+01
 3.860000E+02  5.361451E+01  5.361986E+01
 3.862500E+02  5.356266E+01  5.356801E+01
 3.865000E+02  5.351079E+01  5.351614E+01
 3.867500E+02  5.345890E+01  5.346425E+01
 3.870000E+02  5.340699E+01  5.341235E+01
 3.872500E+02  5.335507E+01  5.336042E+01
 3.875000E+02  5.330312E+01  5.330847E+01
 3.877500E+02  5.325115E+01  5.325651E+01
 3.880000E+02  5.319917E+01  5.320453E+01
 3.882500E+02  5.314717E+01  5.315252E+01
 3.885000E+02  5.309515E+01  5.310050E+01
 3.887500E+02  5.304311E+01  5.304846E+01
 3.890000E+02  5.299105E+01  5.299640E+01
 3.892500E+02  5.293897E+01  5.294433E+01
