#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.500000E+02  5.046930E-02  4.865834E-02  3.098080E-04                                 112
 2.502500E+02  5.047320E-02  4.865834E-02  3.107992E-04                                 112
 2.505000E+02  5.047714E-02  4.865834E-02  3.119056E-04                                 112
 2.507500E+02  5.048108E-02  4.865834E-02  3.121091E-04                                 112
 2.510000E+02  5.048502E-02  4.865834E-02  3.123084E-04                                 112
 2.512500E+02  5.048896E-02  4.865834E-02  3.125048E-04                                 112
 2.515000E+02  5.049291E-02  4.865834E-02  3.126986E-04                                 112
 2.517500E+02  5.049685E-02  4.865834E-02  3.128896E-04                                 112
 2.520000E+02  5.050081E-02  4.865834E-02  3.130779E-04                                 112
 2.522500E+02  5.050476E-02  4.865834E-02  3.132635E-04                                 112
 2.525000E+02  5.050872E-02  4.865834E-02  3.134463E-04                                 112
 2.527500E+02  5.051268E-02  4.865834E-02  3.136265E-04                                 112
 2.530000E+02  5.051664E-02  4.865834E-02  3.138040E-04                                 112
 2.532500E+02  5.052060E-02  4.865834E-02  3.139788E-04                                 112
 2.535000E+02  5.052457E-02  4.865834E-02  3.141510E-04                                 112
 2.537500E+02  5.052854E-02  4.865834E-02  3.143205E-04                                 112
 2.540000E+02  5.053251E-02  4.865834E-02  3.144873E-04                                 112
 2.542500E+02  5.053648E-02  4.865834E-02  3.146516E-04                                 112
 2.545000E+02  5.054046E-02  4.865834E-02  3.148132E-04                                 112
 2.547500E+02  5.054444E-02  4.865834E-02  3.149722E-04                                 112
 2.550000E+02  5.054842E-02  4.865834E-02  3.151286E-04                                 112
 2.552500E+02  5.055240E-02  4.865834E-02  3.152824E-04                                 112
 2.555000E+02  5.055639E-02  4.865834E-02  3.154337E-04                                 112
 2.557500E+02  5.056038E-02  4.865834E-02  3.155824E-04                                 112
 2.560000E+02  5.056437E-02  4.865834E-02  3.157285E-04                                 112
 2.562500E+02  5.056836E-02  4.865834E-02  3.158722E-04                                 112
 2.565000E+02  5.057235E-02  4.865834E-02  3.160133E-04                                 112
 2.567500E+02  5.057635E-02  4.865834E-02  3.161519E-04                                 112
 2.570000E+02  5.058035E-02  4.865834E-02  3.162880E-04                                 112
 2.572500E+02  5.058435E-02  4.865834E-02  3.164216E-04                                 112
 2.575000E+02  5.058835E-02  4.865834E-02  3.165528E-04                                 112
 2.577500E+02  5.059236E-02  4.865834E-02  3.166815E-04                                 112
 2.580000E+02  5.059636E-02  4.865834E-02  3.168078E-04                                 112
 2.582500E+02  5.060037E-02  4.865834E-02  3.169316E-04                                 112
 2.585000E+02  5.060438E-02  4.865834E-02  3.170531E-04                                 112
 2.587500E+02  5.060839E-02  4.865834E-02  3.171722E-04                                 112
 2.590000E+02  5.061241E-02  4.865834E-02  3.172889E-04                                 112
 2.592500E+02  5.061642E-02  4.865834E-02  3.174032E-04                                 112
 2.595000E+02  5.062044E-02  4.865834E-02  3.175152E-04                                 112
 2.597500E+02  5.062446E-02  4.865834E-02  3.176249E-04                                 112
 2.600000E+02  5.062848E-02  4.865834E-02  3.177322E-04                                 112
 2.602500E+02  5.063250E-02  4.865834E-02  3.178372E-04                                 112
 2.605000E+02  5.063653E-02  4.865834E-02  3.179400E-04                                 112
 2.607500E+02  5.064055E-02  4.865834E-02  3.180405E-04                                 112
 2.610000E+02  5.064458E-02  4.865834E-02  3.181388E-04                                 112
 2.612500E+02  5.064861E-02  4.865834E-02  3.182348E-04                                 112
 2.615000E+02  5.065264E-02  4.865834E-02  3.183286E-04                                 112
 2.617500E+02  5.065667E-02  4.865834E-02  3.184202E-04                                 112
 2.620000E+02  5.066070E-02  4.865834E-02  3.185097E-04                                 112
 2.622500E+02  5.066474E-02  4.865834E-02  3.185969E-04                                 112
 2.625000E+02  5.066877E-02  4.865834E-02  3.186820E-04                                 112
 2.627500E+02  5.067281E-02  4.865834E-02  3.187650E-04                                 112
 2.630000E+02  5.067685E-02  4.865834E-02  3.188459E-04                                 112
 2.632500E+02  5.068089E-02  4.865834E-02  3.189247E-04                                 112
 2.635000E+02  5.068493E-02  4.865834E-02  3.190014E-04                                 112
 2.637500E+02  5.068898E-02  4.865834E-02  3.190761E-04                                 112
 2.640000E+02  5.069302E-02  4.865834E-02  3.191487E-04                                 112
 2.642500E+02  5.069706E-02  4.865834E-02  3.192193E-04                                 112
 2.645000E+02  5.070111E-02  4.865834E-02  3.192878E-04                                 112
 2.647500E+02  5.070516E-02  4.865834E-02  3.193544E-04                                 112
 2.650000E+02  5.070921E-02  4.865834E-02  3.194191E-04                                 112
 2.652500E+02  5.071326E-02  4.865834E-02  3.194817E-04                                 112
 2.655000E+02  5.071731E-02  4.865834E-02  3.195425E-04                                 112
 2.657500E+02  5.072136E-02  4.865834E-02  3.196013E-04                                 112
 2.660000E+02  5.072541E-02  4.865834E-02  3.196583E-04                                 112
 2.662500E+02  5.072947E-02  4.865834E-02  3.197134E-04                                 112
 2.665000E+02  5.073352E-02  4.865834E-02  3.197666E-04                                 112
 2.667500E+02  5.073758E-02  4.865834E-02  3.198180E-04                                 112
 2.670000E+02  5.074164E-02  4.865834E-02  3.198675E-04                                 112
 2.672500E+02  5.074569E-02  4.865834E-02  3.199153E-04                                 112
 2.675000E+02  5.074975E-02  4.865834E-02  3.199613E-04                                 112
 2.677500E+02  5.075381E-02  4.865834E-02  3.200055E-04                                 112
 2.680000E+02  5.075787E-02  4.865834E-02  3.200480E-04                                 112
 2.682500E+02  5.076194E-02  4.865834E-02  3.200888E-04                                 112
 2.685000E+02  5.076600E-02  4.865834E-02  3.201279E-04                                 112
 2.687500E+02  5.077006E-02  4.865834E-02  3.201653E-04                                 112
 2.690000E+02  5.077413E-02  4.865834E-02  3.202010E-04                                 112
 2.692500E+02  5.077819E-02  4.865834E-02  3.202351E-04                                 112
 2.695000E+02  5.078226E-02  4.865834E-02  3.202676E-04                                 112
 2.697500E+02  5.078632E-02  4.865834E-02  3.202985E-04                                 112
 2.700000E+02  5.079039E-02  4.865834E-02  3.203278E-04                                 112
 2.702500E+02  5.079446E-02  4.865834E-02  3.203555E-04                                 112
 2.705000E+02  5.079853E-02  4.865834E-02  3.203817E-04                                 112
 2.707500E+02  5.080260E-02  4.865834E-02  3.204064E-04                                 112
 2.710000E+02  5.080666E-02  4.865834E-02  3.204296E-04                                 112
 2.712500E+02  5.081074E-02  4.865834E-02  3.204513E-04                                 112
 2.715000E+02  5.081481E-02  4.865834E-02  3.204715E-04                                 112
 2.717500E+02  5.081888E-02  4.865834E-02  3.204903E-04                                 112
 2.720000E+02  5.082295E-02  4.865834E-02  3.205077E-04                                 112
 2.722500E+02  5.082702E-02  4.865834E-02  3.205237E-04                                 112
 2.725000E+02  5.083110E-02  4.865834E-02  3.205383E-04                                 112
 2.727500E+02  5.083517E-02  4.865834E-02  3.205516E-04                                 112
 2.730000E+02  5.083924E-02  4.865834E-02  3.205635E-04                                 112
 2.732500E+02  5.084332E-02  4.865834E-02  3.205741E-04                                 112
 2.735000E+02  5.084739E-02  4.865834E-02  3.205834E-04                                 112
 2.737500E+02  5.085147E-02  4.865834E-02  3.205915E-04                                 112
 2.740000E+02  5.085554E-02  4.865834E-02  3.205983E-04                                 112
 2.742500E+02  5.085962E-02  4.865834E-02  3.206038E-04                                 112
 2.745000E+02  5.086370E-02  4.865834E-02  3.206081E-04                                 112
 2.747500E+02  5.086777E-02  4.865834E-02  3.206113E-04                                 112
 2.750000E+02  5.087185E-02  4.865834E-02  3.206133E-04                                 112
 2.752500E+02  5.087593E-02  4.865834E-02  3.206141E-04                                 112
 2.755000E+02  5.088001E-02  4.865834E-02  3.206138E-04                                 112
 2.757500E+02  5.088408E-02  4.865834E-02  3.206123E-04                                 112
 2.760000E+02  5.088816E-02  4.865834E-02  3.206098E-04                                 112
 2.762500E+02  5.089224E-02  4.865834E-02  3.206063E-04                                 112
 2.765000E+02  5.089632E-02  4.865834E-02  3.206016E-04                                 112
 2.767500E+02  5.090040E-02  4.865834E-02  3.205960E-04                                 112
 2.770000E+02  5.090448E-02  4.865834E-02  3.205893E-04                                 112
 2.772500E+02  5.090856E-02  4.865834E-02  3.205816E-04                                 112
 2.775000E+02  5.091264E-02  4.865834E-02  3.205730E-04                                 112
 2.777500E+02  5.091672E-02  4.865834E-02  3.205635E-04                                 112
 2.780000E+02  5.092080E-02  4.865834E-02  3.205530E-04                                 112
 2.782500E+02  5.092488E-02  4.865834E-02  3.205416E-04                                 112
 2.785000E+02  5.092896E-02  4.865834E-02  3.205293E-04                                 112
 2.787500E+02  5.093305E-02  4.865834E-02  3.205162E-04                                 112
 2.790000E+02  5.093713E-02  4.865834E-02  3.205022E-04                                 112
 2.792500E+02  5.094121E-02  4.865834E-02  3.204874E-04                                 112
 2.795000E+02  5.094529E-02  4.865834E-02  3.204717E-04                                 112
 2.797500E+02  5.094937E-02  4.865834E-02  3.204553E-04                                 112
 2.800000E+02  5.095345E-02  4.865834E-02  3.204382E-04                                 112
 2.802500E+02  5.095753E-02  4.865834E-02  3.204203E-04                                 112
 2.805000E+02  5.096162E-02  4.865834E-02  3.204016E-04                                 112
 2.807500E+02  5.096570E-02  4.865834E-02  3.203823E-04                                 112
 2.810000E+02  5.096978E-02  4.865834E-02  3.203623E-04                                 112
 2.812500E+02  5.097386E-02  4.865834E-02  3.203416E-04                                 112
 2.815000E+02  5.097795E-02  4.865834E-02  3.203203E-04                                 112
 2.817500E+02  5.098203E-02  4.865834E-02  3.202984E-04                                 112
 2.820000E+02  5.098611E-02  4.865834E-02  3.202758E-04                                 112
 2.822500E+02  5.099019E-02  4.865834E-02  3.202527E-04                                 112
 2.825000E+02  5.099428E-02  4.865834E-02  3.202290E-04                                 112
 2.827500E+02  5.099836E-02  4.865834E-02  3.202048E-04                                 112
 2.830000E+02  5.100244E-02  4.865834E-02  3.201800E-04                                 112
 2.832500E+02  5.100652E-02  4.865834E-02  3.201548E-04                                 112
 2.835000E+02  5.101061E-02  4.865834E-02  3.201290E-04                                 112
 2.837500E+02  5.101469E-02  4.865834E-02  3.201028E-04                                 112
 2.840000E+02  5.101877E-02  4.865834E-02  3.200762E-04                                 112
 2.842500E+02  5.102285E-02  4.865834E-02  3.200491E-04                                 112
 2.845000E+02  5.102694E-02  4.865834E-02  3.200216E-04                                 112
 2.847500E+02  5.103102E-02  4.865834E-02  3.199938E-04                                 112
 2.850000E+02  5.103510E-02  4.865834E-02  3.199655E-04                                 112
 2.852500E+02  5.103918E-02  4.865834E-02  3.199369E-04                                 112
 2.855000E+02  5.104326E-02  4.865834E-02  3.199080E-04                                 112
 2.857500E+02  5.104735E-02  4.865834E-02  3.198788E-04                                 112
 2.860000E+02  5.105143E-02  4.865834E-02  3.198493E-04                                 112
 2.862500E+02  5.105551E-02  4.865834E-02  3.198195E-04                                 112
 2.865000E+02  5.105959E-02  4.865834E-02  3.197895E-04                                 112
 2.867500E+02  5.106368E-02  4.865834E-02  3.197592E-04                                 112
 2.870000E+02  5.106776E-02  4.865834E-02  3.197287E-04                                 112
 2.872500E+02  5.107184E-02  4.865834E-02  3.196980E-04                                 112
 2.875000E+02  5.107592E-02  4.865834E-02  3.196671E-04                                 112
 2.877500E+02  5.108000E-02  4.865834E-02  3.196361E-04                                 112
 2.880000E+02  5.108408E-02  4.865834E-02  3.196049E-04                                 112
 2.882500E+02  5.108817E-02  4.865834E-02  3.195736E-04                                 112
 2.885000E+02  5.109225E-02  4.865834E-02  3.195422E-04                                 112
 2.887500E+02  5.109633E-02  4.865834E-02  3.195107E-04                                 112
 2.890000E+02  5.110041E-02  4.865834E-02  3.194792E-04                                 112
 2.892500E+02  5.110449E-02  4.865834E-02  3.194476E-04                                 112
 2.895000E+02  5.110857E-02  4.865834E-02  3.194159E-04                                 112
 2.897500E+02  5.111265E-02  4.865834E-02  3.193843E-04                                 112
 2.900000E+02  5.111674E-02  4.865834E-02  3.193526E-04                                 112
 2.902500E+02  5.112082E-02  4.865834E-02  3.193210E-04                                 112
 2.905000E+02  5.112490E-02  4.865834E-02  3.192894E-04                                 112
 2.907500E+02  5.112898E-02  4.865834E-02  3.192578E-04                                 112
 2.910000E+02  5.113306E-02  4.865834E-02  3.192264E-04                                 112
 2.912500E+02  5.113714E-02  4.865834E-02  3.191950E-04                                 112
 2.915000E+02  5.114122E-02  4.865834E-02  3.191637E-04                                 112
 2.917500E+02  5.114530E-02  4.865834E-02  3.191326E-04                                 112
 2.920000E+02  5.114938E-02  4.865834E-02  3.191016E-04                                 112
 2.922500E+02  5.115346E-02  4.865834E-02  3.190707E-04                                 112
 2.925000E+02  5.115754E-02  4.865834E-02  3.190401E-04                                 112
 2.927500E+02  5.116162E-02  4.865834E-02  3.190096E-04                                 112
 2.930000E+02  5.116570E-02  4.865834E-02  3.189793E-04                                 112
 2.932500E+02  5.116978E-02  4.865834E-02  3.189493E-04                                 112
 2.935000E+02  5.117386E-02  4.865834E-02  3.189195E-04                                 112
 2.937500E+02  5.117794E-02  4.865834E-02  3.188900E-04                                 112
 2.940000E+02  5.118202E-02  4.865834E-02  3.188607E-04                                 112
 2.942500E+02  5.118610E-02  4.865834E-02  3.188317E-04                                 112
 2.945000E+02  5.119018E-02  4.865834E-02  3.188031E-04                                 112
 2.947500E+02  5.119426E-02  4.865834E-02  3.187747E-04                                 112
 2.950000E+02  5.119834E-02  4.865834E-02  3.187467E-04                                 112
 2.952500E+02  5.120242E-02  4.865834E-02  3.187191E-04                                 112
 2.955000E+02  5.120650E-02  4.865834E-02  3.186918E-04                                 112
 2.957500E+02  5.121058E-02  4.865834E-02  3.186649E-04                                 112
 2.960000E+02  5.121466E-02  4.865834E-02  3.186385E-04                                 112
 2.962500E+02  5.121874E-02  4.865834E-02  3.186124E-04                                 112
 2.965000E+02  5.122282E-02  4.865834E-02  3.185868E-04                                 112
 2.967500E+02  5.122690E-02  4.865834E-02  3.185616E-04                                 112
 2.970000E+02  5.123098E-02  4.865834E-02  3.185369E-04                                 112
 2.972500E+02  5.123506E-02  4.865834E-02  3.185127E-04                                 112
 2.975000E+02  5.123914E-02  4.865834E-02  3.184890E-04                                 112
 2.977500E+02  5.124322E-02  4.865834E-02  3.184658E-04                                 112
 2.980000E+02  5.124730E-02  4.865834E-02  3.184431E-04                                 112
 2.982500E+02  5.125138E-02  4.865834E-02  3.184209E-04                                 112
 2.985000E+02  5.125546E-02  4.865834E-02  3.183993E-04                                 112
 2.987500E+02  5.125954E-02  4.865834E-02  3.183783E-04                                 112
 2.990000E+02  5.126362E-02  4.865834E-02  3.183579E-04                                 112
 2.992500E+02  5.126770E-02  4.865834E-02  3.183381E-04                                 112
 2.995000E+02  5.127178E-02  4.865834E-02  3.183188E-04                                 112
 2.997500E+02  5.127586E-02  4.865834E-02  3.183003E-04                                 112
 3.000000E+02  5.127994E-02  4.865834E-02  3.182823E-04                                 112
 3.002500E+02  5.128402E-02  4.865834E-02  3.182650E-04                                 112
 3.005000E+02  5.128810E-02  4.865834E-02  3.182484E-04                                 112
 3.007500E+02  5.129218E-02  4.865834E-02  3.182325E-04                                 112
 3.010000E+02  5.129626E-02  4.865834E-02  3.182172E-04                                 112
 3.012500E+02  5.130034E-02  4.865834E-02  3.182027E-04                                 112
 3.015000E+02  5.130442E-02  4.865834E-02  3.181889E-04                                 112
 3.017500E+02  5.130851E-02  4.865834E-02  3.181759E-04                                 112
 3.020000E+02  5.131259E-02  4.865834E-02  3.181636E-04                                 112
 3.022500E+02  5.131667E-02  4.865834E-02  3.181521E-04                                 112
 3.025000E+02  5.132075E-02  4.865834E-02  3.181413E-04                                 112
 3.027500E+02  5.132483E-02  4.865834E-02  3.181314E-04                                 112
 3.030000E+02  5.132891E-02  4.865834E-02  3.181222E-04                                 112
