# T/K; A/kJ
#           T           tot           vib           rot         trans          elec            mf          indi
 2.990000E+02 -4.706613E+00  6.569430E+01 -3.752422E+00 -1.906168E+01 -4.682477E+01 -1.684572E+01  1.608367E+01
 2.995000E+02 -4.734430E+00  6.567898E+01 -3.759811E+00 -1.909619E+01 -4.682356E+01 -1.684515E+01  1.611130E+01
 3.000000E+02 -4.762277E+00  6.566363E+01 -3.767210E+00 -1.913073E+01 -4.682233E+01 -1.684459E+01  1.613895E+01
 3.005000E+02 -4.790153E+00  6.564826E+01 -3.774619E+00 -1.916531E+01 -4.682108E+01 -1.684402E+01  1.616662E+01
 3.010000E+02 -4.818058E+00  6.563285E+01 -3.782037E+00 -1.919993E+01 -4.681980E+01 -1.684346E+01  1.619431E+01
 3.015000E+02 -4.845993E+00  6.561741E+01 -3.789465E+00 -1.923458E+01 -4.681849E+01 -1.684289E+01  1.622203E+01
 3.020000E+02 -4.873956E+00  6.560193E+01 -3.796904E+00 -1.926927E+01 -4.681716E+01 -1.684232E+01  1.624977E+01
 3.025000E+02 -4.901950E+00  6.558643E+01 -3.804353E+00 -1.930400E+01 -4.681580E+01 -1.684176E+01  1.627753E+01
 3.030000E+02 -4.929972E+00  6.557089E+01 -3.811812E+00 -1.933877E+01 -4.681441E+01 -1.684119E+01  1.630531E+01
 3.035000E+02 -4.958024E+00  6.555533E+01 -3.819282E+00 -1.937358E+01 -4.681299E+01 -1.684062E+01  1.633312E+01
 3.040000E+02 -4.986105E+00  6.553973E+01 -3.826763E+00 -1.940843E+01 -4.681155E+01 -1.684005E+01  1.636095E+01
 3.045000E+02 -5.014216E+00  6.552410E+01 -3.834255E+00 -1.944332E+01 -4.681007E+01 -1.683948E+01  1.638881E+01
 3.050000E+02 -5.042356E+00  6.550844E+01 -3.841758E+00 -1.947825E+01 -4.680857E+01 -1.683891E+01  1.641669E+01
 3.055000E+02 -5.070526E+00  6.549274E+01 -3.849273E+00 -1.951323E+01 -4.680704E+01 -1.683834E+01  1.644460E+01
 3.060000E+02 -5.098725E+00  6.547702E+01 -3.856799E+00 -1.954825E+01 -4.680547E+01 -1.683776E+01  1.647254E+01
 3.065000E+02 -5.126953E+00  6.546126E+01 -3.864337E+00 -1.958331E+01 -4.680388E+01 -1.683719E+01  1.650050E+01
 3.070000E+02 -5.155211E+00  6.544547E+01 -3.871887E+00 -1.961842E+01 -4.680225E+01 -1.683662E+01  1.652850E+01
 3.075000E+02 -5.183499E+00  6.542964E+01 -3.879449E+00 -1.965357E+01 -4.680059E+01 -1.683604E+01  1.655652E+01
 3.080000E+02 -5.211815E+00  6.541379E+01 -3.887023E+00 -1.968878E+01 -4.679890E+01 -1.683547E+01  1.658457E+01
 3.085000E+02 -5.240162E+00  6.539790E+01 -3.894611E+00 -1.972403E+01 -4.679718E+01 -1.683489E+01  1.661265E+01
 3.090000E+02 -5.268538E+00  6.538197E+01 -3.902210E+00 -1.975933E+01 -4.679542E+01 -1.683431E+01  1.664075E+01
 3.095000E+02 -5.296944E+00  6.536602E+01 -3.909823E+00 -1.979467E+01 -4.679363E+01 -1.683374E+01  1.666890E+01
 3.100000E+02 -5.325379E+00  6.535003E+01 -3.917449E+00 -1.983007E+01 -4.679180E+01 -1.683316E+01  1.669707E+01
 3.105000E+02 -5.353844E+00  6.533401E+01 -3.925089E+00 -1.986552E+01 -4.678994E+01 -1.683258E+01  1.672527E+01
 3.110000E+02 -5.382338E+00  6.531795E+01 -3.932742E+00 -1.990102E+01 -4.678804E+01 -1.683200E+01  1.675351E+01
 3.115000E+02 -5.410862E+00  6.530187E+01 -3.940409E+00 -1.993658E+01 -4.678610E+01 -1.683141E+01  1.678178E+01
 3.120000E+02 -5.439416E+00  6.528574E+01 -3.948090E+00 -1.997219E+01 -4.678413E+01 -1.683083E+01  1.681008E+01
 3.125000E+02 -5.468000E+00  6.526959E+01 -3.955785E+00 -2.000785E+01 -4.678212E+01 -1.683025E+01  1.683842E+01
 3.130000E+02 -5.496613E+00  6.525340E+01 -3.963495E+00 -2.004357E+01 -4.678008E+01 -1.682966E+01  1.686680E+01
 3.135000E+02 -5.525257E+00  6.523717E+01 -3.971220E+00 -2.007935E+01 -4.677799E+01 -1.682908E+01  1.689521E+01
 3.140000E+02 -5.553930E+00  6.522091E+01 -3.978959E+00 -2.011518E+01 -4.677587E+01 -1.682849E+01  1.692366E+01
 3.145000E+02 -5.582633E+00  6.520462E+01 -3.986714E+00 -2.015108E+01 -4.677370E+01 -1.682791E+01  1.695215E+01
 3.150000E+02 -5.611365E+00  6.518829E+01 -3.994485E+00 -2.018703E+01 -4.677150E+01 -1.682732E+01  1.698068E+01
 3.155000E+02 -5.640128E+00  6.517193E+01 -4.002271E+00 -2.022305E+01 -4.676925E+01 -1.682673E+01  1.700924E+01
 3.160000E+02 -5.668921E+00  6.515553E+01 -4.010073E+00 -2.025912E+01 -4.676696E+01 -1.682614E+01  1.703785E+01
 3.165000E+02 -5.697743E+00  6.513909E+01 -4.017892E+00 -2.029526E+01 -4.676463E+01 -1.682555E+01  1.706649E+01
 3.170000E+02 -5.726596E+00  6.512263E+01 -4.025727E+00 -2.033146E+01 -4.676226E+01 -1.682495E+01  1.709518E+01
 3.175000E+02 -5.755478E+00  6.510612E+01 -4.033579E+00 -2.036773E+01 -4.675984E+01 -1.682436E+01  1.712391E+01
 3.180000E+02 -5.784391E+00  6.508958E+01 -4.041448E+00 -2.040407E+01 -4.675738E+01 -1.682376E+01  1.715269E+01
 3.185000E+02 -5.813334E+00  6.507301E+01 -4.049334E+00 -2.044047E+01 -4.675487E+01 -1.682317E+01  1.718151E+01
 3.190000E+02 -5.842307E+00  6.505640E+01 -4.057238E+00 -2.047694E+01 -4.675232E+01 -1.682257E+01  1.721037E+01
 3.195000E+02 -5.871310E+00  6.503975E+01 -4.065159E+00 -2.051348E+01 -4.674972E+01 -1.682197E+01  1.723928E+01
 3.200000E+02 -5.900343E+00  6.502306E+01 -4.073099E+00 -2.055009E+01 -4.674708E+01 -1.682137E+01  1.726824E+01
 3.205000E+02 -5.929407E+00  6.500634E+01 -4.081057E+00 -2.058678E+01 -4.674439E+01 -1.682077E+01  1.729724E+01
 3.210000E+02 -5.958501E+00  6.498959E+01 -4.089034E+00 -2.062353E+01 -4.674165E+01 -1.682017E+01  1.732629E+01
 3.215000E+02 -5.987625E+00  6.497279E+01 -4.097030E+00 -2.066037E+01 -4.673885E+01 -1.681956E+01  1.735540E+01
 3.220000E+02 -6.016780E+00  6.495596E+01 -4.105045E+00 -2.069727E+01 -4.673601E+01 -1.681896E+01  1.738455E+01
 3.225000E+02 -6.045965E+00  6.493909E+01 -4.113080E+00 -2.073426E+01 -4.673312E+01 -1.681835E+01  1.741375E+01
 3.230000E+02 -6.075181E+00  6.492219E+01 -4.121134E+00 -2.077132E+01 -4.673018E+01 -1.681775E+01  1.744301E+01
 3.235000E+02 -6.104427E+00  6.490524E+01 -4.129209E+00 -2.080846E+01 -4.672719E+01 -1.681714E+01  1.747232E+01
 3.240000E+02 -6.133703E+00  6.488826E+01 -4.137305E+00 -2.084568E+01 -4.672414E+01 -1.681653E+01  1.750169E+01
 3.245000E+02 -6.163010E+00  6.487124E+01 -4.145421E+00 -2.088298E+01 -4.672104E+01 -1.681592E+01  1.753111E+01
 3.250000E+02 -6.192348E+00  6.485419E+01 -4.153558E+00 -2.092037E+01 -4.671789E+01 -1.681530E+01  1.756058E+01
 3.255000E+02 -6.221717E+00  6.483709E+01 -4.161717E+00 -2.095784E+01 -4.671468E+01 -1.681469E+01  1.759012E+01
 3.260000E+02 -6.251116E+00  6.481996E+01 -4.169897E+00 -2.099540E+01 -4.671141E+01 -1.681407E+01  1.761971E+01
 3.265000E+02 -6.280546E+00  6.480279E+01 -4.178100E+00 -2.103305E+01 -4.670809E+01 -1.681345E+01  1.764936E+01
 3.270000E+02 -6.310007E+00  6.478557E+01 -4.186325E+00 -2.107078E+01 -4.670472E+01 -1.681283E+01  1.767908E+01
 3.275000E+02 -6.339499E+00  6.476832E+01 -4.194573E+00 -2.110861E+01 -4.670128E+01 -1.681221E+01  1.770885E+01
 3.280000E+02 -6.369022E+00  6.475103E+01 -4.202844E+00 -2.114652E+01 -4.669778E+01 -1.681159E+01  1.773869E+01
 3.285000E+02 -6.398575E+00  6.473370E+01 -4.211138E+00 -2.118453E+01 -4.669423E+01 -1.681097E+01  1.776859E+01
 3.290000E+02 -6.428160E+00  6.471633E+01 -4.219456E+00 -2.122263E+01 -4.669062E+01 -1.681034E+01  1.779855E+01
 3.295000E+02 -6.457776E+00  6.469893E+01 -4.227799E+00 -2.126083E+01 -4.668694E+01 -1.680972E+01  1.782859E+01
 3.300000E+02 -6.487423E+00  6.468148E+01 -4.236165E+00 -2.129913E+01 -4.668320E+01 -1.680909E+01  1.785869E+01
 3.305000E+02 -6.517101E+00  6.466399E+01 -4.244557E+00 -2.133753E+01 -4.667940E+01 -1.680846E+01  1.788885E+01
 3.310000E+02 -6.546811E+00  6.464646E+01 -4.252974E+00 -2.137602E+01 -4.667554E+01 -1.680782E+01  1.791909E+01
 3.315000E+02 -6.576552E+00  6.462888E+01 -4.261417E+00 -2.141462E+01 -4.667161E+01 -1.680719E+01  1.794940E+01
 3.320000E+02 -6.606324E+00  6.461127E+01 -4.269885E+00 -2.145332E+01 -4.666761E+01 -1.680655E+01  1.797978E+01
 3.325000E+02 -6.636128E+00  6.459362E+01 -4.278380E+00 -2.149213E+01 -4.666355E+01 -1.680592E+01  1.801023E+01
 3.330000E+02 -6.665963E+00  6.457592E+01 -4.286901E+00 -2.153104E+01 -4.665943E+01 -1.680528E+01  1.804076E+01
 3.335000E+02 -6.695829E+00  6.455819E+01 -4.295450E+00 -2.157007E+01 -4.665523E+01 -1.680464E+01  1.807137E+01
 3.340000E+02 -6.725728E+00  6.454041E+01 -4.304026E+00 -2.160920E+01 -4.665097E+01 -1.680399E+01  1.810205E+01
 3.345000E+02 -6.755658E+00  6.452259E+01 -4.312630E+00 -2.164844E+01 -4.664663E+01 -1.680335E+01  1.813281E+01
 3.350000E+02 -6.785620E+00  6.450472E+01 -4.321262E+00 -2.168780E+01 -4.664223E+01 -1.680270E+01  1.816365E+01
 3.355000E+02 -6.815613E+00  6.448682E+01 -4.329923E+00 -2.172727E+01 -4.663775E+01 -1.680205E+01  1.819457E+01
 3.360000E+02 -6.845639E+00  6.446887E+01 -4.338613E+00 -2.176686E+01 -4.663321E+01 -1.680140E+01  1.822557E+01
 3.365000E+02 -6.875696E+00  6.445088E+01 -4.347333E+00 -2.180657E+01 -4.662859E+01 -1.680075E+01  1.825666E+01
 3.370000E+02 -6.905785E+00  6.443284E+01 -4.356082E+00 -2.184639E+01 -4.662389E+01 -1.680009E+01  1.828783E+01
 3.375000E+02 -6.935907E+00  6.441476E+01 -4.364862E+00 -2.188634E+01 -4.661912E+01 -1.679943E+01  1.831909E+01
 3.380000E+02 -6.966061E+00  6.439664E+01 -4.373672E+00 -2.192642E+01 -4.661427E+01 -1.679877E+01  1.835044E+01
 3.385000E+02 -6.996247E+00  6.437847E+01 -4.382514E+00 -2.196661E+01 -4.660935E+01 -1.679811E+01  1.838187E+01
 3.390000E+02 -7.026465E+00  6.436026E+01 -4.391387E+00 -2.200694E+01 -4.660435E+01 -1.679745E+01  1.841340E+01
 3.395000E+02 -7.056715E+00  6.434201E+01 -4.400292E+00 -2.204739E+01 -4.659927E+01 -1.679678E+01  1.844502E+01
 3.400000E+02 -7.086998E+00  6.432371E+01 -4.409230E+00 -2.208798E+01 -4.659411E+01 -1.679611E+01  1.847673E+01
 3.405000E+02 -7.117314E+00  6.430536E+01 -4.418200E+00 -2.212870E+01 -4.658887E+01 -1.679544E+01  1.850854E+01
 3.410000E+02 -7.147662E+00  6.428697E+01 -4.427204E+00 -2.216955E+01 -4.658355E+01 -1.679477E+01  1.854044E+01
 3.415000E+02 -7.178043E+00  6.426853E+01 -4.436242E+00 -2.221054E+01 -4.657815E+01 -1.679410E+01  1.857245E+01
 3.420000E+02 -7.208457E+00  6.425005E+01 -4.445314E+00 -2.225167E+01 -4.657266E+01 -1.679342E+01  1.860455E+01
 3.425000E+02 -7.238903E+00  6.423152E+01 -4.454420E+00 -2.229294E+01 -4.656709E+01 -1.679274E+01  1.863676E+01
 3.430000E+02 -7.269382E+00  6.421295E+01 -4.463562E+00 -2.233435E+01 -4.656143E+01 -1.679206E+01  1.866906E+01
 3.435000E+02 -7.299895E+00  6.419433E+01 -4.472739E+00 -2.237590E+01 -4.655569E+01 -1.679137E+01  1.870148E+01
 3.440000E+02 -7.330440E+00  6.417566E+01 -4.481952E+00 -2.241760E+01 -4.654986E+01 -1.679068E+01  1.873399E+01
 3.445000E+02 -7.361018E+00  6.415695E+01 -4.491202E+00 -2.245945E+01 -4.654394E+01 -1.678999E+01  1.876662E+01
 3.450000E+02 -7.391630E+00  6.413819E+01 -4.500489E+00 -2.250145E+01 -4.653793E+01 -1.678930E+01  1.879936E+01
 3.455000E+02 -7.422275E+00  6.411938E+01 -4.509813E+00 -2.254361E+01 -4.653183E+01 -1.678860E+01  1.883220E+01
 3.460000E+02 -7.452954E+00  6.410052E+01 -4.519176E+00 -2.258591E+01 -4.652564E+01 -1.678791E+01  1.886516E+01
 3.465000E+02 -7.483666E+00  6.408161E+01 -4.528576E+00 -2.262838E+01 -4.651936E+01 -1.678721E+01  1.889824E+01
 3.470000E+02 -7.514411E+00  6.406266E+01 -4.538016E+00 -2.267100E+01 -4.651298E+01 -1.678650E+01  1.893143E+01
 3.475000E+02 -7.545191E+00  6.404366E+01 -4.547495E+00 -2.271378E+01 -4.650651E+01 -1.678580E+01  1.896474E+01
 3.480000E+02 -7.576004E+00  6.402461E+01 -4.557015E+00 -2.275673E+01 -4.649994E+01 -1.678509E+01  1.899816E+01
 3.485000E+02 -7.606850E+00  6.400551E+01 -4.566574E+00 -2.279984E+01 -4.649328E+01 -1.678437E+01  1.903171E+01
 3.490000E+02 -7.637731E+00  6.398636E+01 -4.576175E+00 -2.284312E+01 -4.648652E+01 -1.678366E+01  1.906539E+01
 3.495000E+02 -7.668646E+00  6.396716E+01 -4.585817E+00 -2.288656E+01 -4.647966E+01 -1.678294E+01  1.909918E+01
 3.500000E+02 -7.699595E+00  6.394791E+01 -4.595501E+00 -2.293018E+01 -4.647270E+01 -1.678222E+01  1.913311E+01
 3.505000E+02 -7.730578E+00  6.392861E+01 -4.605227E+00 -2.297398E+01 -4.646564E+01 -1.678150E+01  1.916716E+01
 3.510000E+02 -7.761596E+00  6.390926E+01 -4.614997E+00 -2.301795E+01 -4.645848E+01 -1.678077E+01  1.920134E+01
 3.515000E+02 -7.792648E+00  6.388985E+01 -4.624810E+00 -2.306209E+01 -4.645122E+01 -1.678004E+01  1.923566E+01
 3.520000E+02 -7.823734E+00  6.387040E+01 -4.634667E+00 -2.310642E+01 -4.644385E+01 -1.677931E+01  1.927011E+01
 3.525000E+02 -7.854855E+00  6.385090E+01 -4.644569E+00 -2.315093E+01 -4.643638E+01 -1.677857E+01  1.930470E+01
 3.530000E+02 -7.886011E+00  6.383134E+01 -4.654516E+00 -2.319563E+01 -4.642880E+01 -1.677783E+01  1.933942E+01
 3.535000E+02 -7.917202E+00  6.381173E+01 -4.664508E+00 -2.324051E+01 -4.642111E+01 -1.677709E+01  1.937429E+01
 3.540000E+02 -7.948427E+00  6.379208E+01 -4.674547E+00 -2.328558E+01 -4.641332E+01 -1.677634E+01  1.940929E+01
 3.545000E+02 -7.979688E+00  6.377236E+01 -4.684633E+00 -2.333085E+01 -4.640542E+01 -1.677559E+01  1.944444E+01
 3.550000E+02 -8.010983E+00  6.375260E+01 -4.694765E+00 -2.337631E+01 -4.639740E+01 -1.677484E+01  1.947974E+01
 3.555000E+02 -8.042314E+00  6.373278E+01 -4.704946E+00 -2.342197E+01 -4.638928E+01 -1.677409E+01  1.951518E+01
 3.560000E+02 -8.073681E+00  6.371291E+01 -4.715175E+00 -2.346782E+01 -4.638104E+01 -1.677333E+01  1.955078E+01
 3.565000E+02 -8.105082E+00  6.369298E+01 -4.725453E+00 -2.351388E+01 -4.637269E+01 -1.677256E+01  1.958652E+01
 3.570000E+02 -8.136520E+00  6.367301E+01 -4.735781E+00 -2.356014E+01 -4.636423E+01 -1.677180E+01  1.962242E+01
 3.575000E+02 -8.167993E+00  6.365297E+01 -4.746159E+00 -2.360661E+01 -4.635565E+01 -1.677103E+01  1.965848E+01
 3.580000E+02 -8.199501E+00  6.363289E+01 -4.756587E+00 -2.365329E+01 -4.634695E+01 -1.677025E+01  1.969469E+01
 3.585000E+02 -8.231046E+00  6.361274E+01 -4.767067E+00 -2.370018E+01 -4.633814E+01 -1.676948E+01  1.973107E+01
 3.590000E+02 -8.262627E+00  6.359255E+01 -4.777598E+00 -2.374728E+01 -4.632920E+01 -1.676870E+01  1.976760E+01
 3.595000E+02 -8.294243E+00  6.357229E+01 -4.788182E+00 -2.379460E+01 -4.632015E+01 -1.676791E+01  1.980430E+01
 3.600000E+02 -8.325896E+00  6.355199E+01 -4.798818E+00 -2.384214E+01 -4.631097E+01 -1.676712E+01  1.984117E+01
 3.605000E+02 -8.357586E+00  6.353162E+01 -4.809509E+00 -2.388990E+01 -4.630167E+01 -1.676633E+01  1.987821E+01
 3.610000E+02 -8.389311E+00  6.351120E+01 -4.820253E+00 -2.393788E+01 -4.629225E+01 -1.676553E+01  1.991541E+01
 3.615000E+02 -8.421074E+00  6.349073E+01 -4.831052E+00 -2.398610E+01 -4.628271E+01 -1.676473E+01  1.995279E+01
 3.620000E+02 -8.452873E+00  6.347019E+01 -4.841906E+00 -2.403454E+01 -4.627304E+01 -1.676393E+01  1.999035E+01
 3.625000E+02 -8.484709E+00  6.344960E+01 -4.852817E+00 -2.408321E+01 -4.626324E+01 -1.676312E+01  2.002808E+01
 3.630000E+02 -8.516581E+00  6.342896E+01 -4.863783E+00 -2.413212E+01 -4.625332E+01 -1.676231E+01  2.006599E+01
 3.635000E+02 -8.548491E+00  6.340825E+01 -4.874807E+00 -2.418126E+01 -4.624327E+01 -1.676149E+01  2.010408E+01
 3.640000E+02 -8.580438E+00  6.338749E+01 -4.885888E+00 -2.423064E+01 -4.623308E+01 -1.676067E+01  2.014236E+01
 3.645000E+02 -8.612423E+00  6.336667E+01 -4.897028E+00 -2.428027E+01 -4.622277E+01 -1.675985E+01  2.018082E+01
 3.650000E+02 -8.644444E+00  6.334579E+01 -4.908226E+00 -2.433014E+01 -4.621232E+01 -1.675902E+01  2.021947E+01
 3.655000E+02 -8.676504E+00  6.332485E+01 -4.919484E+00 -2.438026E+01 -4.620175E+01 -1.675819E+01  2.025832E+01
 3.660000E+02 -8.708601E+00  6.330386E+01 -4.930802E+00 -2.443063E+01 -4.619103E+01 -1.675735E+01  2.029735E+01
 3.665000E+02 -8.740736E+00  6.328280E+01 -4.942180E+00 -2.448125E+01 -4.618019E+01 -1.675651E+01  2.033659E+01
 3.670000E+02 -8.772908E+00  6.326169E+01 -4.953620E+00 -2.453213E+01 -4.616920E+01 -1.675566E+01  2.037601E+01
 3.675000E+02 -8.805119E+00  6.324051E+01 -4.965122E+00 -2.458327E+01 -4.615808E+01 -1.675481E+01  2.041564E+01
 3.680000E+02 -8.837368E+00  6.321928E+01 -4.976686E+00 -2.463466E+01 -4.614682E+01 -1.675395E+01  2.045548E+01
 3.685000E+02 -8.869655E+00  6.319799E+01 -4.988313E+00 -2.468632E+01 -4.613542E+01 -1.675309E+01  2.049551E+01
 3.690000E+02 -8.901981E+00  6.317663E+01 -5.000004E+00 -2.473825E+01 -4.612388E+01 -1.675223E+01  2.053576E+01
 3.695000E+02 -8.934346E+00  6.315521E+01 -5.011759E+00 -2.479045E+01 -4.611220E+01 -1.675136E+01  2.057621E+01
 3.700000E+02 -8.966749E+00  6.313374E+01 -5.023579E+00 -2.484292E+01 -4.610038E+01 -1.675049E+01  2.061687E+01
 3.705000E+02 -8.999191E+00  6.311220E+01 -5.035464E+00 -2.489566E+01 -4.608841E+01 -1.674961E+01  2.065775E+01
 3.710000E+02 -9.031672E+00  6.309060E+01 -5.047416E+00 -2.494868E+01 -4.607630E+01 -1.674872E+01  2.069885E+01
 3.715000E+02 -9.064192E+00  6.306894E+01 -5.059434E+00 -2.500198E+01 -4.606405E+01 -1.674783E+01  2.074016E+01
 3.720000E+02 -9.096751E+00  6.304722E+01 -5.071520E+00 -2.505556E+01 -4.605164E+01 -1.674694E+01  2.078170E+01
 3.725000E+02 -9.129350E+00  6.302543E+01 -5.083673E+00 -2.510943E+01 -4.603909E+01 -1.674604E+01  2.082346E+01
 3.730000E+02 -9.161988E+00  6.300358E+01 -5.095896E+00 -2.516359E+01 -4.602639E+01 -1.674514E+01  2.086545E+01
 3.735000E+02 -9.194666E+00  6.298167E+01 -5.108187E+00 -2.521804E+01 -4.601354E+01 -1.674423E+01  2.090766E+01
 3.740000E+02 -9.227384E+00  6.295970E+01 -5.120548E+00 -2.527278E+01 -4.600054E+01 -1.674332E+01  2.095011E+01
 3.745000E+02 -9.260142E+00  6.293766E+01 -5.132979E+00 -2.532782E+01 -4.598739E+01 -1.674240E+01  2.099279E+01
 3.750000E+02 -9.292939E+00  6.291556E+01 -5.145481E+00 -2.538316E+01 -4.597409E+01 -1.674148E+01  2.103570E+01
 3.755000E+02 -9.325778E+00  6.289340E+01 -5.158055E+00 -2.543880E+01 -4.596063E+01 -1.674055E+01  2.107886E+01
 3.760000E+02 -9.358656E+00  6.287117E+01 -5.170701E+00 -2.549475E+01 -4.594702E+01 -1.673961E+01  2.112225E+01
 3.765000E+02 -9.391575E+00  6.284888E+01 -5.183420E+00 -2.555100E+01 -4.593325E+01 -1.673867E+01  2.116589E+01
 3.770000E+02 -9.424535E+00  6.282652E+01 -5.196212E+00 -2.560757E+01 -4.591933E+01 -1.673773E+01  2.120978E+01
 3.775000E+02 -9.457535E+00  6.280410E+01 -5.209079E+00 -2.566444E+01 -4.590525E+01 -1.673678E+01  2.125391E+01
 3.780000E+02 -9.490577E+00  6.278162E+01 -5.222019E+00 -2.572164E+01 -4.589101E+01 -1.673582E+01  2.129829E+01
 3.785000E+02 -9.523659E+00  6.275907E+01 -5.235035E+00 -2.577915E+01 -4.587661E+01 -1.673486E+01  2.134293E+01
 3.790000E+02 -9.556783E+00  6.273645E+01 -5.248127E+00 -2.583699E+01 -4.586205E+01 -1.673389E+01  2.138782E+01
 3.795000E+02 -9.589948E+00  6.271377E+01 -5.261295E+00 -2.589514E+01 -4.584733E+01 -1.673292E+01  2.143297E+01
 3.800000E+02 -9.623155E+00  6.269102E+01 -5.274540E+00 -2.595363E+01 -4.583245E+01 -1.673194E+01  2.147838E+01
 3.805000E+02 -9.656404E+00  6.266821E+01 -5.287863E+00 -2.601245E+01 -4.581741E+01 -1.673096E+01  2.152406E+01
 3.810000E+02 -9.689694E+00  6.264533E+01 -5.301263E+00 -2.607159E+01 -4.580220E+01 -1.672997E+01  2.157000E+01
 3.815000E+02 -9.723027E+00  6.262239E+01 -5.314743E+00 -2.613108E+01 -4.578683E+01 -1.672897E+01  2.161621E+01
 3.820000E+02 -9.756401E+00  6.259938E+01 -5.328301E+00 -2.619090E+01 -4.577129E+01 -1.672797E+01  2.166269E+01
 3.825000E+02 -9.789818E+00  6.257630E+01 -5.341940E+00 -2.625106E+01 -4.575559E+01 -1.672696E+01  2.170944E+01
 3.830000E+02 -9.823277E+00  6.255315E+01 -5.355658E+00 -2.631157E+01 -4.573972E+01 -1.672595E+01  2.175647E+01
 3.835000E+02 -9.856779E+00  6.252994E+01 -5.369458E+00 -2.637242E+01 -4.572369E+01 -1.672493E+01  2.180377E+01
 3.840000E+02 -9.890324E+00  6.250667E+01 -5.383339E+00 -2.643362E+01 -4.570749E+01 -1.672390E+01  2.185136E+01
 3.845000E+02 -9.923911E+00  6.248332E+01 -5.397303E+00 -2.649517E+01 -4.569111E+01 -1.672287E+01  2.189923E+01
 3.850000E+02 -9.957542E+00  6.245991E+01 -5.411349E+00 -2.655708E+01 -4.567457E+01 -1.672183E+01  2.194738E+01
 3.855000E+02 -9.991216E+00  6.243643E+01 -5.425478E+00 -2.661934E+01 -4.565786E+01 -1.672079E+01  2.199582E+01
 3.860000E+02 -1.002493E+01  6.241288E+01 -5.439691E+00 -2.668197E+01 -4.564098E+01 -1.671974E+01  2.204456E+01
 3.865000E+02 -1.005869E+01  6.238927E+01 -5.453988E+00 -2.674495E+01 -4.562392E+01 -1.671868E+01  2.209358E+01
 3.870000E+02 -1.009250E+01  6.236558E+01 -5.468370E+00 -2.680830E+01 -4.560669E+01 -1.671762E+01  2.214290E+01
 3.875000E+02 -1.012635E+01  6.234183E+01 -5.482837E+00 -2.687202E+01 -4.558929E+01 -1.671655E+01  2.219252E+01
 3.880000E+02 -1.016024E+01  6.231801E+01 -5.497390E+00 -2.693610E+01 -4.557172E+01 -1.671547E+01  2.224243E+01
 3.885000E+02 -1.019418E+01  6.229412E+01 -5.512029E+00 -2.700056E+01 -4.555397E+01 -1.671439E+01  2.229265E+01
 3.890000E+02 -1.022816E+01  6.227017E+01 -5.526755E+00 -2.706540E+01 -4.553605E+01 -1.671330E+01  2.234318E+01
 3.895000E+02 -1.026218E+01  6.224615E+01 -5.541568E+00 -2.713061E+01 -4.551795E+01 -1.671221E+01  2.239401E+01
 3.900000E+02 -1.029625E+01  6.222205E+01 -5.556469E+00 -2.719620E+01 -4.549968E+01 -1.671110E+01  2.244515E+01
 3.905000E+02 -1.033037E+01  6.219789E+01 -5.571459E+00 -2.726217E+01 -4.548123E+01 -1.670999E+01  2.249660E+01
 3.910000E+02 -1.036453E+01  6.217366E+01 -5.586537E+00 -2.732853E+01 -4.546261E+01 -1.670888E+01  2.254836E+01
 3.915000E+02 -1.039873E+01  6.214936E+01 -5.601704E+00 -2.739527E+01 -4.544380E+01 -1.670776E+01  2.260044E+01
 3.920000E+02 -1.043298E+01  6.212500E+01 -5.616961E+00 -2.746241E+01 -4.542482E+01 -1.670663E+01  2.265284E+01
 3.925000E+02 -1.046728E+01  6.210056E+01 -5.632308E+00 -2.752993E+01 -4.540566E+01 -1.670549E+01  2.270556E+01
 3.930000E+02 -1.050162E+01  6.207606E+01 -5.647746E+00 -2.759785E+01 -4.538633E+01 -1.670435E+01  2.275860E+01
 3.935000E+02 -1.053600E+01  6.205148E+01 -5.663275E+00 -2.766617E+01 -4.536681E+01 -1.670320E+01  2.281197E+01
 3.940000E+02 -1.057044E+01  6.202684E+01 -5.678895E+00 -2.773489E+01 -4.534712E+01 -1.670204E+01  2.286566E+01
 3.945000E+02 -1.060491E+01  6.200213E+01 -5.694607E+00 -2.780400E+01 -4.532724E+01 -1.670088E+01  2.291969E+01
 3.950000E+02 -1.063944E+01  6.197735E+01 -5.710411E+00 -2.787352E+01 -4.530719E+01 -1.669971E+01  2.297404E+01
 3.955000E+02 -1.067401E+01  6.195250E+01 -5.726308E+00 -2.794345E+01 -4.528696E+01 -1.669853E+01  2.302873E+01
 3.960000E+02 -1.070863E+01  6.192759E+01 -5.742298E+00 -2.801378E+01 -4.526654E+01 -1.669735E+01  2.308375E+01
 3.965000E+02 -1.074329E+01  6.190260E+01 -5.758381E+00 -2.808452E+01 -4.524595E+01 -1.669615E+01  2.313911E+01
 3.970000E+02 -1.077800E+01  6.187754E+01 -5.774558E+00 -2.815568E+01 -4.522518E+01 -1.669495E+01  2.319482E+01
 3.975000E+02 -1.081276E+01  6.185242E+01 -5.790829E+00 -2.822724E+01 -4.520422E+01 -1.669375E+01  2.325086E+01
 3.980000E+02 -1.084757E+01  6.182723E+01 -5.807194E+00 -2.829923E+01 -4.518308E+01 -1.669253E+01  2.330725E+01
