#         T/K            w1            w2            w3            w4            w5            w6            w7            w8
 3.660000E+02  1.932873E-02  4.541134E-03  2.003508E-03  2.697839E-02  9.198467E-01  3.703327E-02  3.861309E-01  9.515007E+00
 3.665000E+02  1.967677E-02  4.666904E-03  2.054493E-03  2.742787E-02  9.351461E-01  3.769370E-02  3.908558E-01  9.499970E+00
 3.670000E+02  2.003021E-02  4.795812E-03  2.106626E-03  2.788339E-02  9.506467E-01  3.836350E-02  3.956178E-01  9.484760E+00
 3.675000E+02  2.038911E-02  4.927928E-03  2.159930E-03  2.834499E-02  9.663502E-01  3.904274E-02  4.004168E-01  9.469376E+00
 3.680000E+02  2.075356E-02  5.063324E-03  2.214428E-03  2.881274E-02  9.822583E-01  3.973151E-02  4.052528E-01  9.453817E+00
 3.685000E+02  2.112363E-02  5.202070E-03  2.270142E-03  2.928667E-02  9.983725E-01  4.042990E-02  4.101257E-01  9.438082E+00
 3.690000E+02  2.149938E-02  5.344241E-03  2.327096E-03  2.976686E-02  1.014695E+00  4.113797E-02  4.150354E-01  9.422170E+00
 3.695000E+02  2.188089E-02  5.489911E-03  2.385313E-03  3.025336E-02  1.031226E+00  4.185583E-02  4.199817E-01  9.406078E+00
 3.700000E+02  2.226824E-02  5.639156E-03  2.444817E-03  3.074621E-02  1.047969E+00  4.258354E-02  4.249647E-01  9.389808E+00
 3.705000E+02  2.266150E-02  5.792054E-03  2.505632E-03  3.124548E-02  1.064924E+00  4.332119E-02  4.299841E-01  9.373356E+00
 3.710000E+02  2.306075E-02  5.948683E-03  2.567784E-03  3.175122E-02  1.082094E+00  4.406887E-02  4.350399E-01  9.356723E+00
 3.715000E+02  2.346606E-02  6.109124E-03  2.631297E-03  3.226349E-02  1.099479E+00  4.482664E-02  4.401319E-01  9.339908E+00
 3.720000E+02  2.387751E-02  6.273459E-03  2.696196E-03  3.278234E-02  1.117082E+00  4.559459E-02  4.452600E-01  9.322908E+00
 3.725000E+02  2.429518E-02  6.441772E-03  2.762508E-03  3.330783E-02  1.134904E+00  4.637280E-02  4.504239E-01  9.305724E+00
 3.730000E+02  2.471915E-02  6.614147E-03  2.830258E-03  3.384001E-02  1.152947E+00  4.716135E-02  4.556237E-01  9.288354E+00
 3.735000E+02  2.514950E-02  6.790671E-03  2.899474E-03  3.437893E-02  1.171212E+00  4.796031E-02  4.608590E-01  9.270797E+00
 3.740000E+02  2.558631E-02  6.971432E-03  2.970181E-03  3.492466E-02  1.189700E+00  4.876976E-02  4.661297E-01  9.253053E+00
 3.745000E+02  2.602966E-02  7.156519E-03  3.042408E-03  3.547724E-02  1.208414E+00  4.958978E-02  4.714357E-01  9.235120E+00
 3.750000E+02  2.647964E-02  7.346024E-03  3.116181E-03  3.603674E-02  1.227355E+00  5.042044E-02  4.767766E-01  9.216997E+00
 3.755000E+02  2.693632E-02  7.540040E-03  3.191530E-03  3.660320E-02  1.246524E+00  5.126182E-02  4.821524E-01  9.198684E+00
 3.760000E+02  2.739980E-02  7.738660E-03  3.268483E-03  3.717668E-02  1.265922E+00  5.211399E-02  4.875628E-01  9.180179E+00
 3.765000E+02  2.787015E-02  7.941983E-03  3.347068E-03  3.775723E-02  1.285552E+00  5.297702E-02  4.930075E-01  9.161483E+00
 3.770000E+02  2.834747E-02  8.150105E-03  3.427315E-03  3.834492E-02  1.305415E+00  5.385099E-02  4.984863E-01  9.142593E+00
 3.775000E+02  2.883183E-02  8.363126E-03  3.509253E-03  3.893978E-02  1.325512E+00  5.473597E-02  5.039990E-01  9.123509E+00
 3.780000E+02  2.932333E-02  8.581147E-03  3.592913E-03  3.954189E-02  1.345844E+00  5.563202E-02  5.095453E-01  9.104230E+00
 3.785000E+02  2.982206E-02  8.804273E-03  3.678325E-03  4.015128E-02  1.366413E+00  5.653923E-02  5.151249E-01  9.084756E+00
 3.790000E+02  3.032811E-02  9.032607E-03  3.765521E-03  4.076801E-02  1.387221E+00  5.745764E-02  5.207376E-01  9.065085E+00
 3.795000E+02  3.084156E-02  9.266256E-03  3.854531E-03  4.139214E-02  1.408268E+00  5.838734E-02  5.263831E-01  9.045218E+00
 3.800000E+02  3.136251E-02  9.505330E-03  3.945387E-03  4.202371E-02  1.429557E+00  5.932839E-02  5.320610E-01  9.025152E+00
 3.805000E+02  3.189104E-02  9.749939E-03  4.038121E-03  4.266279E-02  1.451088E+00  6.028084E-02  5.377711E-01  9.004888E+00
 3.810000E+02  3.242726E-02  1.000020E-02  4.132767E-03  4.330942E-02  1.472862E+00  6.124477E-02  5.435129E-01  8.984425E+00
 3.815000E+02  3.297126E-02  1.025621E-02  4.229356E-03  4.396365E-02  1.494882E+00  6.222024E-02  5.492863E-01  8.963761E+00
 3.820000E+02  3.352313E-02  1.051811E-02  4.327923E-03  4.462554E-02  1.517148E+00  6.320731E-02  5.550908E-01  8.942898E+00
 3.825000E+02  3.408296E-02  1.078600E-02  4.428502E-03  4.529513E-02  1.539661E+00  6.420603E-02  5.609260E-01  8.921833E+00
 3.830000E+02  3.465085E-02  1.106001E-02  4.531127E-03  4.597248E-02  1.562423E+00  6.521647E-02  5.667917E-01  8.900566E+00
 3.835000E+02  3.522691E-02  1.134025E-02  4.635832E-03  4.665764E-02  1.585435E+00  6.623868E-02  5.726874E-01  8.879097E+00
 3.840000E+02  3.581123E-02  1.162687E-02  4.742653E-03  4.735066E-02  1.608698E+00  6.727272E-02  5.786127E-01  8.857425E+00
 3.845000E+02  3.640390E-02  1.191996E-02  4.851625E-03  4.805158E-02  1.632213E+00  6.831863E-02  5.845672E-01  8.835550E+00
 3.850000E+02  3.700504E-02  1.221968E-02  4.962785E-03  4.876046E-02  1.655982E+00  6.937648E-02  5.905506E-01  8.813471E+00
 3.855000E+02  3.761473E-02  1.252615E-02  5.076169E-03  4.947734E-02  1.680005E+00  7.044631E-02  5.965623E-01  8.791187E+00
 3.860000E+02  3.823309E-02  1.283950E-02  5.191815E-03  5.020227E-02  1.704283E+00  7.152817E-02  6.026019E-01  8.768699E+00
 3.865000E+02  3.886021E-02  1.315986E-02  5.309759E-03  5.093531E-02  1.728818E+00  7.262211E-02  6.086691E-01  8.746006E+00
 3.870000E+02  3.949620E-02  1.348738E-02  5.430039E-03  5.167649E-02  1.753610E+00  7.372817E-02  6.147632E-01  8.723108E+00
 3.875000E+02  4.014117E-02  1.382219E-02  5.552694E-03  5.242586E-02  1.778661E+00  7.484639E-02  6.208839E-01  8.700003E+00
 3.880000E+02  4.079521E-02  1.416443E-02  5.677763E-03  5.318347E-02  1.803971E+00  7.597682E-02  6.270306E-01  8.676693E+00
 3.885000E+02  4.145844E-02  1.451425E-02  5.805284E-03  5.394936E-02  1.829541E+00  7.711950E-02  6.332029E-01  8.653176E+00
 3.890000E+02  4.213097E-02  1.487180E-02  5.935298E-03  5.472359E-02  1.855372E+00  7.827446E-02  6.394003E-01  8.629452E+00
 3.895000E+02  4.281290E-02  1.523722E-02  6.067845E-03  5.550618E-02  1.881465E+00  7.944174E-02  6.456221E-01  8.605522E+00
 3.900000E+02  4.350435E-02  1.561066E-02  6.202964E-03  5.629719E-02  1.907821E+00  8.062138E-02  6.518679E-01  8.581385E+00
 3.905000E+02  4.420541E-02  1.599228E-02  6.340698E-03  5.709666E-02  1.934441E+00  8.181340E-02  6.581372E-01  8.557041E+00
 3.910000E+02  4.491622E-02  1.638223E-02  6.481088E-03  5.790463E-02  1.961324E+00  8.301783E-02  6.644293E-01  8.532490E+00
 3.915000E+02  4.563687E-02  1.678067E-02  6.624176E-03  5.872114E-02  1.988473E+00  8.423470E-02  6.707437E-01  8.507731E+00
 3.920000E+02  4.636748E-02  1.718777E-02  6.770004E-03  5.954623E-02  2.015886E+00  8.546403E-02  6.770798E-01  8.482765E+00
 3.925000E+02  4.710817E-02  1.760367E-02  6.918615E-03  6.037994E-02  2.043566E+00  8.670585E-02  6.834370E-01  8.457592E+00
 3.930000E+02  4.785905E-02  1.802856E-02  7.070053E-03  6.122232E-02  2.071513E+00  8.796018E-02  6.898147E-01  8.432212E+00
 3.935000E+02  4.862024E-02  1.846259E-02  7.224360E-03  6.207339E-02  2.099727E+00  8.922704E-02  6.962123E-01  8.406625E+00
 3.940000E+02  4.939185E-02  1.890594E-02  7.381583E-03  6.293320E-02  2.128208E+00  9.050643E-02  7.026291E-01  8.380830E+00
 3.945000E+02  5.017400E-02  1.935878E-02  7.541764E-03  6.380178E-02  2.156958E+00  9.179838E-02  7.090645E-01  8.354829E+00
 3.950000E+02  5.096682E-02  1.982128E-02  7.704950E-03  6.467917E-02  2.185976E+00  9.310290E-02  7.155179E-01  8.328621E+00
 3.955000E+02  5.177042E-02  2.029363E-02  7.871186E-03  6.556540E-02  2.215263E+00  9.441998E-02  7.219885E-01  8.302207E+00
 3.960000E+02  5.258492E-02  2.077600E-02  8.040518E-03  6.646050E-02  2.244819E+00  9.574964E-02  7.284756E-01  8.275587E+00
 3.965000E+02  5.341044E-02  2.126859E-02  8.212993E-03  6.736452E-02  2.274644E+00  9.709188E-02  7.349787E-01  8.248762E+00
 3.970000E+02  5.424712E-02  2.177156E-02  8.388657E-03  6.827747E-02  2.304739E+00  9.844669E-02  7.414969E-01  8.221730E+00
 3.975000E+02  5.509506E-02  2.228512E-02  8.567559E-03  6.919940E-02  2.335103E+00  9.981409E-02  7.480295E-01  8.194494E+00
 3.980000E+02  5.595441E-02  2.280946E-02  8.749746E-03  7.013033E-02  2.365738E+00  1.011941E-01  7.545759E-01  8.167054E+00
 3.985000E+02  5.682527E-02  2.334477E-02  8.935266E-03  7.107028E-02  2.396642E+00  1.025866E-01  7.611352E-01  8.139409E+00
 3.990000E+02  5.770778E-02  2.389124E-02  9.124168E-03  7.201930E-02  2.427816E+00  1.039916E-01  7.677067E-01  8.111561E+00
 3.995000E+02  5.860207E-02  2.444908E-02  9.316501E-03  7.297739E-02  2.459260E+00  1.054093E-01  7.742897E-01  8.083511E+00
 4.000000E+02  5.950826E-02  2.501849E-02  9.512316E-03  7.394460E-02  2.490974E+00  1.068394E-01  7.808834E-01  8.055258E+00
 4.005000E+02  6.042649E-02  2.559967E-02  9.711661E-03  7.492093E-02  2.522957E+00  1.082820E-01  7.874869E-01  8.026803E+00
 4.010000E+02  6.135688E-02  2.619284E-02  9.914588E-03  7.590643E-02  2.555210E+00  1.097371E-01  7.940995E-01  7.998148E+00
 4.015000E+02  6.229957E-02  2.679820E-02  1.012115E-02  7.690110E-02  2.587732E+00  1.112046E-01  8.007203E-01  7.969293E+00
 4.020000E+02  6.325468E-02  2.741597E-02  1.033139E-02  7.790497E-02  2.620522E+00  1.126846E-01  8.073486E-01  7.940239E+00
 4.025000E+02  6.422235E-02  2.804637E-02  1.054537E-02  7.891805E-02  2.653582E+00  1.141770E-01  8.139835E-01  7.910986E+00
 4.030000E+02  6.520272E-02  2.868961E-02  1.076314E-02  7.994037E-02  2.686909E+00  1.156817E-01  8.206241E-01  7.881536E+00
 4.035000E+02  6.619591E-02  2.934593E-02  1.098475E-02  8.097195E-02  2.720503E+00  1.171987E-01  8.272696E-01  7.851889E+00
 4.040000E+02  6.720207E-02  3.001554E-02  1.121025E-02  8.201279E-02  2.754365E+00  1.187279E-01  8.339191E-01  7.822047E+00
 4.045000E+02  6.822133E-02  3.069867E-02  1.143970E-02  8.306291E-02  2.788493E+00  1.202694E-01  8.405718E-01  7.792011E+00
 4.050000E+02  6.925382E-02  3.139556E-02  1.167316E-02  8.412233E-02  2.822887E+00  1.218231E-01  8.472267E-01  7.761781E+00
 4.055000E+02  7.029969E-02  3.210645E-02  1.191066E-02  8.519105E-02  2.857546E+00  1.233889E-01  8.538830E-01  7.731360E+00
 4.060000E+02  7.135907E-02  3.283156E-02  1.215228E-02  8.626909E-02  2.892469E+00  1.249667E-01  8.605398E-01  7.700747E+00
 4.065000E+02  7.243211E-02  3.357115E-02  1.239807E-02  8.735645E-02  2.927656E+00  1.265566E-01  8.671960E-01  7.669945E+00
 4.070000E+02  7.351894E-02  3.432546E-02  1.264807E-02  8.845314E-02  2.963105E+00  1.281584E-01  8.738509E-01  7.638955E+00
 4.075000E+02  7.461971E-02  3.509472E-02  1.290235E-02  8.955917E-02  2.998816E+00  1.297720E-01  8.805034E-01  7.607777E+00
 4.080000E+02  7.573455E-02  3.587921E-02  1.316097E-02  9.067454E-02  3.034787E+00  1.313975E-01  8.871526E-01  7.576414E+00
 4.085000E+02  7.686361E-02  3.667916E-02  1.342397E-02  9.179925E-02  3.071017E+00  1.330347E-01  8.937976E-01  7.544867E+00
 4.090000E+02  7.800704E-02  3.749483E-02  1.369142E-02  9.293331E-02  3.107506E+00  1.346835E-01  9.004374E-01  7.513137E+00
 4.095000E+02  7.916497E-02  3.832649E-02  1.396338E-02  9.407671E-02  3.144252E+00  1.363440E-01  9.070710E-01  7.481227E+00
 4.100000E+02  8.033755E-02  3.917440E-02  1.423990E-02  9.522945E-02  3.181253E+00  1.380159E-01  9.136974E-01  7.449136E+00
 4.105000E+02  8.152494E-02  4.003883E-02  1.452104E-02  9.639153E-02  3.218509E+00  1.396992E-01  9.203157E-01  7.416869E+00
 4.110000E+02  8.272727E-02  4.092004E-02  1.480685E-02  9.756294E-02  3.256018E+00  1.413938E-01  9.269249E-01  7.384425E+00
 4.115000E+02  8.394469E-02  4.181831E-02  1.509741E-02  9.874367E-02  3.293778E+00  1.430996E-01  9.335239E-01  7.351807E+00
 4.120000E+02  8.517734E-02  4.273391E-02  1.539276E-02  9.993372E-02  3.331788E+00  1.448166E-01  9.401117E-01  7.319016E+00
 4.125000E+02  8.642539E-02  4.366713E-02  1.569296E-02  1.011331E-01  3.370046E+00  1.465445E-01  9.466874E-01  7.286055E+00
 4.130000E+02  8.768898E-02  4.461824E-02  1.599808E-02  1.023417E-01  3.408551E+00  1.482834E-01  9.532498E-01  7.252925E+00
 4.135000E+02  8.896825E-02  4.558753E-02  1.630818E-02  1.035596E-01  3.447301E+00  1.500331E-01  9.597981E-01  7.219629E+00
 4.140000E+02  9.026335E-02  4.657529E-02  1.662331E-02  1.047868E-01  3.486294E+00  1.517934E-01  9.663310E-01  7.186168E+00
 4.145000E+02  9.157445E-02  4.758182E-02  1.694354E-02  1.060233E-01  3.525528E+00  1.535643E-01  9.728477E-01  7.152544E+00
 4.150000E+02  9.290168E-02  4.860741E-02  1.726892E-02  1.072689E-01  3.565001E+00  1.553456E-01  9.793470E-01  7.118760E+00
 4.155000E+02  9.424521E-02  4.965235E-02  1.759953E-02  1.085238E-01  3.604711E+00  1.571373E-01  9.858279E-01  7.084817E+00
 4.160000E+02  9.560518E-02  5.071696E-02  1.793541E-02  1.097878E-01  3.644656E+00  1.589391E-01  9.922894E-01  7.050719E+00
 4.165000E+02  9.698175E-02  5.180153E-02  1.827663E-02  1.110610E-01  3.684834E+00  1.607510E-01  9.987303E-01  7.016467E+00
 4.170000E+02  9.837507E-02  5.290638E-02  1.862326E-02  1.123434E-01  3.725242E+00  1.625728E-01  1.005150E+00  6.982063E+00
 4.175000E+02  9.978529E-02  5.403181E-02  1.897535E-02  1.136348E-01  3.765879E+00  1.644044E-01  1.011546E+00  6.947511E+00
 4.180000E+02  1.012126E-01  5.517815E-02  1.933297E-02  1.149353E-01  3.806742E+00  1.662457E-01  1.017919E+00  6.912811E+00
 4.185000E+02  1.026571E-01  5.634571E-02  1.969618E-02  1.162448E-01  3.847828E+00  1.680964E-01  1.024268E+00  6.877968E+00
 4.190000E+02  1.041189E-01  5.753481E-02  2.006504E-02  1.175634E-01  3.889134E+00  1.699564E-01  1.030590E+00  6.842983E+00
 4.195000E+02  1.055983E-01  5.874578E-02  2.043961E-02  1.188909E-01  3.930660E+00  1.718256E-01  1.036885E+00  6.807859E+00
 4.200000E+02  1.070954E-01  5.997895E-02  2.081997E-02  1.202274E-01  3.972400E+00  1.737039E-01  1.043153E+00  6.772598E+00
 4.205000E+02  1.086103E-01  6.123465E-02  2.120616E-02  1.215727E-01  4.014354E+00  1.755910E-01  1.049391E+00  6.737204E+00
 4.210000E+02  1.101433E-01  6.251322E-02  2.159826E-02  1.229269E-01  4.056518E+00  1.774868E-01  1.055599E+00  6.701678E+00
 4.215000E+02  1.116943E-01  6.381499E-02  2.199633E-02  1.242899E-01  4.098889E+00  1.793912E-01  1.061776E+00  6.666025E+00
 4.220000E+02  1.132637E-01  6.514030E-02  2.240044E-02  1.256616E-01  4.141464E+00  1.813038E-01  1.067921E+00  6.630246E+00
 4.225000E+02  1.148516E-01  6.648951E-02  2.281063E-02  1.270421E-01  4.184241E+00  1.832247E-01  1.074032E+00  6.594344E+00
 4.230000E+02  1.164580E-01  6.786296E-02  2.322699E-02  1.284312E-01  4.227215E+00  1.851535E-01  1.080108E+00  6.558323E+00
 4.235000E+02  2.868411E-02  1.292991E-04  3.392999E-07  1.431482E-08  3.618554E-09  1.218352E-12  5.435820E-14  2.508547E-15
 4.240000E+02  2.865090E-02  1.284415E-04  3.322409E-07  1.375040E-08  3.432098E-09  1.142053E-12  5.010364E-14  2.259425E-15
 4.245000E+02  2.861775E-02  1.275917E-04  3.253451E-07  1.320950E-08  3.255662E-09  1.070699E-12  4.619112E-14  2.035552E-15
 4.250000E+02  2.858468E-02  1.267495E-04  3.186083E-07  1.269109E-08  3.088686E-09  1.003958E-12  4.259243E-14  1.834318E-15
 4.255000E+02  2.855168E-02  1.259148E-04  3.120267E-07  1.219418E-08  2.930642E-09  9.415232E-13  3.928176E-14  1.653389E-15
 4.260000E+02  2.851876E-02  1.250877E-04  3.055962E-07  1.171784E-08  2.781034E-09  8.831070E-13  3.623544E-14  1.490674E-15
 4.265000E+02  2.848590E-02  1.242679E-04  2.993131E-07  1.126117E-08  2.639393E-09  8.284422E-13  3.343183E-14  1.344304E-15
 4.270000E+02  2.845312E-02  1.234554E-04  2.931736E-07  1.082331E-08  2.505278E-09  7.772801E-13  3.085107E-14  1.212604E-15
 4.275000E+02  2.842041E-02  1.226501E-04  2.871743E-07  1.040346E-08  2.378273E-09  7.293887E-13  2.847500E-14  1.094074E-15
 4.280000E+02  2.838777E-02  1.218520E-04  2.813115E-07  1.000082E-08  2.257985E-09  6.845521E-13  2.628695E-14  9.873720E-16
 4.285000E+02  2.835520E-02  1.210610E-04  2.755819E-07  9.614664E-09  2.144046E-09  6.425689E-13  2.427166E-14  8.912927E-16
 4.290000E+02  2.832271E-02  1.202770E-04  2.699822E-07  9.244275E-09  2.036106E-09  6.032515E-13  2.241513E-14  8.047577E-16
 4.295000E+02  2.829028E-02  1.194999E-04  2.645091E-07  8.888976E-09  1.933837E-09  5.664249E-13  2.070452E-14  7.268000E-16
 4.300000E+02  2.825792E-02  1.187296E-04  2.591595E-07  8.548121E-09  1.836928E-09  5.319262E-13  1.912807E-14  6.565521E-16
 4.305000E+02  2.822564E-02  1.179661E-04  2.539304E-07  8.221091E-09  1.745088E-09  4.996033E-13  1.767497E-14  5.932363E-16
 4.310000E+02  2.819342E-02  1.172093E-04  2.488188E-07  7.907297E-09  1.658041E-09  4.693143E-13  1.633532E-14  5.361547E-16
 4.315000E+02  2.816128E-02  1.164591E-04  2.438218E-07  7.606174E-09  1.575526E-09  4.409270E-13  1.510002E-14  4.846811E-16
 4.320000E+02  2.812920E-02  1.157155E-04  2.389365E-07  7.317183E-09  1.497298E-09  4.143181E-13  1.396074E-14  4.382532E-16
 4.325000E+02  2.809720E-02  1.149784E-04  2.341603E-07  7.039811E-09  1.423124E-09  3.893722E-13  1.290981E-14  3.963666E-16
 4.330000E+02  2.806526E-02  1.142477E-04  2.294905E-07  6.773564E-09  1.352787E-09  3.659821E-13  1.194019E-14  3.585679E-16
 4.335000E+02  2.803339E-02  1.135233E-04  2.249244E-07  6.517974E-09  1.286079E-09  3.440473E-13  1.104544E-14  3.244500E-16
 4.340000E+02  2.800160E-02  1.128052E-04  2.204596E-07  6.272591E-09  1.222806E-09  3.234744E-13  1.021961E-14  2.936474E-16
 4.345000E+02  2.796987E-02  1.120933E-04  2.160936E-07  6.036986E-09  1.162784E-09  3.041759E-13  9.457258E-15  2.658311E-16
 4.350000E+02  2.793821E-02  1.113876E-04  2.118240E-07  5.810748E-09  1.105838E-09  2.860701E-13  8.753370E-15  2.407058E-16
 4.355000E+02  2.790661E-02  1.106880E-04  2.076484E-07  5.593485E-09  1.051804E-09  2.690810E-13  8.103344E-15  2.180059E-16
 4.360000E+02  2.787509E-02  1.099944E-04  2.035647E-07  5.384823E-09  1.000528E-09  2.531372E-13  7.502949E-15  1.974923E-16
 4.365000E+02  2.784364E-02  1.093067E-04  1.995705E-07  5.184402E-09  9.518634E-10  2.381722E-13  6.948292E-15  1.789502E-16
 4.370000E+02  2.781225E-02  1.086249E-04  1.956637E-07  4.991880E-09  9.056708E-10  2.241240E-13  6.435796E-15  1.621863E-16
 4.375000E+02  2.778093E-02  1.079490E-04  1.918423E-07  4.806928E-09  8.618198E-10  2.109345E-13  5.962171E-15  1.470264E-16
 4.380000E+02  2.774968E-02  1.072789E-04  1.881041E-07  4.629233E-09  8.201868E-10  1.985493E-13  5.524388E-15  1.333140E-16
 4.385000E+02  2.771849E-02  1.066144E-04  1.844472E-07  4.458495E-09  7.806549E-10  1.869178E-13  5.119662E-15  1.209079E-16
 4.390000E+02  2.768737E-02  1.059556E-04  1.808697E-07  4.294428E-09  7.431138E-10  1.759925E-13  4.745429E-15  1.096812E-16
 4.395000E+02  2.765632E-02  1.053024E-04  1.773696E-07  4.136755E-09  7.074590E-10  1.657291E-13  4.399330E-15  9.951943E-17
 4.400000E+02  2.762534E-02  1.046547E-04  1.739452E-07  3.985215E-09  6.735918E-10  1.560861E-13  4.079193E-15  9.031945E-17
 4.405000E+02  2.759442E-02  1.040125E-04  1.705946E-07  3.839557E-09  6.414188E-10  1.470247E-13  3.783017E-15  8.198835E-17
 4.410000E+02  2.756357E-02  1.033757E-04  1.673160E-07  3.699539E-09  6.108517E-10  1.385086E-13  3.508960E-15  7.444236E-17
 4.415000E+02  2.753278E-02  1.027443E-04  1.641079E-07  3.564931E-09  5.818070E-10  1.305039E-13  3.255325E-15  6.760595E-17
 4.420000E+02  2.750207E-02  1.021182E-04  1.609684E-07  3.435513E-09  5.542057E-10  1.229788E-13  3.020549E-15  6.141101E-17
 4.425000E+02  2.747141E-02  1.014974E-04  1.578961E-07  3.311075E-09  5.279731E-10  1.159036E-13  2.803192E-15  5.579608E-17
 4.430000E+02  2.744083E-02  1.008817E-04  1.548893E-07  3.191413E-09  5.030384E-10  1.092504E-13  2.601925E-15  5.070573E-17
 4.435000E+02  2.741030E-02  1.002712E-04  1.519465E-07  3.076336E-09  4.793348E-10  1.029933E-13  2.415526E-15  4.608991E-17
 4.440000E+02  2.737985E-02  9.966580E-05  1.490662E-07  2.965657E-09  4.567988E-10  9.710776E-14  2.242865E-15  4.190346E-17
 4.445000E+02  2.734946E-02  9.906542E-05  1.462469E-07  2.859199E-09  4.353706E-10  9.157100E-14  2.082902E-15  3.810561E-17
 4.450000E+02  2.731913E-02  9.847004E-05  1.434872E-07  2.756792E-09  4.149934E-10  8.636164E-14  1.934679E-15  3.465952E-17
 4.455000E+02  2.728887E-02  9.787960E-05  1.407858E-07  2.658275E-09  3.956135E-10  8.145964E-14  1.797308E-15  3.153192E-17
 4.460000E+02  2.725867E-02  9.729404E-05  1.381413E-07  2.563490E-09  3.771799E-10  7.684622E-14  1.669975E-15  2.869275E-17
 4.465000E+02  2.722854E-02  9.671332E-05  1.355523E-07  2.472290E-09  3.596446E-10  7.250382E-14  1.551925E-15  2.611486E-17
 4.470000E+02  2.719847E-02  9.613740E-05  1.330176E-07  2.384531E-09  3.429618E-10  6.841595E-14  1.442463E-15  2.377369E-17
 4.475000E+02  2.716846E-02  9.556621E-05  1.305360E-07  2.300075E-09  3.270885E-10  6.456717E-14  1.340947E-15  2.164704E-17
 4.480000E+02  2.713852E-02  9.499972E-05  1.281061E-07  2.218792E-09  3.119836E-10  6.094300E-14  1.246783E-15  1.971484E-17
 4.485000E+02  2.710864E-02  9.443787E-05  1.257269E-07  2.140557E-09  2.976083E-10  5.752988E-14  1.159426E-15  1.795893E-17
 4.490000E+02  2.707883E-02  9.388062E-05  1.233972E-07  2.065248E-09  2.839259E-10  5.431508E-14  1.078368E-15  1.636288E-17
 4.495000E+02  2.704908E-02  9.332792E-05  1.211157E-07  1.992749E-09  2.709016E-10  5.128667E-14  1.003143E-15  1.491183E-17
 4.500000E+02  2.701939E-02  9.277973E-05  1.188816E-07  1.922951E-09  2.585024E-10  4.843347E-14  9.333205E-16  1.359232E-17
 4.505000E+02  2.698977E-02  9.223601E-05  1.166935E-07  1.855748E-09  2.466969E-10  4.574499E-14  8.685005E-16  1.239218E-17
 4.510000E+02  2.696020E-02  9.169670E-05  1.145506E-07  1.791036E-09  2.354556E-10  4.321137E-14  8.083149E-16  1.130037E-17
 4.515000E+02  2.693070E-02  9.116176E-05  1.124518E-07  1.728720E-09  2.247503E-10  4.082338E-14  7.524231E-16  1.030690E-17
 4.520000E+02  2.690127E-02  9.063115E-05  1.103960E-07  1.668704E-09  2.145544E-10  3.857235E-14  7.005102E-16  9.402732E-18
 4.525000E+02  2.687189E-02  9.010483E-05  1.083824E-07  1.610900E-09  2.048425E-10  3.645014E-14  6.522850E-16  8.579660E-18
 4.530000E+02  2.684258E-02  8.958275E-05  1.064099E-07  1.555222E-09  1.955908E-10  3.444914E-14  6.074781E-16  7.830255E-18
 4.535000E+02  2.681333E-02  8.906487E-05  1.044777E-07  1.501587E-09  1.867764E-10  3.256215E-14  5.658404E-16  7.147781E-18
 4.540000E+02  2.678414E-02  8.855116E-05  1.025848E-07  1.449915E-09  1.783778E-10  3.078246E-14  5.271415E-16  6.526130E-18
 4.545000E+02  2.675501E-02  8.804156E-05  1.007304E-07  1.400132E-09  1.703745E-10  2.910375E-14  4.911680E-16  5.959766E-18
 4.550000E+02  2.672594E-02  8.753604E-05  9.891355E-08  1.352163E-09  1.627472E-10  2.752009E-14  4.577227E-16  5.443663E-18
 4.555000E+02  2.669694E-02  8.703456E-05  9.713346E-08  1.305940E-09  1.554773E-10  2.602589E-14  4.266227E-16  4.973266E-18
 4.560000E+02  2.666799E-02  8.653707E-05  9.538931E-08  1.261395E-09  1.485475E-10  2.461592E-14  3.976990E-16  4.544438E-18
 4.565000E+02  2.663911E-02  8.604355E-05  9.368029E-08  1.218463E-09  1.419410E-10  2.328527E-14  3.707949E-16  4.153426E-18
 4.570000E+02  2.661029E-02  8.555394E-05  9.200563E-08  1.177084E-09  1.356422E-10  2.202931E-14  3.457654E-16  3.796822E-18
 4.575000E+02  2.658152E-02  8.506822E-05  9.036457E-08  1.137197E-09  1.296362E-10  2.084370E-14  3.224763E-16  3.471532E-18
 4.580000E+02  2.655282E-02  8.458634E-05  8.875637E-08  1.098747E-09  1.239086E-10  1.972436E-14  3.008029E-16  3.174747E-18
 4.585000E+02  2.652418E-02  8.410826E-05  8.718029E-08  1.061677E-09  1.184461E-10  1.866744E-14  2.806300E-16  2.903914E-18
 4.590000E+02  2.649560E-02  8.363396E-05  8.563564E-08  1.025937E-09  1.132358E-10  1.766935E-14  2.618509E-16  2.656714E-18
 4.595000E+02  2.646707E-02  8.316339E-05  8.412172E-08  9.914747E-10  1.082656E-10  1.672668E-14  2.443663E-16  2.431039E-18
 4.600000E+02  2.643861E-02  8.269651E-05  8.263786E-08  9.582428E-10  1.035239E-10  1.583626E-14  2.280845E-16  2.224973E-18
 4.605000E+02  2.641021E-02  8.223330E-05  8.118340E-08  9.261947E-10  9.899981E-11  1.499507E-14  2.129204E-16  2.036776E-18
 4.610000E+02  2.638186E-02  8.177371E-05  7.975770E-08  8.952859E-10  9.468282E-11  1.420030E-14  1.987951E-16  1.864863E-18
