#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.682500E+02  7.283429E+01  7.283789E+01  1.250202E+02
 2.685000E+02  7.285184E+01  7.285544E+01  1.250856E+02
 2.687500E+02  7.286939E+01  7.287299E+01  1.251509E+02
 2.690000E+02  7.288694E+01  7.289054E+01  1.252162E+02
 2.692500E+02  7.290449E+01  7.290809E+01  1.252814E+02
 2.695000E+02  7.292204E+01  7.292564E+01  1.253466E+02
 2.697500E+02  7.293959E+01  7.294319E+01  1.254117E+02
 2.700000E+02  7.295715E+01  7.296075E+01  1.254767E+02
 2.702500E+02  7.297470E+01  7.297830E+01  1.255417E+02
 2.705000E+02  7.299225E+01  7.299585E+01  1.256066E+02
 2.707500E+02  7.300980E+01  7.301340E+01  1.256715E+02
 2.710000E+02  7.302736E+01  7.303096E+01  1.257363E+02
 2.712500E+02  7.304491E+01  7.304851E+01  1.258010E+02
 2.715000E+02  7.306247E+01  7.306607E+01  1.258657E+02
 2.717500E+02  7.308002E+01  7.308362E+01  1.259303E+02
 2.720000E+02  7.309758E+01  7.310118E+01  1.259949E+02
 2.722500E+02  7.311513E+01  7.311874E+01  1.260594E+02
 2.725000E+02  7.313269E+01  7.313629E+01  1.261239E+02
 2.727500E+02  7.315025E+01  7.315385E+01  1.261883E+02
 2.730000E+02  7.316781E+01  7.317141E+01  1.262526E+02
 2.732500E+02  7.318536E+01  7.318897E+01  1.263169E+02
 2.735000E+02  7.320292E+01  7.320652E+01  1.263811E+02
 2.737500E+02  7.322048E+01  7.322408E+01  1.264453E+02
 2.740000E+02  7.323804E+01  7.324164E+01  1.265094E+02
 2.742500E+02  7.325560E+01  7.325920E+01  1.265735E+02
 2.745000E+02  7.327316E+01  7.327676E+01  1.266375E+02
 2.747500E+02  7.329072E+01  7.329433E+01  1.267014E+02
 2.750000E+02  7.330828E+01  7.331189E+01  1.267653E+02
 2.752500E+02  7.332585E+01  7.332945E+01  1.268292E+02
 2.755000E+02  7.334341E+01  7.334701E+01  1.268929E+02
 2.757500E+02  7.336097E+01  7.336458E+01  1.269567E+02
 2.760000E+02  7.337854E+01  7.338214E+01  1.270203E+02
 2.762500E+02  7.339610E+01  7.339971E+01  1.270839E+02
 2.765000E+02  7.341367E+01  7.341727E+01  1.271475E+02
 2.767500E+02  7.343124E+01  7.343484E+01  1.272110E+02
 2.770000E+02  7.344880E+01  7.345241E+01  1.272745E+02
 2.772500E+02  7.346637E+01  7.346998E+01  1.273379E+02
 2.775000E+02  7.348394E+01  7.348755E+01  1.274012E+02
 2.777500E+02  7.350151E+01  7.350512E+01  1.274645E+02
 2.780000E+02  7.351908E+01  7.352269E+01  1.275277E+02
 2.782500E+02  7.353665E+01  7.354026E+01  1.275909E+02
 2.785000E+02  7.355423E+01  7.355783E+01  1.276540E+02
 2.787500E+02  7.357180E+01  7.357541E+01  1.277171E+02
 2.790000E+02  7.358938E+01  7.359298E+01  1.277801E+02
 2.792500E+02  7.360695E+01  7.361056E+01  1.278431E+02
 2.795000E+02  7.362453E+01  7.362813E+01  1.279060E+02
 2.797500E+02  7.364211E+01  7.364571E+01  1.279689E+02
 2.800000E+02  7.365968E+01  7.366329E+01  1.280317E+02
 2.802500E+02  7.367726E+01  7.368087E+01  1.280944E+02
 2.805000E+02  7.369484E+01  7.369845E+01  1.281571E+02
 2.807500E+02  7.371243E+01  7.371603E+01  1.282198E+02
 2.810000E+02  7.373001E+01  7.373362E+01  1.282824E+02
 2.812500E+02  7.374759E+01  7.375120E+01  1.283449E+02
 2.815000E+02  7.376518E+01  7.376879E+01  1.284074E+02
 2.817500E+02  7.378277E+01  7.378637E+01  1.284699E+02
 2.820000E+02  7.380035E+01  7.380396E+01  1.285323E+02
 2.822500E+02  7.381794E+01  7.382155E+01  1.285946E+02
 2.825000E+02  7.383553E+01  7.383914E+01  1.286569E+02
 2.827500E+02  7.385313E+01  7.385673E+01  1.287192E+02
 2.830000E+02  7.387072E+01  7.387433E+01  1.287814E+02
 2.832500E+02  7.388831E+01  7.389192E+01  1.288435E+02
 2.835000E+02  7.390591E+01  7.390952E+01  1.289056E+02
 2.837500E+02  7.392351E+01  7.392712E+01  1.289677E+02
 2.840000E+02  7.394111E+01  7.394472E+01  1.290297E+02
 2.842500E+02  7.395871E+01  7.396232E+01  1.290916E+02
 2.845000E+02  7.397631E+01  7.397992E+01  1.291535E+02
 2.847500E+02  7.399392E+01  7.399753E+01  1.292154E+02
 2.850000E+02  7.401152E+01  7.401513E+01  1.292772E+02
 2.852500E+02  7.402913E+01  7.403274E+01  1.293389E+02
 2.855000E+02  7.404674E+01  7.405035E+01  1.294006E+02
 2.857500E+02  7.406435E+01  7.406796E+01  1.294623E+02
 2.860000E+02  7.408196E+01  7.408558E+01  1.295239E+02
 2.862500E+02  7.409958E+01  7.410319E+01  1.295855E+02
 2.865000E+02  7.411720E+01  7.412081E+01  1.296470E+02
 2.867500E+02  7.413482E+01  7.413843E+01  1.297084E+02
 2.870000E+02  7.415244E+01  7.415605E+01  1.297699E+02
 2.872500E+02  7.417006E+01  7.417367E+01  1.298313E+02
 2.875000E+02  7.418768E+01  7.419130E+01  1.298926E+02
 2.877500E+02  7.420531E+01  7.420892E+01  1.299539E+02
 2.880000E+02  7.422294E+01  7.422655E+01  1.300151E+02
 2.882500E+02  7.424057E+01  7.424419E+01  1.300763E+02
 2.885000E+02  7.425821E+01  7.426182E+01  1.301375E+02
 2.887500E+02  7.427584E+01  7.427946E+01  1.301986E+02
 2.890000E+02  7.429348E+01  7.429710E+01  1.302596E+02
 2.892500E+02  7.431112E+01  7.431474E+01  1.303206E+02
 2.895000E+02  7.432877E+01  7.433238E+01  1.303816E+02
 2.897500E+02  7.434641E+01  7.435003E+01  1.304425E+02
 2.900000E+02  7.436406E+01  7.436767E+01  1.305034E+02
 2.902500E+02  7.438171E+01  7.438533E+01  1.305643E+02
 2.905000E+02  7.439936E+01  7.440298E+01  1.306251E+02
 2.907500E+02  7.441702E+01  7.442064E+01  1.306858E+02
 2.910000E+02  7.443468E+01  7.443829E+01  1.307465E+02
 2.912500E+02  7.445234E+01  7.445596E+01  1.308072E+02
 2.915000E+02  7.447001E+01  7.447362E+01  1.308678E+02
 2.917500E+02  7.448767E+01  7.449129E+01  1.309284E+02
 2.920000E+02  7.450534E+01  7.450896E+01  1.309889E+02
 2.922500E+02  7.452302E+01  7.452663E+01  1.310494E+02
 2.925000E+02  7.454069E+01  7.454431E+01  1.311099E+02
 2.927500E+02  7.455837E+01  7.456199E+01  1.311703E+02
 2.930000E+02  7.457605E+01  7.457967E+01  1.312307E+02
 2.932500E+02  7.459374E+01  7.459736E+01  1.312910E+02
 2.935000E+02  7.461143E+01  7.461504E+01  1.313513E+02
 2.937500E+02  7.462912E+01  7.463274E+01  1.314116E+02
 2.940000E+02  7.464681E+01  7.465043E+01  1.314718E+02
 2.942500E+02  7.466451E+01  7.466813E+01  1.315320E+02
 2.945000E+02  7.468221E+01  7.468583E+01  1.315921E+02
 2.947500E+02  7.469992E+01  7.470354E+01  1.316522E+02
 2.950000E+02  7.471763E+01  7.472125E+01  1.317122E+02
 2.952500E+02  7.473534E+01  7.473896E+01  1.317723E+02
 2.955000E+02  7.475306E+01  7.475668E+01  1.318322E+02
 2.957500E+02  7.477078E+01  7.477439E+01  1.318922E+02
 2.960000E+02  7.478850E+01  7.479212E+01  1.319521E+02
 2.962500E+02  7.480623E+01  7.480985E+01  1.320119E+02
 2.965000E+02  7.482396E+01  7.482758E+01  1.320718E+02
 2.967500E+02  7.484169E+01  7.484531E+01  1.321316E+02
 2.970000E+02  7.485943E+01  7.486305E+01  1.321913E+02
 2.972500E+02  7.487717E+01  7.488079E+01  1.322510E+02
 2.975000E+02  7.489492E+01  7.489854E+01  1.323107E+02
 2.977500E+02  7.491267E+01  7.491629E+01  1.323703E+02
 2.980000E+02  7.493043E+01  7.493405E+01  1.324299E+02
 2.982500E+02  7.494819E+01  7.495181E+01  1.324895E+02
 2.985000E+02  7.496595E+01  7.496957E+01  1.325491E+02
 2.987500E+02  7.498372E+01  7.498734E+01  1.326085E+02
 2.990000E+02  7.500149E+01  7.500511E+01  1.326680E+02
 2.992500E+02  7.501926E+01  7.502289E+01  1.327274E+02
 2.995000E+02  7.503705E+01  7.504067E+01  1.327868E+02
 2.997500E+02  7.505483E+01  7.505845E+01  1.328462E+02
 3.000000E+02  7.507262E+01  7.507624E+01  1.329055E+02
 3.002500E+02  7.509042E+01  7.509404E+01  1.329648E+02
 3.005000E+02  7.510822E+01  7.511184E+01  1.330241E+02
 3.007500E+02  7.512602E+01  7.512964E+01  1.330833E+02
 3.010000E+02  7.514383E+01  7.514745E+01  1.331425E+02
 3.012500E+02  7.516164E+01  7.516527E+01  1.332017E+02
 3.015000E+02  7.517946E+01  7.518309E+01  1.332608E+02
 3.017500E+02  7.519729E+01  7.520091E+01  1.333199E+02
 3.020000E+02  7.521512E+01  7.521874E+01  1.333789E+02
 3.022500E+02  7.523295E+01  7.523657E+01  1.334380E+02
 3.025000E+02  7.525079E+01  7.525441E+01  1.334970E+02
 3.027500E+02  7.526864E+01  7.527226E+01  1.335559E+02
 3.030000E+02  7.528649E+01  7.529011E+01  1.336149E+02
 3.032500E+02  7.530434E+01  7.530797E+01  1.336738E+02
 3.035000E+02  7.532220E+01  7.532583E+01  1.337327E+02
 3.037500E+02  7.534007E+01  7.534369E+01  1.337915E+02
 3.040000E+02  7.535794E+01  7.536157E+01  1.338503E+02
 3.042500E+02  7.537582E+01  7.537945E+01  1.339091E+02
 3.045000E+02  7.539370E+01  7.539733E+01  1.339679E+02
 3.047500E+02  7.541159E+01  7.541522E+01  1.340266E+02
 3.050000E+02  7.542949E+01  7.543311E+01  1.340853E+02
 3.052500E+02  7.544739E+01  7.545102E+01  1.341439E+02
 3.055000E+02  7.546530E+01  7.546892E+01  1.342026E+02
 3.057500E+02  7.548321E+01  7.548684E+01  1.342612E+02
 3.060000E+02  7.550113E+01  7.550476E+01  1.343198E+02
 3.062500E+02  7.551906E+01  7.552268E+01  1.343783E+02
 3.065000E+02  7.553699E+01  7.554061E+01  1.344369E+02
 3.067500E+02  7.555493E+01  7.555855E+01  1.344954E+02
 3.070000E+02  7.557287E+01  7.557650E+01  1.345539E+02
 3.072500E+02  7.559082E+01  7.559445E+01  1.346123E+02
 3.075000E+02  7.560878E+01  7.561241E+01  1.346707E+02
 3.077500E+02  7.562674E+01  7.563037E+01  1.347291E+02
 3.080000E+02  7.564471E+01  7.564834E+01  1.347875E+02
 3.082500E+02  7.566269E+01  7.566632E+01  1.348458E+02
 3.085000E+02  7.568068E+01  7.568430E+01  1.349042E+02
 3.087500E+02  7.569867E+01  7.570230E+01  1.349625E+02
 3.090000E+02  7.571667E+01  7.572029E+01  1.350207E+02
 3.092500E+02  7.573467E+01  7.573830E+01  1.350790E+02
 3.095000E+02  7.575268E+01  7.575631E+01  1.351372E+02
 3.097500E+02  7.577070E+01  7.577433E+01  1.351954E+02
 3.100000E+02  7.578873E+01  7.579236E+01  1.352536E+02
 3.102500E+02  7.580676E+01  7.581039E+01  1.353117E+02
 3.105000E+02  7.582480E+01  7.582843E+01  1.353698E+02
 3.107500E+02  7.584285E+01  7.584648E+01  1.354280E+02
 3.110000E+02  7.586091E+01  7.586454E+01  1.354860E+02
 3.112500E+02  7.587897E+01  7.588260E+01  1.355441E+02
 3.115000E+02  7.589704E+01  7.590067E+01  1.356021E+02
 3.117500E+02  7.591512E+01  7.591875E+01  1.356601E+02
 3.120000E+02  7.593321E+01  7.593684E+01  1.357181E+02
 3.122500E+02  7.595130E+01  7.595493E+01  1.357761E+02
 3.125000E+02  7.596941E+01  7.597304E+01  1.358341E+02
 3.127500E+02  7.598752E+01  7.599115E+01  1.358920E+02
 3.130000E+02  7.600564E+01  7.600927E+01  1.359499E+02
 3.132500E+02  7.602376E+01  7.602739E+01  1.360078E+02
 3.135000E+02  7.604190E+01  7.604553E+01  1.360657E+02
 3.137500E+02  7.606004E+01  7.606367E+01  1.361235E+02
 3.140000E+02  7.607819E+01  7.608182E+01  1.361813E+02
 3.142500E+02  7.609635E+01  7.609998E+01  1.362392E+02
 3.145000E+02  7.611452E+01  7.611815E+01  1.362970E+02
 3.147500E+02  7.613270E+01  7.613633E+01  1.363547E+02
 3.150000E+02  7.615088E+01  7.615452E+01  1.364125E+02
 3.152500E+02  7.616908E+01  7.617271E+01  1.364702E+02
 3.155000E+02  7.618728E+01  7.619091E+01  1.365279E+02
 3.157500E+02  7.620549E+01  7.620913E+01  1.365856E+02
 3.160000E+02  7.622371E+01  7.622735E+01  1.366433E+02
 3.162500E+02  7.624194E+01  7.624558E+01  1.367010E+02
 3.165000E+02  7.626018E+01  7.626382E+01  1.367586E+02
 3.167500E+02  7.627843E+01  7.628206E+01  1.368163E+02
 3.170000E+02  7.629669E+01  7.630032E+01  1.368739E+02
 3.172500E+02  7.631495E+01  7.631859E+01  1.369315E+02
 3.175000E+02  7.633323E+01  7.633687E+01  1.369891E+02
 3.177500E+02  7.635152E+01  7.635515E+01  1.370467E+02
 3.180000E+02  7.636981E+01  7.637345E+01  1.371042E+02
 3.182500E+02  7.638812E+01  7.639175E+01  1.371618E+02
 3.185000E+02  7.640643E+01  7.641007E+01  1.372193E+02
 3.187500E+02  7.642476E+01  7.642839E+01  1.372768E+02
 3.190000E+02  7.644309E+01  7.644673E+01  1.373343E+02
 3.192500E+02  7.646143E+01  7.646507E+01  1.373918E+02
 3.195000E+02  7.647979E+01  7.648342E+01  1.374492E+02
 3.197500E+02  7.649815E+01  7.650179E+01  1.375067E+02
 3.200000E+02  7.651653E+01  7.652016E+01  1.375641E+02
 3.202500E+02  7.653491E+01  7.653855E+01  1.376216E+02
 3.205000E+02  7.655331E+01  7.655694E+01  1.376790E+02
 3.207500E+02  7.657171E+01  7.657535E+01  1.377364E+02
 3.210000E+02  7.659013E+01  7.659377E+01  1.377938E+02
 3.212500E+02  7.660855E+01  7.661219E+01  1.378512E+02
 3.215000E+02  7.662699E+01  7.663063E+01  1.379085E+02
 3.217500E+02  7.664544E+01  7.664908E+01  1.379659E+02
 3.220000E+02  7.666390E+01  7.666754E+01  1.380232E+02
 3.222500E+02  7.668237E+01  7.668601E+01  1.380806E+02
 3.225000E+02  7.670085E+01  7.670449E+01  1.381379E+02
 3.227500E+02  7.671934E+01  7.672298E+01  1.381952E+02
 3.230000E+02  7.673784E+01  7.674148E+01  1.382525E+02
 3.232500E+02  7.675636E+01  7.675999E+01  1.383098E+02
 3.235000E+02  7.677488E+01  7.677852E+01  1.383671E+02
 3.237500E+02  7.679342E+01  7.679706E+01  1.384244E+02
 3.240000E+02  7.681197E+01  7.681561E+01  1.384817E+02
 3.242500E+02  7.683052E+01  7.683416E+01  1.385389E+02
 3.245000E+02  7.684910E+01  7.685274E+01  1.385962E+02
 3.247500E+02  7.686768E+01  7.687132E+01  1.386534E+02
 3.250000E+02  7.688627E+01  7.688991E+01  1.387107E+02
 3.252500E+02  7.690488E+01  7.690852E+01  1.387679E+02
 3.255000E+02  7.692350E+01  7.692714E+01  1.388251E+02
 3.257500E+02  7.694213E+01  7.694577E+01  1.388823E+02
 3.260000E+02  7.696077E+01  7.696441E+01  1.389395E+02
 3.262500E+02  7.697943E+01  7.698307E+01  1.389967E+02
 3.265000E+02  7.699809E+01  7.700173E+01  1.390539E+02
 3.267500E+02  7.701677E+01  7.702041E+01  1.391111E+02
 3.270000E+02  7.703546E+01  7.703911E+01  1.391683E+02
 3.272500E+02  7.705417E+01  7.705781E+01  1.392255E+02
 3.275000E+02  7.707288E+01  7.707653E+01  1.392826E+02
 3.277500E+02  7.709161E+01  7.709526E+01  1.393398E+02
 3.280000E+02  7.711036E+01  7.711400E+01  1.393970E+02
 3.282500E+02  7.712911E+01  7.713275E+01  1.394541E+02
 3.285000E+02  7.714788E+01  7.715152E+01  1.395113E+02
 3.287500E+02  7.716666E+01  7.717030E+01  1.395684E+02
 3.290000E+02  7.718545E+01  7.718910E+01  1.396256E+02
 3.292500E+02  7.720426E+01  7.720791E+01  1.396827E+02
 3.295000E+02  7.722308E+01  7.722673E+01  1.397399E+02
 3.297500E+02  7.724192E+01  7.724556E+01  1.397970E+02
 3.300000E+02  7.726076E+01  7.726441E+01  1.398542E+02
 3.302500E+02  7.727963E+01  7.728327E+01  1.399113E+02
 3.305000E+02  7.729850E+01  7.730214E+01  1.399684E+02
 3.307500E+02  7.731739E+01  7.732103E+01  1.400255E+02
 3.310000E+02  7.733629E+01  7.733994E+01  1.400827E+02
 3.312500E+02  7.735521E+01  7.735885E+01  1.401398E+02
 3.315000E+02  7.737414E+01  7.737778E+01  1.401969E+02
 3.317500E+02  7.739308E+01  7.739673E+01  1.402541E+02
 3.320000E+02  7.741204E+01  7.741568E+01  1.403112E+02
 3.322500E+02  7.743101E+01  7.743466E+01  1.403683E+02
 3.325000E+02  7.745000E+01  7.745364E+01  1.404254E+02
 3.327500E+02  7.746900E+01  7.747264E+01  1.404826E+02
 3.330000E+02  7.748801E+01  7.749166E+01  1.405397E+02
 3.332500E+02  7.750704E+01  7.751069E+01  1.405968E+02
 3.335000E+02  7.752609E+01  7.752974E+01  1.406539E+02
 3.337500E+02  7.754515E+01  7.754880E+01  1.407111E+02
 3.340000E+02  7.756422E+01  7.756787E+01  1.407682E+02
 3.342500E+02  7.758331E+01  7.758696E+01  1.408253E+02
 3.345000E+02  7.760242E+01  7.760606E+01  1.408825E+02
 3.347500E+02  7.762154E+01  7.762518E+01  1.409396E+02
 3.350000E+02  7.764067E+01  7.764432E+01  1.409967E+02
 3.352500E+02  7.765982E+01  7.766347E+01  1.410539E+02
 3.355000E+02  7.767898E+01  7.768263E+01  1.411110E+02
 3.357500E+02  7.769817E+01  7.770181E+01  1.411682E+02
 3.360000E+02  7.771736E+01  7.772101E+01  1.412253E+02
 3.362500E+02  7.773657E+01  7.774022E+01  1.412825E+02
 3.365000E+02  7.775580E+01  7.775945E+01  1.413396E+02
 3.367500E+02  7.777504E+01  7.777869E+01  1.413968E+02
 3.370000E+02  7.779430E+01  7.779795E+01  1.414540E+02
 3.372500E+02  7.781358E+01  7.781723E+01  1.415112E+02
 3.375000E+02  7.783287E+01  7.783652E+01  1.415683E+02
 3.377500E+02  7.785218E+01  7.785583E+01  1.416255E+02
 3.380000E+02  7.787150E+01  7.787515E+01  1.416827E+02
 3.382500E+02  7.789084E+01  7.789449E+01  1.417399E+02
 3.385000E+02  7.791020E+01  7.791385E+01  1.417971E+02
 3.387500E+02  7.792957E+01  7.793322E+01  1.418543E+02
 3.390000E+02  7.794896E+01  7.795261E+01  1.419116E+02
 3.392500E+02  7.796837E+01  7.797202E+01  1.419688E+02
 3.395000E+02  7.798779E+01  7.799144E+01  1.420260E+02
 3.397500E+02  7.800723E+01  7.801088E+01  1.420833E+02
 3.400000E+02  7.802669E+01  7.803034E+01  1.421405E+02
 3.402500E+02  7.804616E+01  7.804981E+01  1.421978E+02
 3.405000E+02  7.806565E+01  7.806931E+01  1.422550E+02
 3.407500E+02  7.808516E+01  7.808882E+01  1.423123E+02
 3.410000E+02  7.810469E+01  7.810834E+01  1.423696E+02
 3.412500E+02  7.812423E+01  7.812789E+01  1.424269E+02
 3.415000E+02  7.814379E+01  7.814745E+01  1.424842E+02
 3.417500E+02  7.816337E+01  7.816703E+01  1.425415E+02
 3.420000E+02  7.818297E+01  7.818662E+01  1.425988E+02
 3.422500E+02  7.820258E+01  7.820624E+01  1.426561E+02
 3.425000E+02  7.822221E+01  7.822587E+01  1.427135E+02
 3.427500E+02  7.824186E+01  7.824552E+01  1.427708E+02
 3.430000E+02  7.826153E+01  7.826519E+01  1.428282E+02
 3.432500E+02  7.828122E+01  7.828487E+01  1.428856E+02
 3.435000E+02  7.830092E+01  7.830458E+01  1.429430E+02
 3.437500E+02  7.832065E+01  7.832430E+01  1.430004E+02
 3.440000E+02  7.834039E+01  7.834404E+01  1.430578E+02
 3.442500E+02  7.836015E+01  7.836381E+01  1.431152E+02
 3.445000E+02  7.837993E+01  7.838358E+01  1.431726E+02
 3.447500E+02  7.839973E+01  7.840338E+01  1.432301E+02
 3.450000E+02  7.841954E+01  7.842320E+01  1.432875E+02
 3.452500E+02  7.843938E+01  7.844303E+01  1.433450E+02
 3.455000E+02  7.845923E+01  7.846289E+01  1.434025E+02
 3.457500E+02  7.847911E+01  7.848276E+01  1.434600E+02
 3.460000E+02  7.849900E+01  7.850266E+01  1.435175E+02
 3.462500E+02  7.851891E+01  7.852257E+01  1.435750E+02
 3.465000E+02  7.853884E+01  7.854250E+01  1.436326E+02
 3.467500E+02  7.855879E+01  7.856245E+01  1.436901E+02
 3.470000E+02  7.857877E+01  7.858242E+01  1.437477E+02
 3.472500E+02  7.859876E+01  7.860242E+01  1.438053E+02
 3.475000E+02  7.861877E+01  7.862243E+01  1.438629E+02
 3.477500E+02  7.863880E+01  7.864246E+01  1.439205E+02
 3.480000E+02  7.865885E+01  7.866251E+01  1.439782E+02
 3.482500E+02  7.867892E+01  7.868258E+01  1.440358E+02
 3.485000E+02  7.869901E+01  7.870267E+01  1.440935E+02
 3.487500E+02  7.871912E+01  7.872278E+01  1.441512E+02
 3.490000E+02  7.873925E+01  7.874291E+01  1.442089E+02
 3.492500E+02  7.875940E+01  7.876306E+01  1.442666E+02
 3.495000E+02  7.877958E+01  7.878324E+01  1.443244E+02
 3.497500E+02  7.879977E+01  7.880343E+01  1.443821E+02
 3.500000E+02  7.881998E+01  7.882364E+01  1.444399E+02
 3.502500E+02  7.884022E+01  7.884388E+01  1.444977E+02
 3.505000E+02  7.886048E+01  7.886414E+01  1.445555E+02
 3.507500E+02  7.888075E+01  7.888441E+01  1.446133E+02
 3.510000E+02  7.890105E+01  7.890471E+01  1.446712E+02
 3.512500E+02  7.892137E+01  7.892503E+01  1.447290E+02
 3.515000E+02  7.894171E+01  7.894537E+01  1.447869E+02
 3.517500E+02  7.896207E+01  7.896574E+01  1.448449E+02
 3.520000E+02  7.898246E+01  7.898612E+01  1.449028E+02
 3.522500E+02  7.900286E+01  7.900653E+01  1.449607E+02
 3.525000E+02  7.902329E+01  7.902695E+01  1.450187E+02
 3.527500E+02  7.904374E+01  7.904740E+01  1.450767E+02
 3.530000E+02  7.906421E+01  7.906788E+01  1.451347E+02
 3.532500E+02  7.908471E+01  7.908837E+01  1.451927E+02
 3.535000E+02  7.910522E+01  7.910889E+01  1.452508E+02
 3.537500E+02  7.912576E+01  7.912942E+01  1.453089E+02
 3.540000E+02  7.914632E+01  7.914998E+01  1.453670E+02
 3.542500E+02  7.916690E+01  7.917057E+01  1.454251E+02
 3.545000E+02  7.918751E+01  7.919117E+01  1.454833E+02
 3.547500E+02  7.920814E+01  7.921180E+01  1.455414E+02
 3.550000E+02  7.922879E+01  7.923245E+01  1.455996E+02
 3.552500E+02  7.924946E+01  7.925313E+01  1.456578E+02
