#         T/K            w1            w2            w3            w5            d1            d2          d1w1         d1w2A         d1w2B          d1w3          d1w4          d2w1          d2w2
 2.500000E+02  5.735735E-04  6.278845E-05  1.876131E-05  3.368122E-01  8.372789E-02  2.518485E-02  1.301978E-01  2.034055E-03  4.534381E-02  9.784742E-02  1.085118E-01  1.691342E-01  5.508358E-04
 2.502500E+02  5.803112E-04  6.386660E-05  1.900498E-05  3.370110E-01  8.400214E-02  2.515677E-02  1.305327E-01  2.050435E-03  4.543838E-02  9.784719E-02  1.081941E-01  1.685547E-01  5.493873E-04
 2.505000E+02  5.871316E-04  6.496260E-05  1.925165E-05  3.372106E-01  8.427744E-02  2.512834E-02  1.308682E-01  2.066908E-03  4.553279E-02  9.784601E-02  1.078762E-01  1.679743E-01  5.479287E-04
 2.507500E+02  5.940186E-04  6.607524E-05  1.950101E-05  3.374097E-01  8.455253E-02  2.509969E-02  1.312030E-01  2.083469E-03  4.562694E-02  9.784428E-02  1.075593E-01  1.673949E-01  5.464704E-04
 2.510000E+02  6.009726E-04  6.720473E-05  1.975311E-05  3.376085E-01  8.482741E-02  2.507083E-02  1.315373E-01  2.100120E-03  4.572084E-02  9.784201E-02  1.072434E-01  1.668167E-01  5.450123E-04
 2.512500E+02  6.079942E-04  6.835130E-05  2.000795E-05  3.378069E-01  8.510206E-02  2.504175E-02  1.318709E-01  2.116860E-03  4.581447E-02  9.783920E-02  1.069284E-01  1.662396E-01  5.435544E-04
 2.515000E+02  6.150839E-04  6.951516E-05  2.026557E-05  3.380048E-01  8.537650E-02  2.501247E-02  1.322038E-01  2.133688E-03  4.590785E-02  9.783584E-02  1.066145E-01  1.656635E-01  5.420968E-04
 2.517500E+02  6.222421E-04  7.069654E-05  2.052599E-05  3.382024E-01  8.565071E-02  2.498298E-02  1.325362E-01  2.150606E-03  4.600097E-02  9.783195E-02  1.063015E-01  1.650886E-01  5.406395E-04
 2.520000E+02  6.294694E-04  7.189567E-05  2.078923E-05  3.383995E-01  8.592468E-02  2.495329E-02  1.328679E-01  2.167613E-03  4.609383E-02  9.782753E-02  1.059894E-01  1.645148E-01  5.391827E-04
 2.522500E+02  6.367662E-04  7.311277E-05  2.105532E-05  3.385963E-01  8.619842E-02  2.492339E-02  1.331990E-01  2.184710E-03  4.618642E-02  9.782257E-02  1.056784E-01  1.639422E-01  5.377262E-04
 2.525000E+02  6.441332E-04  7.434807E-05  2.132428E-05  3.387926E-01  8.647192E-02  2.489329E-02  1.335295E-01  2.201897E-03  4.627876E-02  9.781707E-02  1.053683E-01  1.633707E-01  5.362701E-04
 2.527500E+02  6.515708E-04  7.560182E-05  2.159614E-05  3.389885E-01  8.674517E-02  2.486299E-02  1.338593E-01  2.219173E-03  4.637082E-02  9.781105E-02  1.050591E-01  1.628003E-01  5.348146E-04
 2.530000E+02  6.590794E-04  7.687424E-05  2.187091E-05  3.391840E-01  8.701817E-02  2.483250E-02  1.341885E-01  2.236539E-03  4.646263E-02  9.780451E-02  1.047509E-01  1.622311E-01  5.333596E-04
 2.532500E+02  6.666598E-04  7.816558E-05  2.214864E-05  3.393791E-01  8.729092E-02  2.480181E-02  1.345170E-01  2.253996E-03  4.655417E-02  9.779744E-02  1.044437E-01  1.616630E-01  5.319051E-04
 2.535000E+02  6.743123E-04  7.947607E-05  2.242933E-05  3.395738E-01  8.756342E-02  2.477092E-02  1.348448E-01  2.271542E-03  4.664544E-02  9.778984E-02  1.041374E-01  1.610961E-01  5.304512E-04
 2.537500E+02  6.820374E-04  8.080596E-05  2.271303E-05  3.397681E-01  8.783565E-02  2.473984E-02  1.351720E-01  2.289179E-03  4.673645E-02  9.778173E-02  1.038321E-01  1.605304E-01  5.289979E-04
 2.540000E+02  6.898358E-04  8.215550E-05  2.299974E-05  3.399620E-01  8.810762E-02  2.470857E-02  1.354986E-01  2.306907E-03  4.682719E-02  9.777310E-02  1.035277E-01  1.599659E-01  5.275453E-04
 2.542500E+02  6.977080E-04  8.352493E-05  2.328950E-05  3.401554E-01  8.837931E-02  2.467711E-02  1.358244E-01  2.324725E-03  4.691767E-02  9.776395E-02  1.032242E-01  1.594025E-01  5.260934E-04
