#         T/K            w1            w2            w3            w5            d1            d2          d1w1         d1w2A         d1w2B          d1w3          d1w4          d2w1          d2w2
 2.500000E+02  1.621025E-02  8.872592E-04  1.767432E-04  1.903788E+00  2.366306E+00  3.558853E-01  1.839816E+00  1.916206E-02  4.271668E-01  6.913375E-01  6.133492E-01  1.593349E+00  3.891911E-03
 2.502500E+02  1.639987E-02  9.024503E-04  1.790300E-04  1.904818E+00  2.373941E+00  3.554712E-01  1.844459E+00  1.931542E-02  4.280368E-01  6.913021E-01  6.115234E-01  1.587812E+00  3.881487E-03
 2.505000E+02  1.659181E-02  9.178921E-04  1.813447E-04  1.905853E+00  2.381604E+00  3.550521E-01  1.849108E+00  1.946965E-02  4.289051E-01  6.912599E-01  6.096968E-01  1.582267E+00  3.870992E-03
 2.507500E+02  1.678560E-02  9.335675E-04  1.836846E-04  1.906885E+00  2.389261E+00  3.546299E-01  1.853748E+00  1.962469E-02  4.297710E-01  6.912138E-01  6.078760E-01  1.576733E+00  3.860500E-03
 2.510000E+02  1.698128E-02  9.494793E-04  1.860500E-04  1.907915E+00  2.396911E+00  3.542047E-01  1.858380E+00  1.978056E-02  4.306343E-01  6.911639E-01  6.060608E-01  1.571209E+00  3.850011E-03
 2.512500E+02  1.717884E-02  9.656308E-04  1.884411E-04  1.908942E+00  2.404553E+00  3.537766E-01  1.863001E+00  1.993724E-02  4.314950E-01  6.911101E-01  6.042513E-01  1.565696E+00  3.839524E-03
 2.515000E+02  1.737830E-02  9.820250E-04  1.908581E-04  1.909967E+00  2.412189E+00  3.533456E-01  1.867614E+00  2.009476E-02  4.323533E-01  6.910525E-01  6.024474E-01  1.560194E+00  3.829040E-03
 2.517500E+02  1.757968E-02  9.986651E-04  1.933012E-04  1.910990E+00  2.419818E+00  3.529117E-01  1.872217E+00  2.025309E-02  4.332090E-01  6.909910E-01  6.006492E-01  1.554703E+00  3.818559E-03
 2.520000E+02  1.778300E-02  1.015554E-03  1.957706E-04  1.912010E+00  2.427439E+00  3.524749E-01  1.876811E+00  2.041225E-02  4.340621E-01  6.909258E-01  5.988567E-01  1.549224E+00  3.808082E-03
 2.522500E+02  1.798825E-02  1.032695E-03  1.982666E-04  1.913027E+00  2.435052E+00  3.520352E-01  1.881395E+00  2.057224E-02  4.349127E-01  6.908568E-01  5.970697E-01  1.543755E+00  3.797608E-03
 2.525000E+02  1.819547E-02  1.050092E-03  2.007894E-04  1.914042E+00  2.442658E+00  3.515928E-01  1.885970E+00  2.073305E-02  4.357607E-01  6.907840E-01  5.952884E-01  1.538298E+00  3.787139E-03
 2.527500E+02  1.840466E-02  1.067747E-03  2.033392E-04  1.915055E+00  2.450256E+00  3.511476E-01  1.890535E+00  2.089470E-02  4.366061E-01  6.907075E-01  5.935126E-01  1.532852E+00  3.776674E-03
 2.530000E+02  1.861584E-02  1.085665E-03  2.059162E-04  1.916065E+00  2.457847E+00  3.506996E-01  1.895091E+00  2.105718E-02  4.374490E-01  6.906273E-01  5.917424E-01  1.527417E+00  3.766214E-03
 2.532500E+02  1.882902E-02  1.103847E-03  2.085207E-04  1.917073E+00  2.465429E+00  3.502489E-01  1.899637E+00  2.122048E-02  4.382892E-01  6.905433E-01  5.899777E-01  1.521994E+00  3.755758E-03
 2.535000E+02  1.904422E-02  1.122299E-03  2.111530E-04  1.918078E+00  2.473004E+00  3.497955E-01  1.904173E+00  2.138462E-02  4.391269E-01  6.904557E-01  5.882186E-01  1.516582E+00  3.745308E-03
 2.537500E+02  1.926144E-02  1.141022E-03  2.138131E-04  1.919081E+00  2.480570E+00  3.493393E-01  1.908699E+00  2.154960E-02  4.399619E-01  6.903643E-01  5.864651E-01  1.511182E+00  3.734862E-03
 2.540000E+02  1.948072E-02  1.160021E-03  2.165015E-04  1.920081E+00  2.488128E+00  3.488806E-01  1.913215E+00  2.171541E-02  4.407944E-01  6.902693E-01  5.847170E-01  1.505793E+00  3.724423E-03
 2.542500E+02  1.970205E-02  1.179299E-03  2.192182E-04  1.921079E+00  2.495677E+00  3.484192E-01  1.917722E+00  2.188205E-02  4.416242E-01  6.901707E-01  5.829744E-01  1.500416E+00  3.713989E-03
 2.545000E+02  1.992546E-02  1.198859E-03  2.219636E-04  1.922074E+00  2.503218E+00  3.479552E-01  1.922219E+00  2.204953E-02  4.424514E-01  6.900684E-01  5.812373E-01  1.495051E+00  3.703562E-03
 2.547500E+02  2.015096E-02  1.218706E-03  2.247379E-04  1.923067E+00  2.510750E+00  3.474887E-01  1.926705E+00  2.221785E-02  4.432760E-01  6.899625E-01  5.795056E-01  1.489697E+00  3.693140E-03
 2.550000E+02  2.037856E-02  1.238842E-03  2.275413E-04  1.924057E+00  2.518273E+00  3.470196E-01  1.931182E+00  2.238701E-02  4.440980E-01  6.898530E-01  5.777794E-01  1.484355E+00  3.682726E-03
 2.552500E+02  2.060828E-02  1.259271E-03  2.303741E-04  1.925045E+00  2.525788E+00  3.465479E-01  1.935648E+00  2.255701E-02  4.449173E-01  6.897399E-01  5.760587E-01  1.479026E+00  3.672318E-03
 2.555000E+02  2.084014E-02  1.279997E-03  2.332365E-04  1.926031E+00  2.533293E+00  3.460738E-01  1.940104E+00  2.272785E-02  4.457340E-01  6.896232E-01  5.743433E-01  1.473708E+00  3.661917E-03
