#         T/K            w1            w2            w3            w5            d1            d2          d1w1         d1w2A         d1w2B          d1w3          d1w4          d2w1          d2w2
 2.500000E+02  1.657731E-02  1.011752E-03  2.247324E-04  3.009822E+00  1.873846E+00  2.433388E-01  1.624564E+00  1.886705E-02  4.205905E-01  7.590171E-01  7.508770E-01  1.214819E+00  3.308744E-03
 2.502500E+02  1.676921E-02  1.028951E-03  2.276127E-04  3.011083E+00  1.879802E+00  2.430613E-01  1.628585E+00  1.901713E-02  4.214264E-01  7.589406E-01  7.486042E-01  1.210625E+00  3.299955E-03
 2.505000E+02  1.696321E-02  1.046421E-03  2.305259E-04  3.012346E+00  1.885767E+00  2.427811E-01  1.632605E+00  1.916801E-02  4.222603E-01  7.588582E-01  7.463344E-01  1.206432E+00  3.291135E-03
 2.507500E+02  1.715907E-02  1.064152E-03  2.334706E-04  3.013605E+00  1.891727E+00  2.424988E-01  1.636617E+00  1.931970E-02  4.230917E-01  7.587717E-01  7.440719E-01  1.202247E+00  3.282316E-03
 2.510000E+02  1.735680E-02  1.082149E-03  2.364469E-04  3.014861E+00  1.897681E+00  2.422145E-01  1.640621E+00  1.947218E-02  4.239206E-01  7.586811E-01  7.418168E-01  1.198070E+00  3.273500E-03
 2.512500E+02  1.755641E-02  1.100414E-03  2.394551E-04  3.016114E+00  1.903630E+00  2.419282E-01  1.644616E+00  1.962545E-02  4.247471E-01  7.585864E-01  7.395690E-01  1.193901E+00  3.264686E-03
 2.515000E+02  1.775791E-02  1.118952E-03  2.424955E-04  3.017363E+00  1.909572E+00  2.416400E-01  1.648603E+00  1.977953E-02  4.255710E-01  7.584877E-01  7.373284E-01  1.189740E+00  3.255874E-03
 2.517500E+02  1.796133E-02  1.137765E-03  2.455684E-04  3.018610E+00  1.915508E+00  2.413497E-01  1.652582E+00  1.993441E-02  4.263924E-01  7.583851E-01  7.350952E-01  1.185588E+00  3.247064E-03
 2.520000E+02  1.816667E-02  1.156857E-03  2.486740E-04  3.019852E+00  1.921439E+00  2.410575E-01  1.656552E+00  2.009009E-02  4.272113E-01  7.582784E-01  7.328692E-01  1.181444E+00  3.238258E-03
 2.522500E+02  1.837394E-02  1.176232E-03  2.518127E-04  3.021092E+00  1.927363E+00  2.407634E-01  1.660514E+00  2.024657E-02  4.280278E-01  7.581677E-01  7.306504E-01  1.177308E+00  3.229455E-03
 2.525000E+02  1.858317E-02  1.195893E-03  2.549846E-04  3.022328E+00  1.933280E+00  2.404674E-01  1.664468E+00  2.040386E-02  4.288417E-01  7.580531E-01  7.284389E-01  1.173181E+00  3.220655E-03
 2.527500E+02  1.879436E-02  1.215844E-03  2.581901E-04  3.023561E+00  1.939192E+00  2.401695E-01  1.668412E+00  2.056195E-02  4.296530E-01  7.579346E-01  7.262345E-01  1.169062E+00  3.211859E-03
 2.530000E+02  1.900753E-02  1.236088E-03  2.614295E-04  3.024790E+00  1.945097E+00  2.398697E-01  1.672349E+00  2.072084E-02  4.304619E-01  7.578121E-01  7.240373E-01  1.164952E+00  3.203066E-03
 2.532500E+02  1.922270E-02  1.256629E-03  2.647030E-04  3.026017E+00  1.950995E+00  2.395680E-01  1.676276E+00  2.088055E-02  4.312682E-01  7.576857E-01  7.218473E-01  1.160851E+00  3.194278E-03
 2.535000E+02  1.943987E-02  1.277472E-03  2.680110E-04  3.027240E+00  1.956886E+00  2.392645E-01  1.680196E+00  2.104106E-02  4.320720E-01  7.575555E-01  7.196644E-01  1.156758E+00  3.185494E-03
 2.537500E+02  1.965906E-02  1.298619E-03  2.713536E-04  3.028459E+00  1.962771E+00  2.389592E-01  1.684106E+00  2.120238E-02  4.328732E-01  7.574214E-01  7.174886E-01  1.152674E+00  3.176714E-03
 2.540000E+02  1.988029E-02  1.320074E-03  2.747313E-04  3.029676E+00  1.968649E+00  2.386521E-01  1.688007E+00  2.136452E-02  4.336718E-01  7.572834E-01  7.153198E-01  1.148599E+00  3.167939E-03
 2.542500E+02  2.010357E-02  1.341842E-03  2.781442E-04  3.030889E+00  1.974521E+00  2.383432E-01  1.691900E+00  2.152746E-02  4.344680E-01  7.571416E-01  7.131582E-01  1.144532E+00  3.159169E-03
 2.545000E+02  2.032892E-02  1.363926E-03  2.815927E-04  3.032098E+00  1.980385E+00  2.380325E-01  1.695784E+00  2.169122E-02  4.352615E-01  7.569961E-01  7.110036E-01  1.140475E+00  3.150403E-03
 2.547500E+02  2.055634E-02  1.386331E-03  2.850770E-04  3.033305E+00  1.986242E+00  2.377201E-01  1.699659E+00  2.185579E-02  4.360525E-01  7.568467E-01  7.088560E-01  1.136426E+00  3.141644E-03
 2.550000E+02  2.078585E-02  1.409059E-03  2.885976E-04  3.034508E+00  1.992092E+00  2.374060E-01  1.703526E+00  2.202118E-02  4.368409E-01  7.566935E-01  7.067154E-01  1.132386E+00  3.132889E-03
 2.552500E+02  2.101748E-02  1.432116E-03  2.921545E-04  3.035708E+00  1.997935E+00  2.370902E-01  1.707383E+00  2.218739E-02  4.376268E-01  7.565367E-01  7.045818E-01  1.128355E+00  3.124141E-03
 2.555000E+02  2.125123E-02  1.455505E-03  2.957483E-04  3.036905E+00  2.003770E+00  2.367726E-01  1.711231E+00  2.235441E-02  4.384101E-01  7.563760E-01  7.024552E-01  1.124334E+00  3.115398E-03
 2.557500E+02  2.148711E-02  1.479230E-03  2.993790E-04  3.038098E+00  2.009599E+00  2.364534E-01  1.715070E+00  2.252224E-02  4.391907E-01  7.562117E-01  7.003355E-01  1.120321E+00  3.106661E-03
 2.560000E+02  2.172515E-02  1.503295E-03  3.030472E-04  3.039288E+00  2.015419E+00  2.361326E-01  1.718901E+00  2.269090E-02  4.399688E-01  7.560437E-01  6.982227E-01  1.116317E+00  3.097931E-03
 2.562500E+02  2.196535E-02  1.527705E-03  3.067530E-04  3.040475E+00  2.021232E+00  2.358101E-01  1.722722E+00  2.286038E-02  4.407444E-01  7.558720E-01  6.961169E-01  1.112323E+00  3.089207E-03
 2.565000E+02  2.220773E-02  1.552464E-03  3.104967E-04  3.041658E+00  2.027038E+00  2.354860E-01  1.726534E+00  2.303068E-02  4.415173E-01  7.556967E-01  6.940179E-01  1.108338E+00  3.080490E-03
 2.567500E+02  2.245232E-02  1.577576E-03  3.142787E-04  3.042838E+00  2.032836E+00  2.351603E-01  1.730337E+00  2.320180E-02  4.422876E-01  7.555177E-01  6.919258E-01  1.104362E+00  3.071780E-03
 2.570000E+02  2.269911E-02  1.603045E-03  3.180993E-04  3.044015E+00  2.038626E+00  2.348330E-01  1.734130E+00  2.337374E-02  4.430553E-01  7.553351E-01  6.898405E-01  1.100395E+00  3.063076E-03
 2.572500E+02  2.294813E-02  1.628876E-03  3.219587E-04  3.045189E+00  2.044408E+00  2.345041E-01  1.737915E+00  2.354651E-02  4.438204E-01  7.551489E-01  6.877620E-01  1.096438E+00  3.054381E-03
 2.575000E+02  2.319939E-02  1.655074E-03  3.258574E-04  3.046359E+00  2.050182E+00  2.341737E-01  1.741690E+00  2.372010E-02  4.445829E-01  7.549591E-01  6.856904E-01  1.092489E+00  3.045692E-03
 2.577500E+02  2.345291E-02  1.681641E-03  3.297955E-04  3.047526E+00  2.055949E+00  2.338418E-01  1.745456E+00  2.389452E-02  4.453428E-01  7.547658E-01  6.836255E-01  1.088551E+00  3.037011E-03
 2.580000E+02  2.370870E-02  1.708584E-03  3.337735E-04  3.048690E+00  2.061707E+00  2.335083E-01  1.749213E+00  2.406977E-02  4.461001E-01  7.545689E-01  6.815674E-01  1.084622E+00  3.028339E-03
 2.582500E+02  2.396678E-02  1.735906E-03  3.377915E-04  3.049851E+00  2.067457E+00  2.331734E-01  1.752960E+00  2.424584E-02  4.468548E-01  7.543685E-01  6.795161E-01  1.080702E+00  3.019674E-03
 2.585000E+02  2.422716E-02  1.763612E-03  3.418501E-04  3.051008E+00  2.073199E+00  2.328370E-01  1.756698E+00  2.442274E-02  4.476068E-01  7.541646E-01  6.774714E-01  1.076791E+00  3.011017E-03
 2.587500E+02  2.448986E-02  1.791706E-03  3.459493E-04  3.052162E+00  2.078933E+00  2.324991E-01  1.760426E+00  2.460047E-02  4.483562E-01  7.539573E-01  6.754335E-01  1.072891E+00  3.002369E-03
 2.590000E+02  2.475489E-02  1.820194E-03  3.500897E-04  3.053312E+00  2.084658E+00  2.321599E-01  1.764145E+00  2.477903E-02  4.491030E-01  7.537464E-01  6.734023E-01  1.068999E+00  2.993729E-03
 2.592500E+02  2.502227E-02  1.849080E-03  3.542715E-04  3.054460E+00  2.090375E+00  2.318191E-01  1.767855E+00  2.495842E-02  4.498472E-01  7.535321E-01  6.713777E-01  1.065118E+00  2.985098E-03
 2.595000E+02  2.529202E-02  1.878368E-03  3.584950E-04  3.055604E+00  2.096084E+00  2.314770E-01  1.771555E+00  2.513864E-02  4.505887E-01  7.533144E-01  6.693598E-01  1.061246E+00  2.976476E-03
 2.597500E+02  2.556415E-02  1.908064E-03  3.627605E-04  3.056745E+00  2.101783E+00  2.311335E-01  1.775245E+00  2.531970E-02  4.513276E-01  7.530933E-01  6.673485E-01  1.057383E+00  2.967863E-03
 2.600000E+02  2.583867E-02  1.938173E-03  3.670685E-04  3.057882E+00  2.107475E+00  2.307886E-01  1.778926E+00  2.550159E-02  4.520639E-01  7.528688E-01  6.653438E-01  1.053531E+00  2.959260E-03
 2.602500E+02  2.611560E-02  1.968698E-03  3.714191E-04  3.059016E+00  2.113157E+00  2.304424E-01  1.782597E+00  2.568431E-02  4.527975E-01  7.526409E-01  6.633456E-01  1.049688E+00  2.950666E-03
 2.605000E+02  2.639497E-02  1.999646E-03  3.758128E-04  3.060147E+00  2.118831E+00  2.300949E-01  1.786259E+00  2.586787E-02  4.535285E-01  7.524097E-01  6.613541E-01  1.045855E+00  2.942081E-03
 2.607500E+02  2.667677E-02  2.031020E-03  3.802498E-04  3.061275E+00  2.124496E+00  2.297460E-01  1.789911E+00  2.605226E-02  4.542568E-01  7.521752E-01  6.593691E-01  1.042031E+00  2.933507E-03
 2.610000E+02  2.696104E-02  2.062827E-03  3.847306E-04  3.062399E+00  2.130152E+00  2.293958E-01  1.793554E+00  2.623749E-02  4.549825E-01  7.519373E-01  6.573906E-01  1.038218E+00  2.924942E-03
 2.612500E+02  2.724778E-02  2.095071E-03  3.892554E-04  3.063520E+00  2.135799E+00  2.290444E-01  1.797187E+00  2.642356E-02  4.557056E-01  7.516962E-01  6.554187E-01  1.034414E+00  2.916387E-03
 2.615000E+02  2.753702E-02  2.127757E-03  3.938246E-04  3.064638E+00  2.141438E+00  2.286917E-01  1.800810E+00  2.661046E-02  4.564260E-01  7.514517E-01  6.534532E-01  1.030620E+00  2.907843E-03
 2.617500E+02  2.782876E-02  2.160890E-03  3.984385E-04  3.065752E+00  2.147067E+00  2.283377E-01  1.804423E+00  2.679820E-02  4.571437E-01  7.512041E-01  6.514942E-01  1.026836E+00  2.899309E-03
 2.620000E+02  2.812302E-02  2.194476E-03  4.030974E-04  3.066864E+00  2.152687E+00  2.279826E-01  1.808026E+00  2.698678E-02  4.578588E-01  7.509531E-01  6.495417E-01  1.023062E+00  2.890785E-03
 2.622500E+02  2.841983E-02  2.228520E-03  4.078018E-04  3.067972E+00  2.158297E+00  2.276262E-01  1.811620E+00  2.717621E-02  4.585713E-01  7.506990E-01  6.475956E-01  1.019298E+00  2.882273E-03
 2.625000E+02  2.871919E-02  2.263027E-03  4.125518E-04  3.069076E+00  2.163899E+00  2.272686E-01  1.815204E+00  2.736647E-02  4.592811E-01  7.504417E-01  6.456559E-01  1.015544E+00  2.873771E-03
 2.627500E+02  2.902112E-02  2.298002E-03  4.173480E-04  3.070177E+00  2.169491E+00  2.269098E-01  1.818778E+00  2.755757E-02  4.599882E-01  7.501812E-01  6.437226E-01  1.011800E+00  2.865281E-03
 2.630000E+02  2.932565E-02  2.333451E-03  4.221906E-04  3.071275E+00  2.175074E+00  2.265499E-01  1.822342E+00  2.774952E-02  4.606927E-01  7.499175E-01  6.417957E-01  1.008065E+00  2.856801E-03
 2.632500E+02  2.963278E-02  2.369380E-03  4.270800E-04  3.072370E+00  2.180647E+00  2.261889E-01  1.825897E+00  2.794231E-02  4.613945E-01  7.496507E-01  6.398751E-01  1.004341E+00  2.848333E-03
 2.635000E+02  2.994253E-02  2.405793E-03  4.320166E-04  3.073462E+00  2.186211E+00  2.258267E-01  1.829441E+00  2.813594E-02  4.620937E-01  7.493808E-01  6.379609E-01  1.000627E+00  2.839877E-03
 2.637500E+02  3.025492E-02  2.442697E-03  4.370006E-04  3.074550E+00  2.191766E+00  2.254634E-01  1.832976E+00  2.833042E-02  4.627902E-01  7.491078E-01  6.360530E-01  9.969234E-01  2.831432E-03
