#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.500000E+02  3.082182E-02  3.006712E-02  1.654386E-04                                 112
 2.502500E+02  3.082309E-02  3.006712E-02  1.655418E-04                                 112
 2.505000E+02  3.082437E-02  3.006712E-02  1.656865E-04                                 112
 2.507500E+02  3.082564E-02  3.006712E-02  1.657622E-04                                 112
 2.510000E+02  3.082692E-02  3.006712E-02  1.658372E-04                                 112
 2.512500E+02  3.082820E-02  3.006712E-02  1.659115E-04                                 112
 2.515000E+02  3.082948E-02  3.006712E-02  1.659850E-04                                 112
 2.517500E+02  3.083076E-02  3.006712E-02  1.660578E-04                                 112
 2.520000E+02  3.083204E-02  3.006712E-02  1.661298E-04                                 112
 2.522500E+02  3.083332E-02  3.006712E-02  1.662011E-04                                 112
 2.525000E+02  3.083460E-02  3.006712E-02  1.662717E-04                                 112
 2.527500E+02  3.083588E-02  3.006712E-02  1.663416E-04                                 112
 2.530000E+02  3.083717E-02  3.006712E-02  1.664107E-04                                 112
 2.532500E+02  3.083845E-02  3.006712E-02  1.664792E-04                                 112
 2.535000E+02  3.083973E-02  3.006712E-02  1.665469E-04                                 112
 2.537500E+02  3.084102E-02  3.006712E-02  1.666140E-04                                 112
 2.540000E+02  3.084230E-02  3.006712E-02  1.666803E-04                                 112
 2.542500E+02  3.084359E-02  3.006712E-02  1.667460E-04                                 112
 2.545000E+02  3.084487E-02  3.006712E-02  1.668110E-04                                 112
 2.547500E+02  3.084616E-02  3.006712E-02  1.668753E-04                                 112
 2.550000E+02  3.084745E-02  3.006712E-02  1.669389E-04                                 112
 2.552500E+02  3.084873E-02  3.006712E-02  1.670019E-04                                 112
 2.555000E+02  3.085002E-02  3.006712E-02  1.670642E-04                                 112
 2.557500E+02  3.085131E-02  3.006712E-02  1.671258E-04                                 112
 2.560000E+02  3.085260E-02  3.006712E-02  1.671868E-04                                 112
 2.562500E+02  3.085389E-02  3.006712E-02  1.672472E-04                                 112
 2.565000E+02  3.085518E-02  3.006712E-02  1.673069E-04                                 112
 2.567500E+02  3.085647E-02  3.006712E-02  1.673659E-04                                 112
 2.570000E+02  3.085776E-02  3.006712E-02  1.674243E-04                                 112
 2.572500E+02  3.085906E-02  3.006712E-02  1.674821E-04                                 112
 2.575000E+02  3.086035E-02  3.006712E-02  1.675393E-04                                 112
 2.577500E+02  3.086164E-02  3.006712E-02  1.675959E-04                                 112
 2.580000E+02  3.086293E-02  3.006712E-02  1.676518E-04                                 112
 2.582500E+02  3.086423E-02  3.006712E-02  1.677072E-04                                 112
 2.585000E+02  3.086552E-02  3.006712E-02  1.677619E-04                                 112
 2.587500E+02  3.086682E-02  3.006712E-02  1.678161E-04                                 112
 2.590000E+02  3.086811E-02  3.006712E-02  1.678696E-04                                 112
 2.592500E+02  3.086941E-02  3.006712E-02  1.679226E-04                                 112
 2.595000E+02  3.087070E-02  3.006712E-02  1.679750E-04                                 112
 2.597500E+02  3.087200E-02  3.006712E-02  1.680269E-04                                 112
 2.600000E+02  3.087330E-02  3.006712E-02  1.680782E-04                                 112
 2.602500E+02  3.087459E-02  3.006712E-02  1.681289E-04                                 112
 2.605000E+02  3.087589E-02  3.006712E-02  1.681790E-04                                 112
 2.607500E+02  3.087719E-02  3.006712E-02  1.682287E-04                                 112
 2.610000E+02  3.087849E-02  3.006712E-02  1.682778E-04                                 112
 2.612500E+02  3.087979E-02  3.006712E-02  1.683263E-04                                 112
 2.615000E+02  3.088109E-02  3.006712E-02  1.683743E-04                                 112
 2.617500E+02  3.088239E-02  3.006712E-02  1.684218E-04                                 112
 2.620000E+02  3.088369E-02  3.006712E-02  1.684688E-04                                 112
 2.622500E+02  3.088499E-02  3.006712E-02  1.685153E-04                                 112
 2.625000E+02  3.088629E-02  3.006712E-02  1.685613E-04                                 112
 2.627500E+02  3.088759E-02  3.006712E-02  1.686067E-04                                 112
 2.630000E+02  3.088890E-02  3.006712E-02  1.686517E-04                                 112
 2.632500E+02  3.089020E-02  3.006712E-02  1.686962E-04                                 112
 2.635000E+02  3.089150E-02  3.006712E-02  1.687403E-04                                 112
 2.637500E+02  3.089280E-02  3.006712E-02  1.687838E-04                                 112
 2.640000E+02  3.089411E-02  3.006712E-02  1.688269E-04                                 112
 2.642500E+02  3.089541E-02  3.006712E-02  1.688696E-04                                 112
 2.645000E+02  3.089672E-02  3.006712E-02  1.689118E-04                                 112
 2.647500E+02  3.089802E-02  3.006712E-02  1.689535E-04                                 112
