#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.500000E+02  4.021699E+01  4.021738E+01
 2.502500E+02  4.023647E+01  4.023687E+01
 2.505000E+02  4.025594E+01  4.025634E+01
 2.507500E+02  4.027540E+01  4.027580E+01
 2.510000E+02  4.029485E+01  4.029524E+01
 2.512500E+02  4.031428E+01  4.031468E+01
 2.515000E+02  4.033370E+01  4.033410E+01
 2.517500E+02  4.035311E+01  4.035351E+01
 2.520000E+02  4.037251E+01  4.037291E+01
 2.522500E+02  4.039190E+01  4.039230E+01
 2.525000E+02  4.041128E+01  4.041167E+01
 2.527500E+02  4.043064E+01  4.043104E+01
 2.530000E+02  4.044999E+01  4.045039E+01
 2.532500E+02  4.046933E+01  4.046973E+01
 2.535000E+02  4.048866E+01  4.048906E+01
 2.537500E+02  4.050798E+01  4.050838E+01
 2.540000E+02  4.052729E+01  4.052768E+01
 2.542500E+02  4.054658E+01  4.054698E+01
 2.545000E+02  4.056587E+01  4.056626E+01
 2.547500E+02  4.058514E+01  4.058554E+01
 2.550000E+02  4.060440E+01  4.060480E+01
 2.552500E+02  4.062365E+01  4.062405E+01
 2.555000E+02  4.064289E+01  4.064329E+01
 2.557500E+02  4.066212E+01  4.066252E+01
 2.560000E+02  4.068134E+01  4.068174E+01
 2.562500E+02  4.070054E+01  4.070094E+01
 2.565000E+02  4.071974E+01  4.072014E+01
 2.567500E+02  4.073892E+01  4.073932E+01
 2.570000E+02  4.075810E+01  4.075849E+01
 2.572500E+02  4.077726E+01  4.077766E+01
 2.575000E+02  4.079641E+01  4.079681E+01
 2.577500E+02  4.081555E+01  4.081595E+01
 2.580000E+02  4.083468E+01  4.083508E+01
 2.582500E+02  4.085380E+01  4.085420E+01
 2.585000E+02  4.087291E+01  4.087331E+01
 2.587500E+02  4.089201E+01  4.089241E+01
 2.590000E+02  4.091109E+01  4.091149E+01
 2.592500E+02  4.093017E+01  4.093057E+01
 2.595000E+02  4.094924E+01  4.094964E+01
 2.597500E+02  4.096829E+01  4.096869E+01
 2.600000E+02  4.098734E+01  4.098774E+01
 2.602500E+02  4.100637E+01  4.100677E+01
 2.605000E+02  4.102539E+01  4.102580E+01
 2.607500E+02  4.104441E+01  4.104481E+01
 2.610000E+02  4.106341E+01  4.106381E+01
 2.612500E+02  4.108240E+01  4.108281E+01
 2.615000E+02  4.110139E+01  4.110179E+01
 2.617500E+02  4.112036E+01  4.112076E+01
 2.620000E+02  4.113932E+01  4.113972E+01
 2.622500E+02  4.115827E+01  4.115868E+01
 2.625000E+02  4.117722E+01  4.117762E+01
 2.627500E+02  4.119615E+01  4.119655E+01
 2.630000E+02  4.121507E+01  4.121547E+01
 2.632500E+02  4.123398E+01  4.123438E+01
 2.635000E+02  4.125288E+01  4.125328E+01
 2.637500E+02  4.127177E+01  4.127218E+01
 2.640000E+02  4.129065E+01  4.129106E+01
 2.642500E+02  4.130953E+01  4.130993E+01
 2.645000E+02  4.132839E+01  4.132879E+01
 2.647500E+02  4.134724E+01  4.134764E+01
 2.650000E+02  4.136608E+01  4.136648E+01
 2.652500E+02  4.138491E+01  4.138532E+01
 2.655000E+02  4.140373E+01  4.140414E+01
 2.657500E+02  4.142255E+01  4.142295E+01
 2.660000E+02  4.144135E+01  4.144175E+01
 2.662500E+02  4.146014E+01  4.146054E+01
 2.665000E+02  4.147892E+01  4.147933E+01
 2.667500E+02  4.149770E+01  4.149810E+01
 2.670000E+02  4.151646E+01  4.151686E+01
 2.672500E+02  4.153522E+01  4.153562E+01
 2.675000E+02  4.155396E+01  4.155436E+01
 2.677500E+02  4.157269E+01  4.157310E+01
 2.680000E+02  4.159142E+01  4.159182E+01
 2.682500E+02  4.161013E+01  4.161054E+01
 2.685000E+02  4.162884E+01  4.162924E+01
 2.687500E+02  4.164754E+01  4.164794E+01
 2.690000E+02  4.166622E+01  4.166663E+01
 2.692500E+02  4.168490E+01  4.168531E+01
 2.695000E+02  4.170357E+01  4.170397E+01
 2.697500E+02  4.172223E+01  4.172263E+01
 2.700000E+02  4.174088E+01  4.174128E+01
 2.702500E+02  4.175952E+01  4.175992E+01
 2.705000E+02  4.177815E+01  4.177855E+01
 2.707500E+02  4.179677E+01  4.179717E+01
 2.710000E+02  4.181538E+01  4.181578E+01
 2.712500E+02  4.183398E+01  4.183439E+01
 2.715000E+02  4.185258E+01  4.185298E+01
 2.717500E+02  4.187116E+01  4.187156E+01
 2.720000E+02  4.188973E+01  4.189014E+01
 2.722500E+02  4.190830E+01  4.190870E+01
 2.725000E+02  4.192686E+01  4.192726E+01
 2.727500E+02  4.194540E+01  4.194581E+01
 2.730000E+02  4.196394E+01  4.196435E+01
 2.732500E+02  4.198247E+01  4.198288E+01
 2.735000E+02  4.200099E+01  4.200139E+01
 2.737500E+02  4.201950E+01  4.201991E+01
 2.740000E+02  4.203800E+01  4.203841E+01
 2.742500E+02  4.205649E+01  4.205690E+01
 2.745000E+02  4.207498E+01  4.207538E+01
 2.747500E+02  4.209345E+01  4.209386E+01
 2.750000E+02  4.211192E+01  4.211232E+01
 2.752500E+02  4.213037E+01  4.213078E+01
 2.755000E+02  4.214882E+01  4.214923E+01
 2.757500E+02  4.216726E+01  4.216766E+01
 2.760000E+02  4.218569E+01  4.218609E+01
 2.762500E+02  4.220411E+01  4.220451E+01
 2.765000E+02  4.222252E+01  4.222293E+01
 2.767500E+02  4.224092E+01  4.224133E+01
 2.770000E+02  4.225931E+01  4.225972E+01
 2.772500E+02  4.227770E+01  4.227811E+01
 2.775000E+02  4.229607E+01  4.229648E+01
 2.777500E+02  4.231444E+01  4.231485E+01
 2.780000E+02  4.233280E+01  4.233321E+01
 2.782500E+02  4.235115E+01  4.235156E+01
 2.785000E+02  4.236949E+01  4.236990E+01
 2.787500E+02  4.238782E+01  4.238823E+01
 2.790000E+02  4.240614E+01  4.240655E+01
 2.792500E+02  4.242446E+01  4.242486E+01
 2.795000E+02  4.244276E+01  4.244317E+01
 2.797500E+02  4.246106E+01  4.246147E+01
 2.800000E+02  4.247934E+01  4.247975E+01
 2.802500E+02  4.249762E+01  4.249803E+01
 2.805000E+02  4.251589E+01  4.251630E+01
 2.807500E+02  4.253415E+01  4.253456E+01
 2.810000E+02  4.255241E+01  4.255282E+01
 2.812500E+02  4.257065E+01  4.257106E+01
 2.815000E+02  4.258889E+01  4.258929E+01
 2.817500E+02  4.260711E+01  4.260752E+01
 2.820000E+02  4.262533E+01  4.262574E+01
 2.822500E+02  4.264354E+01  4.264395E+01
 2.825000E+02  4.266174E+01  4.266215E+01
 2.827500E+02  4.267993E+01  4.268034E+01
 2.830000E+02  4.269811E+01  4.269852E+01
 2.832500E+02  4.271629E+01  4.271670E+01
 2.835000E+02  4.273445E+01  4.273486E+01
 2.837500E+02  4.275261E+01  4.275302E+01
 2.840000E+02  4.277076E+01  4.277117E+01
 2.842500E+02  4.278890E+01  4.278931E+01
 2.845000E+02  4.280703E+01  4.280744E+01
 2.847500E+02  4.282515E+01  4.282556E+01
 2.850000E+02  4.284326E+01  4.284367E+01
 2.852500E+02  4.286137E+01  4.286178E+01
 2.855000E+02  4.287947E+01  4.287988E+01
 2.857500E+02  4.289755E+01  4.289796E+01
 2.860000E+02  4.291563E+01  4.291604E+01
 2.862500E+02  4.293370E+01  4.293411E+01
 2.865000E+02  4.295177E+01  4.295218E+01
 2.867500E+02  4.296982E+01  4.297023E+01
 2.870000E+02  4.298786E+01  4.298827E+01
 2.872500E+02  4.300590E+01  4.300631E+01
 2.875000E+02  4.302393E+01  4.302434E+01
 2.877500E+02  4.304195E+01  4.304236E+01
 2.880000E+02  4.305996E+01  4.306037E+01
 2.882500E+02  4.307796E+01  4.307837E+01
 2.885000E+02  4.309595E+01  4.309636E+01
 2.887500E+02  4.311394E+01  4.311435E+01
 2.890000E+02  4.313191E+01  4.313233E+01
 2.892500E+02  4.314988E+01  4.315029E+01
 2.895000E+02  4.316784E+01  4.316825E+01
 2.897500E+02  4.318579E+01  4.318620E+01
 2.900000E+02  4.320373E+01  4.320415E+01
 2.902500E+02  4.322167E+01  4.322208E+01
 2.905000E+02  4.323959E+01  4.324000E+01
 2.907500E+02  4.325751E+01  4.325792E+01
 2.910000E+02  4.327542E+01  4.327583E+01
 2.912500E+02  4.329332E+01  4.329373E+01
 2.915000E+02  4.331121E+01  4.331162E+01
 2.917500E+02  4.332909E+01  4.332950E+01
 2.920000E+02  4.334696E+01  4.334737E+01
 2.922500E+02  4.336483E+01  4.336524E+01
 2.925000E+02  4.338268E+01  4.338310E+01
 2.927500E+02  4.340053E+01  4.340094E+01
 2.930000E+02  4.341837E+01  4.341878E+01
 2.932500E+02  4.343620E+01  4.343661E+01
 2.935000E+02  4.345402E+01  4.345444E+01
 2.937500E+02  4.347184E+01  4.347225E+01
 2.940000E+02  4.348964E+01  4.349005E+01
 2.942500E+02  4.350744E+01  4.350785E+01
 2.945000E+02  4.352522E+01  4.352564E+01
 2.947500E+02  4.354300E+01  4.354342E+01
 2.950000E+02  4.356077E+01  4.356119E+01
 2.952500E+02  4.357854E+01  4.357895E+01
 2.955000E+02  4.359629E+01  4.359670E+01
 2.957500E+02  4.361403E+01  4.361445E+01
 2.960000E+02  4.363177E+01  4.363219E+01
 2.962500E+02  4.364950E+01  4.364991E+01
 2.965000E+02  4.366722E+01  4.366763E+01
 2.967500E+02  4.368493E+01  4.368534E+01
 2.970000E+02  4.370263E+01  4.370304E+01
 2.972500E+02  4.372032E+01  4.372074E+01
 2.975000E+02  4.373801E+01  4.373842E+01
 2.977500E+02  4.375568E+01  4.375610E+01
 2.980000E+02  4.377335E+01  4.377377E+01
 2.982500E+02  4.379101E+01  4.379142E+01
 2.985000E+02  4.380866E+01  4.380907E+01
 2.987500E+02  4.382630E+01  4.382672E+01
 2.990000E+02  4.384393E+01  4.384435E+01
 2.992500E+02  4.386155E+01  4.386197E+01
 2.995000E+02  4.387917E+01  4.387959E+01
 2.997500E+02  4.389678E+01  4.389719E+01
 3.000000E+02  4.391437E+01  4.391479E+01
 3.002500E+02  4.393196E+01  4.393238E+01
 3.005000E+02  4.394954E+01  4.394996E+01
 3.007500E+02  4.396711E+01  4.396753E+01
 3.010000E+02  4.398468E+01  4.398509E+01
 3.012500E+02  4.400223E+01  4.400265E+01
 3.015000E+02  4.401978E+01  4.402019E+01
 3.017500E+02  4.403731E+01  4.403773E+01
 3.020000E+02  4.405484E+01  4.405526E+01
 3.022500E+02  4.407236E+01  4.407278E+01
 3.025000E+02  4.408987E+01  4.409029E+01
 3.027500E+02  4.410737E+01  4.410779E+01
 3.030000E+02  4.412486E+01  4.412528E+01
 3.032500E+02  4.414235E+01  4.414277E+01
 3.035000E+02  4.415982E+01  4.416024E+01
 3.037500E+02  4.417729E+01  4.417771E+01
 3.040000E+02  4.419474E+01  4.419516E+01
 3.042500E+02  4.421219E+01  4.421261E+01
 3.045000E+02  4.422963E+01  4.423005E+01
 3.047500E+02  4.424706E+01  4.424748E+01
 3.050000E+02  4.426448E+01  4.426491E+01
 3.052500E+02  4.428190E+01  4.428232E+01
 3.055000E+02  4.429930E+01  4.429972E+01
 3.057500E+02  4.431670E+01  4.431712E+01
 3.060000E+02  4.433408E+01  4.433450E+01
 3.062500E+02  4.435146E+01  4.435188E+01
 3.065000E+02  4.436883E+01  4.436925E+01
 3.067500E+02  4.438619E+01  4.438661E+01
 3.070000E+02  4.440354E+01  4.440396E+01
 3.072500E+02  4.442088E+01  4.442130E+01
 3.075000E+02  4.443821E+01  4.443863E+01
 3.077500E+02  4.445553E+01  4.445596E+01
 3.080000E+02  4.447285E+01  4.447327E+01
 3.082500E+02  4.449015E+01  4.449058E+01
 3.085000E+02  4.450745E+01  4.450787E+01
