#         T/K            w1            w2            w3            w5            d1            d2          d1w1         d1w2A         d1w2B          d1w3          d1w4          d2w1          d2w2
 2.500000E+02  4.599210E-04  6.095799E-05  2.205315E-05  5.803751E-01  3.973618E-02  8.565129E-03  7.481287E-02  1.415116E-03  3.154623E-02  8.242054E-02  1.106674E-01  6.964382E-02  2.746187E-04
 2.502500E+02  4.652096E-04  6.198981E-05  2.233432E-05  5.805865E-01  3.986084E-02  8.555357E-03  7.499534E-02  1.426329E-03  3.160796E-02  8.241017E-02  1.103303E-01  6.940374E-02  2.738920E-04
 2.505000E+02  4.705519E-04  6.303742E-05  2.261860E-05  5.807977E-01  3.998553E-02  8.545502E-03  7.517760E-02  1.437601E-03  3.166953E-02  8.239927E-02  1.099940E-01  6.916390E-02  2.731641E-04
 2.507500E+02  4.759449E-04  6.410066E-05  2.290593E-05  5.810084E-01  4.011009E-02  8.535576E-03  7.535949E-02  1.448933E-03  3.173091E-02  8.238793E-02  1.096587E-01  6.892453E-02  2.724364E-04
 2.510000E+02  4.813890E-04  6.517972E-05  2.319632E-05  5.812186E-01  4.023453E-02  8.525580E-03  7.554100E-02  1.460324E-03  3.179210E-02  8.237617E-02  1.093246E-01  6.868564E-02  2.717089E-04
 2.512500E+02  4.868844E-04  6.627481E-05  2.348982E-05  5.814282E-01  4.035885E-02  8.515514E-03  7.572212E-02  1.471774E-03  3.185312E-02  8.236399E-02  1.089916E-01  6.844721E-02  2.709815E-04
 2.515000E+02  4.924316E-04  6.738614E-05  2.378643E-05  5.816373E-01  4.048302E-02  8.505379E-03  7.590286E-02  1.483284E-03  3.191394E-02  8.235138E-02  1.086597E-01  6.820927E-02  2.702544E-04
 2.517500E+02  4.980310E-04  6.851391E-05  2.408620E-05  5.818459E-01  4.060707E-02  8.495176E-03  7.608322E-02  1.494854E-03  3.197458E-02  8.233836E-02  1.083289E-01  6.797180E-02  2.695275E-04
 2.520000E+02  5.036828E-04  6.965832E-05  2.438914E-05  5.820540E-01  4.073099E-02  8.484905E-03  7.626318E-02  1.506483E-03  3.203504E-02  8.232491E-02  1.079992E-01  6.773482E-02  2.688008E-04
 2.522500E+02  5.093876E-04  7.081959E-05  2.469528E-05  5.822615E-01  4.085476E-02  8.474567E-03  7.644276E-02  1.518172E-03  3.209531E-02  8.231105E-02  1.076706E-01  6.749832E-02  2.680744E-04
