#         T/K            w1            w2            w3            w5            d1            d2          d1w1         d1w2A         d1w2B          d1w3          d1w4          d2w1          d2w2
 2.500000E+02  1.688779E-02  1.119155E-03  2.699225E-04  4.262147E+00  1.459069E+00  1.572510E-01  1.373523E+00  1.732050E-02  3.861142E-01  7.565978E-01  8.127172E-01  8.524147E-01  2.520924E-03
 2.502500E+02  1.708137E-02  1.138058E-03  2.733541E-04  4.263547E+00  1.463594E+00  1.570660E-01  1.376824E+00  1.745711E-02  3.868560E-01  7.564756E-01  8.102124E-01  8.494458E-01  2.514163E-03
 2.505000E+02  1.727691E-02  1.157249E-03  2.768236E-04  4.264945E+00  1.468119E+00  1.568795E-01  1.380121E+00  1.759445E-02  3.875956E-01  7.563484E-01  8.077136E-01  8.464801E-01  2.507392E-03
 2.507500E+02  1.747430E-02  1.176726E-03  2.803300E-04  4.266340E+00  1.472640E+00  1.566916E-01  1.383410E+00  1.773250E-02  3.883329E-01  7.562173E-01  8.052231E-01  8.435204E-01  2.500623E-03
 2.510000E+02  1.767354E-02  1.196492E-03  2.838738E-04  4.267730E+00  1.477156E+00  1.565025E-01  1.386692E+00  1.787127E-02  3.890680E-01  7.560823E-01  8.027409E-01  8.405666E-01  2.493855E-03
 2.512500E+02  1.787466E-02  1.216551E-03  2.874552E-04  4.269116E+00  1.481667E+00  1.563122E-01  1.389968E+00  1.801075E-02  3.898006E-01  7.559434E-01  8.002670E-01  8.376188E-01  2.487090E-03
 2.515000E+02  1.807766E-02  1.236907E-03  2.910746E-04  4.270498E+00  1.486173E+00  1.561205E-01  1.393235E+00  1.815096E-02  3.905310E-01  7.558006E-01  7.978014E-01  8.346770E-01  2.480328E-03
 2.517500E+02  1.828256E-02  1.257562E-03  2.947323E-04  4.271877E+00  1.490673E+00  1.559276E-01  1.396496E+00  1.829188E-02  3.912590E-01  7.556539E-01  7.953441E-01  8.317413E-01  2.473568E-03
 2.520000E+02  1.848938E-02  1.278522E-03  2.984285E-04  4.273251E+00  1.495168E+00  1.557335E-01  1.399749E+00  1.843352E-02  3.919847E-01  7.555035E-01  7.928950E-01  8.288117E-01  2.466810E-03
 2.522500E+02  1.869812E-02  1.299790E-03  3.021637E-04  4.274622E+00  1.499658E+00  1.555382E-01  1.402994E+00  1.857588E-02  3.927081E-01  7.553492E-01  7.904541E-01  8.258883E-01  2.460056E-03
 2.525000E+02  1.890880E-02  1.321369E-03  3.059381E-04  4.275988E+00  1.504143E+00  1.553417E-01  1.406233E+00  1.871896E-02  3.934291E-01  7.551911E-01  7.880214E-01  8.229710E-01  2.453304E-03
 2.527500E+02  1.912143E-02  1.343264E-03  3.097520E-04  4.277350E+00  1.508622E+00  1.551440E-01  1.409464E+00  1.886277E-02  3.941478E-01  7.550292E-01  7.855968E-01  8.200600E-01  2.446556E-03
 2.530000E+02  1.933603E-02  1.365479E-03  3.136059E-04  4.278709E+00  1.513095E+00  1.549451E-01  1.412687E+00  1.900730E-02  3.948641E-01  7.548636E-01  7.831804E-01  8.171553E-01  2.439812E-03
 2.532500E+02  1.955262E-02  1.388017E-03  3.174999E-04  4.280063E+00  1.517563E+00  1.547450E-01  1.415903E+00  1.915255E-02  3.955781E-01  7.546942E-01  7.807722E-01  8.142568E-01  2.433071E-03
 2.535000E+02  1.977119E-02  1.410883E-03  3.214345E-04  4.281414E+00  1.522025E+00  1.545438E-01  1.419111E+00  1.929854E-02  3.962897E-01  7.545211E-01  7.783720E-01  8.113647E-01  2.426333E-03
 2.537500E+02  1.999178E-02  1.434081E-03  3.254100E-04  4.282760E+00  1.526482E+00  1.543414E-01  1.422312E+00  1.944525E-02  3.969990E-01  7.543443E-01  7.759798E-01  8.084789E-01  2.419600E-03
 2.540000E+02  2.021438E-02  1.457614E-03  3.294267E-04  4.284103E+00  1.530933E+00  1.541379E-01  1.425505E+00  1.959268E-02  3.977059E-01  7.541639E-01  7.735957E-01  8.055995E-01  2.412871E-03
 2.542500E+02  2.043903E-02  1.481488E-03  3.334850E-04  4.285442E+00  1.535378E+00  1.539333E-01  1.428690E+00  1.974085E-02  3.984104E-01  7.539798E-01  7.712196E-01  8.027266E-01  2.406146E-03
