#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.500000E+02  4.621130E+01  4.621406E+01  9.634630E+01
 2.502500E+02  4.622443E+01  4.622719E+01  9.639880E+01
 2.505000E+02  4.623757E+01  4.624033E+01  9.645127E+01
 2.507500E+02  4.625071E+01  4.625347E+01  9.650370E+01
 2.510000E+02  4.626385E+01  4.626661E+01  9.655608E+01
 2.512500E+02  4.627699E+01  4.627975E+01  9.660842E+01
 2.515000E+02  4.629014E+01  4.629290E+01  9.666072E+01
 2.517500E+02  4.630329E+01  4.630605E+01  9.671297E+01
 2.520000E+02  4.631644E+01  4.631920E+01  9.676519E+01
 2.522500E+02  4.632959E+01  4.633235E+01  9.681736E+01
 2.525000E+02  4.634275E+01  4.634551E+01  9.686949E+01
 2.527500E+02  4.635591E+01  4.635867E+01  9.692157E+01
 2.530000E+02  4.636907E+01  4.637183E+01  9.697361E+01
 2.532500E+02  4.638223E+01  4.638499E+01  9.702561E+01
 2.535000E+02  4.639539E+01  4.639815E+01  9.707757E+01
 2.537500E+02  4.640856E+01  4.641132E+01  9.712949E+01
 2.540000E+02  4.642173E+01  4.642449E+01  9.718136E+01
 2.542500E+02  4.643490E+01  4.643766E+01  9.723319E+01
 2.545000E+02  4.644808E+01  4.645084E+01  9.728498E+01
 2.547500E+02  4.646125E+01  4.646401E+01  9.733673E+01
 2.550000E+02  4.647443E+01  4.647719E+01  9.738844E+01
 2.552500E+02  4.648761E+01  4.649037E+01  9.744010E+01
 2.555000E+02  4.650079E+01  4.650356E+01  9.749172E+01
 2.557500E+02  4.651398E+01  4.651674E+01  9.754330E+01
 2.560000E+02  4.652717E+01  4.652993E+01  9.759484E+01
 2.562500E+02  4.654036E+01  4.654312E+01  9.764634E+01
 2.565000E+02  4.655355E+01  4.655631E+01  9.769779E+01
 2.567500E+02  4.656674E+01  4.656950E+01  9.774921E+01
 2.570000E+02  4.657994E+01  4.658270E+01  9.780058E+01
 2.572500E+02  4.659314E+01  4.659590E+01  9.785191E+01
 2.575000E+02  4.660634E+01  4.660910E+01  9.790320E+01
 2.577500E+02  4.661954E+01  4.662230E+01  9.795445E+01
 2.580000E+02  4.663274E+01  4.663551E+01  9.800565E+01
 2.582500E+02  4.664595E+01  4.664871E+01  9.805682E+01
 2.585000E+02  4.665916E+01  4.666192E+01  9.810795E+01
 2.587500E+02  4.667237E+01  4.667514E+01  9.815903E+01
 2.590000E+02  4.668559E+01  4.668835E+01  9.821008E+01
 2.592500E+02  4.669880E+01  4.670157E+01  9.826108E+01
 2.595000E+02  4.671202E+01  4.671478E+01  9.831204E+01
 2.597500E+02  4.672524E+01  4.672800E+01  9.836296E+01
 2.600000E+02  4.673846E+01  4.674123E+01  9.841385E+01
 2.602500E+02  4.675169E+01  4.675445E+01  9.846469E+01
 2.605000E+02  4.676492E+01  4.676768E+01  9.851549E+01
 2.607500E+02  4.677815E+01  4.678091E+01  9.856625E+01
 2.610000E+02  4.679138E+01  4.679414E+01  9.861697E+01
 2.612500E+02  4.680461E+01  4.680738E+01  9.866765E+01
 2.615000E+02  4.681785E+01  4.682061E+01  9.871829E+01
 2.617500E+02  4.683109E+01  4.683385E+01  9.876889E+01
 2.620000E+02  4.684433E+01  4.684709E+01  9.881946E+01
 2.622500E+02  4.685757E+01  4.686033E+01  9.886998E+01
 2.625000E+02  4.687082E+01  4.687358E+01  9.892046E+01
 2.627500E+02  4.688406E+01  4.688683E+01  9.897090E+01
 2.630000E+02  4.689731E+01  4.690008E+01  9.902131E+01
 2.632500E+02  4.691056E+01  4.691333E+01  9.907167E+01
 2.635000E+02  4.692382E+01  4.692658E+01  9.912200E+01
 2.637500E+02  4.693708E+01  4.693984E+01  9.917228E+01
 2.640000E+02  4.695033E+01  4.695310E+01  9.922253E+01
 2.642500E+02  4.696360E+01  4.696636E+01  9.927274E+01
 2.645000E+02  4.697686E+01  4.697962E+01  9.932291E+01
 2.647500E+02  4.699013E+01  4.699289E+01  9.937304E+01
 2.650000E+02  4.700339E+01  4.700616E+01  9.942313E+01
 2.652500E+02  4.701666E+01  4.701943E+01  9.947319E+01
 2.655000E+02  4.702994E+01  4.703270E+01  9.952320E+01
 2.657500E+02  4.704321E+01  4.704598E+01  9.957318E+01
 2.660000E+02  4.705649E+01  4.705926E+01  9.962312E+01
 2.662500E+02  4.706977E+01  4.707254E+01  9.967302E+01
 2.665000E+02  4.708305E+01  4.708582E+01  9.972289E+01
 2.667500E+02  4.709634E+01  4.709910E+01  9.977271E+01
 2.670000E+02  4.710962E+01  4.711239E+01  9.982250E+01
 2.672500E+02  4.712291E+01  4.712568E+01  9.987225E+01
 2.675000E+02  4.713621E+01  4.713897E+01  9.992197E+01
 2.677500E+02  4.714950E+01  4.715227E+01  9.997164E+01
 2.680000E+02  4.716280E+01  4.716556E+01  1.000213E+02
 2.682500E+02  4.717610E+01  4.717886E+01  1.000709E+02
 2.685000E+02  4.718940E+01  4.719217E+01  1.001204E+02
 2.687500E+02  4.720270E+01  4.720547E+01  1.001700E+02
 2.690000E+02  4.721601E+01  4.721878E+01  1.002195E+02
 2.692500E+02  4.722932E+01  4.723209E+01  1.002689E+02
 2.695000E+02  4.724263E+01  4.724540E+01  1.003183E+02
 2.697500E+02  4.725595E+01  4.725871E+01  1.003677E+02
 2.700000E+02  4.726926E+01  4.727203E+01  1.004171E+02
 2.702500E+02  4.728258E+01  4.728535E+01  1.004664E+02
 2.705000E+02  4.729591E+01  4.729867E+01  1.005157E+02
 2.707500E+02  4.730923E+01  4.731200E+01  1.005649E+02
 2.710000E+02  4.732256E+01  4.732533E+01  1.006141E+02
 2.712500E+02  4.733589E+01  4.733866E+01  1.006633E+02
 2.715000E+02  4.734922E+01  4.735199E+01  1.007124E+02
 2.717500E+02  4.736256E+01  4.736532E+01  1.007615E+02
 2.720000E+02  4.737589E+01  4.737866E+01  1.008105E+02
 2.722500E+02  4.738924E+01  4.739200E+01  1.008596E+02
 2.725000E+02  4.740258E+01  4.740535E+01  1.009086E+02
 2.727500E+02  4.741593E+01  4.741869E+01  1.009575E+02
 2.730000E+02  4.742927E+01  4.743204E+01  1.010064E+02
 2.732500E+02  4.744263E+01  4.744540E+01  1.010553E+02
 2.735000E+02  4.745598E+01  4.745875E+01  1.011042E+02
 2.737500E+02  4.746934E+01  4.747211E+01  1.011530E+02
 2.740000E+02  4.748270E+01  4.748547E+01  1.012018E+02
 2.742500E+02  4.749606E+01  4.749883E+01  1.012505E+02
 2.745000E+02  4.750943E+01  4.751220E+01  1.012992E+02
 2.747500E+02  4.752280E+01  4.752557E+01  1.013479E+02
 2.750000E+02  4.753617E+01  4.753894E+01  1.013966E+02
 2.752500E+02  4.754954E+01  4.755231E+01  1.014452E+02
 2.755000E+02  4.756292E+01  4.756569E+01  1.014938E+02
 2.757500E+02  4.757630E+01  4.757907E+01  1.015423E+02
 2.760000E+02  4.758969E+01  4.759246E+01  1.015908E+02
 2.762500E+02  4.760307E+01  4.760584E+01  1.016393E+02
 2.765000E+02  4.761646E+01  4.761923E+01  1.016878E+02
 2.767500E+02  4.762986E+01  4.763263E+01  1.017362E+02
 2.770000E+02  4.764325E+01  4.764602E+01  1.017846E+02
 2.772500E+02  4.765665E+01  4.765942E+01  1.018329E+02
 2.775000E+02  4.767005E+01  4.767282E+01  1.018812E+02
 2.777500E+02  4.768346E+01  4.768623E+01  1.019295E+02
 2.780000E+02  4.769687E+01  4.769964E+01  1.019778E+02
 2.782500E+02  4.771028E+01  4.771305E+01  1.020260E+02
 2.785000E+02  4.772369E+01  4.772647E+01  1.020742E+02
 2.787500E+02  4.773711E+01  4.773988E+01  1.021223E+02
 2.790000E+02  4.775053E+01  4.775331E+01  1.021705E+02
 2.792500E+02  4.776396E+01  4.776673E+01  1.022186E+02
 2.795000E+02  4.777739E+01  4.778016E+01  1.022666E+02
 2.797500E+02  4.779082E+01  4.779359E+01  1.023147E+02
 2.800000E+02  4.780425E+01  4.780703E+01  1.023627E+02
 2.802500E+02  4.781769E+01  4.782046E+01  1.024106E+02
 2.805000E+02  4.783113E+01  4.783391E+01  1.024586E+02
 2.807500E+02  4.784458E+01  4.784735E+01  1.025065E+02
 2.810000E+02  4.785803E+01  4.786080E+01  1.025544E+02
 2.812500E+02  4.787148E+01  4.787425E+01  1.026022E+02
 2.815000E+02  4.788494E+01  4.788771E+01  1.026501E+02
 2.817500E+02  4.789840E+01  4.790117E+01  1.026978E+02
 2.820000E+02  4.791186E+01  4.791463E+01  1.027456E+02
 2.822500E+02  4.792533E+01  4.792810E+01  1.027933E+02
 2.825000E+02  4.793880E+01  4.794157E+01  1.028410E+02
 2.827500E+02  4.795227E+01  4.795504E+01  1.028887E+02
 2.830000E+02  4.796575E+01  4.796852E+01  1.029364E+02
 2.832500E+02  4.797923E+01  4.798200E+01  1.029840E+02
 2.835000E+02  4.799271E+01  4.799549E+01  1.030316E+02
 2.837500E+02  4.800620E+01  4.800898E+01  1.030791E+02
 2.840000E+02  4.801970E+01  4.802247E+01  1.031267E+02
 2.842500E+02  4.803319E+01  4.803597E+01  1.031742E+02
 2.845000E+02  4.804669E+01  4.804947E+01  1.032216E+02
 2.847500E+02  4.806020E+01  4.806297E+01  1.032691E+02
 2.850000E+02  4.807371E+01  4.807648E+01  1.033165E+02
 2.852500E+02  4.808722E+01  4.808999E+01  1.033639E+02
 2.855000E+02  4.810073E+01  4.810351E+01  1.034113E+02
 2.857500E+02  4.811426E+01  4.811703E+01  1.034586E+02
 2.860000E+02  4.812778E+01  4.813055E+01  1.035059E+02
 2.862500E+02  4.814131E+01  4.814408E+01  1.035532E+02
 2.865000E+02  4.815484E+01  4.815762E+01  1.036004E+02
 2.867500E+02  4.816838E+01  4.817115E+01  1.036477E+02
 2.870000E+02  4.818192E+01  4.818469E+01  1.036949E+02
 2.872500E+02  4.819546E+01  4.819824E+01  1.037421E+02
 2.875000E+02  4.820901E+01  4.821179E+01  1.037892E+02
 2.877500E+02  4.822257E+01  4.822534E+01  1.038363E+02
 2.880000E+02  4.823613E+01  4.823890E+01  1.038834E+02
 2.882500E+02  4.824969E+01  4.825246E+01  1.039305E+02
 2.885000E+02  4.826326E+01  4.826603E+01  1.039775E+02
 2.887500E+02  4.827683E+01  4.827960E+01  1.040246E+02
 2.890000E+02  4.829040E+01  4.829318E+01  1.040716E+02
 2.892500E+02  4.830398E+01  4.830676E+01  1.041185E+02
 2.895000E+02  4.831757E+01  4.832034E+01  1.041655E+02
 2.897500E+02  4.833116E+01  4.833393E+01  1.042124E+02
 2.900000E+02  4.834475E+01  4.834753E+01  1.042593E+02
 2.902500E+02  4.835835E+01  4.836113E+01  1.043062E+02
 2.905000E+02  4.837195E+01  4.837473E+01  1.043530E+02
 2.907500E+02  4.838556E+01  4.838834E+01  1.043998E+02
 2.910000E+02  4.839917E+01  4.840195E+01  1.044466E+02
 2.912500E+02  4.841279E+01  4.841557E+01  1.044934E+02
 2.915000E+02  4.842641E+01  4.842919E+01  1.045402E+02
 2.917500E+02  4.844004E+01  4.844282E+01  1.045869E+02
 2.920000E+02  4.845367E+01  4.845645E+01  1.046336E+02
 2.922500E+02  4.846731E+01  4.847009E+01  1.046803E+02
 2.925000E+02  4.848095E+01  4.848373E+01  1.047269E+02
 2.927500E+02  4.849460E+01  4.849738E+01  1.047736E+02
 2.930000E+02  4.850825E+01  4.851103E+01  1.048202E+02
 2.932500E+02  4.852191E+01  4.852469E+01  1.048668E+02
 2.935000E+02  4.853557E+01  4.853835E+01  1.049134E+02
 2.937500E+02  4.854924E+01  4.855202E+01  1.049599E+02
 2.940000E+02  4.856291E+01  4.856569E+01  1.050064E+02
 2.942500E+02  4.857659E+01  4.857937E+01  1.050529E+02
 2.945000E+02  4.859027E+01  4.859305E+01  1.050994E+02
 2.947500E+02  4.860396E+01  4.860674E+01  1.051459E+02
 2.950000E+02  4.861765E+01  4.862043E+01  1.051923E+02
 2.952500E+02  4.863135E+01  4.863413E+01  1.052387E+02
 2.955000E+02  4.864506E+01  4.864784E+01  1.052851E+02
 2.957500E+02  4.865877E+01  4.866155E+01  1.053315E+02
 2.960000E+02  4.867248E+01  4.867526E+01  1.053779E+02
 2.962500E+02  4.868621E+01  4.868898E+01  1.054242E+02
 2.965000E+02  4.869993E+01  4.870271E+01  1.054705E+02
 2.967500E+02  4.871366E+01  4.871644E+01  1.055168E+02
 2.970000E+02  4.872740E+01  4.873018E+01  1.055631E+02
 2.972500E+02  4.874115E+01  4.874393E+01  1.056093E+02
 2.975000E+02  4.875490E+01  4.875767E+01  1.056556E+02
 2.977500E+02  4.876865E+01  4.877143E+01  1.057018E+02
 2.980000E+02  4.878241E+01  4.878519E+01  1.057480E+02
 2.982500E+02  4.879618E+01  4.879896E+01  1.057942E+02
 2.985000E+02  4.880995E+01  4.881273E+01  1.058403E+02
 2.987500E+02  4.882373E+01  4.882651E+01  1.058865E+02
 2.990000E+02  4.883752E+01  4.884030E+01  1.059326E+02
 2.992500E+02  4.885131E+01  4.885409E+01  1.059787E+02
 2.995000E+02  4.886510E+01  4.886788E+01  1.060248E+02
 2.997500E+02  4.887891E+01  4.888169E+01  1.060709E+02
 3.000000E+02  4.889272E+01  4.889550E+01  1.061169E+02
 3.002500E+02  4.890653E+01  4.890931E+01  1.061629E+02
 3.005000E+02  4.892035E+01  4.892313E+01  1.062090E+02
 3.007500E+02  4.893418E+01  4.893696E+01  1.062550E+02
 3.010000E+02  4.894802E+01  4.895080E+01  1.063009E+02
 3.012500E+02  4.896186E+01  4.896464E+01  1.063469E+02
 3.015000E+02  4.897570E+01  4.897848E+01  1.063929E+02
 3.017500E+02  4.898956E+01  4.899234E+01  1.064388E+02
 3.020000E+02  4.900342E+01  4.900620E+01  1.064847E+02
 3.022500E+02  4.901729E+01  4.902007E+01  1.065306E+02
 3.025000E+02  4.903116E+01  4.903394E+01  1.065765E+02
 3.027500E+02  4.904504E+01  4.904782E+01  1.066223E+02
 3.030000E+02  4.905893E+01  4.906171E+01  1.066682E+02
 3.032500E+02  4.907282E+01  4.907560E+01  1.067140E+02
 3.035000E+02  4.908672E+01  4.908950E+01  1.067598E+02
 3.037500E+02  4.910063E+01  4.910341E+01  1.068057E+02
 3.040000E+02  4.911454E+01  4.911732E+01  1.068514E+02
 3.042500E+02  4.912846E+01  4.913124E+01  1.068972E+02
 3.045000E+02  4.914239E+01  4.914517E+01  1.069430E+02
 3.047500E+02  4.915633E+01  4.915911E+01  1.069887E+02
 3.050000E+02  4.917027E+01  4.917305E+01  1.070345E+02
 3.052500E+02  4.918422E+01  4.918700E+01  1.070802E+02
 3.055000E+02  4.919817E+01  4.920096E+01  1.071259E+02
 3.057500E+02  4.921214E+01  4.921492E+01  1.071716E+02
 3.060000E+02  4.922611E+01  4.922889E+01  1.072172E+02
 3.062500E+02  4.924009E+01  4.924287E+01  1.072629E+02
 3.065000E+02  4.925407E+01  4.925685E+01  1.073085E+02
 3.067500E+02  4.926806E+01  4.927085E+01  1.073542E+02
 3.070000E+02  4.928207E+01  4.928485E+01  1.073998E+02
 3.072500E+02  4.929607E+01  4.929886E+01  1.074454E+02
 3.075000E+02  4.931009E+01  4.931287E+01  1.074910E+02
 3.077500E+02  4.932411E+01  4.932689E+01  1.075366E+02
 3.080000E+02  4.933814E+01  4.934093E+01  1.075822E+02
 3.082500E+02  4.935218E+01  4.935496E+01  1.076277E+02
 3.085000E+02  4.936623E+01  4.936901E+01  1.076733E+02
 3.087500E+02  4.938028E+01  4.938306E+01  1.077188E+02
 3.090000E+02  4.939434E+01  4.939713E+01  1.077643E+02
 3.092500E+02  4.940841E+01  4.941120E+01  1.078099E+02
 3.095000E+02  4.942249E+01  4.942527E+01  1.078554E+02
 3.097500E+02  4.943658E+01  4.943936E+01  1.079009E+02
 3.100000E+02  4.945067E+01  4.945345E+01  1.079463E+02
 3.102500E+02  4.946477E+01  4.946756E+01  1.079918E+02
 3.105000E+02  4.947888E+01  4.948167E+01  1.080373E+02
 3.107500E+02  4.949300E+01  4.949578E+01  1.080827E+02
 3.110000E+02  4.950713E+01  4.950991E+01  1.081282E+02
 3.112500E+02  4.952126E+01  4.952405E+01  1.081736E+02
 3.115000E+02  4.953540E+01  4.953819E+01  1.082190E+02
 3.117500E+02  4.954956E+01  4.955234E+01  1.082644E+02
 3.120000E+02  4.956372E+01  4.956650E+01  1.083098E+02
 3.122500E+02  4.957788E+01  4.958067E+01  1.083552E+02
 3.125000E+02  4.959206E+01  4.959485E+01  1.084006E+02
 3.127500E+02  4.960625E+01  4.960903E+01  1.084460E+02
 3.130000E+02  4.962044E+01  4.962323E+01  1.084914E+02
 3.132500E+02  4.963464E+01  4.963743E+01  1.085367E+02
 3.135000E+02  4.964886E+01  4.965164E+01  1.085821E+02
 3.137500E+02  4.966308E+01  4.966586E+01  1.086274E+02
 3.140000E+02  4.967731E+01  4.968009E+01  1.086727E+02
 3.142500E+02  4.969154E+01  4.969433E+01  1.087181E+02
 3.145000E+02  4.970579E+01  4.970858E+01  1.087634E+02
 3.147500E+02  4.972005E+01  4.972283E+01  1.088087E+02
 3.150000E+02  4.973431E+01  4.973710E+01  1.088540E+02
 3.152500E+02  4.974859E+01  4.975137E+01  1.088993E+02
 3.155000E+02  4.976287E+01  4.976566E+01  1.089446E+02
 3.157500E+02  4.977716E+01  4.977995E+01  1.089899E+02
 3.160000E+02  4.979147E+01  4.979425E+01  1.090352E+02
 3.162500E+02  4.980578E+01  4.980857E+01  1.090804E+02
 3.165000E+02  4.982010E+01  4.982289E+01  1.091257E+02
 3.167500E+02  4.983443E+01  4.983722E+01  1.091710E+02
 3.170000E+02  4.984877E+01  4.985156E+01  1.092162E+02
 3.172500E+02  4.986312E+01  4.986591E+01  1.092615E+02
 3.175000E+02  4.987748E+01  4.988027E+01  1.093067E+02
 3.177500E+02  4.989185E+01  4.989464E+01  1.093520E+02
 3.180000E+02  4.990623E+01  4.990902E+01  1.093972E+02
 3.182500E+02  4.992062E+01  4.992340E+01  1.094424E+02
 3.185000E+02  4.993502E+01  4.993780E+01  1.094876E+02
 3.187500E+02  4.994942E+01  4.995221E+01  1.095329E+02
 3.190000E+02  4.996384E+01  4.996663E+01  1.095781E+02
 3.192500E+02  4.997827E+01  4.998106E+01  1.096233E+02
