#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.500000E+02  2.723393E-02  2.660829E-02  1.430501E-04                                 112
 2.502500E+02  2.723491E-02  2.660829E-02  1.430991E-04                                 112
 2.505000E+02  2.723588E-02  2.660829E-02  1.431760E-04                                 112
 2.507500E+02  2.723686E-02  2.660829E-02  1.432266E-04                                 112
 2.510000E+02  2.723783E-02  2.660829E-02  1.432768E-04                                 112
 2.512500E+02  2.723881E-02  2.660829E-02  1.433265E-04                                 112
 2.515000E+02  2.723979E-02  2.660829E-02  1.433757E-04                                 112
 2.517500E+02  2.724076E-02  2.660829E-02  1.434245E-04                                 112
 2.520000E+02  2.724174E-02  2.660829E-02  1.434728E-04                                 112
 2.522500E+02  2.724272E-02  2.660829E-02  1.435207E-04                                 112
 2.525000E+02  2.724369E-02  2.660829E-02  1.435681E-04                                 112
 2.527500E+02  2.724467E-02  2.660829E-02  1.436151E-04                                 112
 2.530000E+02  2.724565E-02  2.660829E-02  1.436616E-04                                 112
 2.532500E+02  2.724663E-02  2.660829E-02  1.437077E-04                                 112
 2.535000E+02  2.724761E-02  2.660829E-02  1.437534E-04                                 112
 2.537500E+02  2.724859E-02  2.660829E-02  1.437986E-04                                 112
 2.540000E+02  2.724957E-02  2.660829E-02  1.438435E-04                                 112
 2.542500E+02  2.725055E-02  2.660829E-02  1.438879E-04                                 112
 2.545000E+02  2.725153E-02  2.660829E-02  1.439319E-04                                 112
 2.547500E+02  2.725251E-02  2.660829E-02  1.439755E-04                                 112
 2.550000E+02  2.725349E-02  2.660829E-02  1.440187E-04                                 112
 2.552500E+02  2.725447E-02  2.660829E-02  1.440615E-04                                 112
 2.555000E+02  2.725545E-02  2.660829E-02  1.441039E-04                                 112
 2.557500E+02  2.725643E-02  2.660829E-02  1.441459E-04                                 112
 2.560000E+02  2.725742E-02  2.660829E-02  1.441875E-04                                 112
 2.562500E+02  2.725840E-02  2.660829E-02  1.442287E-04                                 112
 2.565000E+02  2.725938E-02  2.660829E-02  1.442696E-04                                 112
 2.567500E+02  2.726037E-02  2.660829E-02  1.443101E-04                                 112
 2.570000E+02  2.726135E-02  2.660829E-02  1.443502E-04                                 112
 2.572500E+02  2.726233E-02  2.660829E-02  1.443900E-04                                 112
 2.575000E+02  2.726332E-02  2.660829E-02  1.444294E-04                                 112
 2.577500E+02  2.726430E-02  2.660829E-02  1.444684E-04                                 112
 2.580000E+02  2.726529E-02  2.660829E-02  1.445071E-04                                 112
 2.582500E+02  2.726627E-02  2.660829E-02  1.445454E-04                                 112
 2.585000E+02  2.726726E-02  2.660829E-02  1.445835E-04                                 112
 2.587500E+02  2.726824E-02  2.660829E-02  1.446211E-04                                 112
 2.590000E+02  2.726923E-02  2.660829E-02  1.446585E-04                                 112
 2.592500E+02  2.727022E-02  2.660829E-02  1.446955E-04                                 112
 2.595000E+02  2.727120E-02  2.660829E-02  1.447322E-04                                 112
 2.597500E+02  2.727219E-02  2.660829E-02  1.447686E-04                                 112
 2.600000E+02  2.727318E-02  2.660829E-02  1.448046E-04                                 112
 2.602500E+02  2.727416E-02  2.660829E-02  1.448404E-04                                 112
 2.605000E+02  2.727515E-02  2.660829E-02  1.448759E-04                                 112
 2.607500E+02  2.727614E-02  2.660829E-02  1.449110E-04                                 112
 2.610000E+02  2.727713E-02  2.660829E-02  1.449459E-04                                 112
 2.612500E+02  2.727812E-02  2.660829E-02  1.449805E-04                                 112
 2.615000E+02  2.727911E-02  2.660829E-02  1.450148E-04                                 112
 2.617500E+02  2.728009E-02  2.660829E-02  1.450488E-04                                 112
 2.620000E+02  2.728108E-02  2.660829E-02  1.450826E-04                                 112
 2.622500E+02  2.728207E-02  2.660829E-02  1.451161E-04                                 112
 2.625000E+02  2.728306E-02  2.660829E-02  1.451493E-04                                 112
 2.627500E+02  2.728405E-02  2.660829E-02  1.451823E-04                                 112
 2.630000E+02  2.728504E-02  2.660829E-02  1.452150E-04                                 112
 2.632500E+02  2.728603E-02  2.660829E-02  1.452475E-04                                 112
 2.635000E+02  2.728703E-02  2.660829E-02  1.452797E-04                                 112
 2.637500E+02  2.728802E-02  2.660829E-02  1.453117E-04                                 112
 2.640000E+02  2.728901E-02  2.660829E-02  1.453435E-04                                 112
 2.642500E+02  2.729000E-02  2.660829E-02  1.453750E-04                                 112
 2.645000E+02  2.729099E-02  2.660829E-02  1.454063E-04                                 112
 2.647500E+02  2.729198E-02  2.660829E-02  1.454374E-04                                 112
 2.650000E+02  2.729298E-02  2.660829E-02  1.454683E-04                                 112
 2.652500E+02  2.729397E-02  2.660829E-02  1.454990E-04                                 112
 2.655000E+02  2.729496E-02  2.660829E-02  1.455295E-04                                 112
 2.657500E+02  2.729596E-02  2.660829E-02  1.455598E-04                                 112
 2.660000E+02  2.729695E-02  2.660829E-02  1.455899E-04                                 112
 2.662500E+02  2.729794E-02  2.660829E-02  1.456199E-04                                 112
 2.665000E+02  2.729894E-02  2.660829E-02  1.456496E-04                                 112
 2.667500E+02  2.729993E-02  2.660829E-02  1.456792E-04                                 112
 2.670000E+02  2.730093E-02  2.660829E-02  1.457086E-04                                 112
 2.672500E+02  2.730192E-02  2.660829E-02  1.457378E-04                                 112
 2.675000E+02  2.730291E-02  2.660829E-02  1.457669E-04                                 112
 2.677500E+02  2.730391E-02  2.660829E-02  1.457959E-04                                 112
 2.680000E+02  2.730491E-02  2.660829E-02  1.458246E-04                                 112
 2.682500E+02  2.730590E-02  2.660829E-02  1.458533E-04                                 112
 2.685000E+02  2.730690E-02  2.660829E-02  1.458818E-04                                 112
 2.687500E+02  2.730789E-02  2.660829E-02  1.459102E-04                                 112
 2.690000E+02  2.730889E-02  2.660829E-02  1.459384E-04                                 112
 2.692500E+02  2.730989E-02  2.660829E-02  1.459666E-04                                 112
 2.695000E+02  2.731088E-02  2.660829E-02  1.459946E-04                                 112
 2.697500E+02  2.731188E-02  2.660829E-02  1.460225E-04                                 112
 2.700000E+02  2.731288E-02  2.660829E-02  1.460503E-04                                 112
 2.702500E+02  2.731387E-02  2.660829E-02  1.460781E-04                                 112
 2.705000E+02  2.731487E-02  2.660829E-02  1.461057E-04                                 112
 2.707500E+02  2.731587E-02  2.660829E-02  1.461332E-04                                 112
 2.710000E+02  2.731687E-02  2.660829E-02  1.461607E-04                                 112
 2.712500E+02  2.731786E-02  2.660829E-02  1.461880E-04                                 112
 2.715000E+02  2.731886E-02  2.660829E-02  1.462153E-04                                 112
 2.717500E+02  2.731986E-02  2.660829E-02  1.462426E-04                                 112
 2.720000E+02  2.732086E-02  2.660829E-02  1.462698E-04                                 112
 2.722500E+02  2.732186E-02  2.660829E-02  1.462969E-04                                 112
 2.725000E+02  2.732286E-02  2.660829E-02  1.463240E-04                                 112
 2.727500E+02  2.732386E-02  2.660829E-02  1.463510E-04                                 112
 2.730000E+02  2.732486E-02  2.660829E-02  1.463780E-04                                 112
 2.732500E+02  2.732586E-02  2.660829E-02  1.464050E-04                                 112
 2.735000E+02  2.732686E-02  2.660829E-02  1.464319E-04                                 112
 2.737500E+02  2.732786E-02  2.660829E-02  1.464588E-04                                 112
 2.740000E+02  2.732886E-02  2.660829E-02  1.464857E-04                                 112
 2.742500E+02  2.732986E-02  2.660829E-02  1.465126E-04                                 112
 2.745000E+02  2.733086E-02  2.660829E-02  1.465395E-04                                 112
 2.747500E+02  2.733186E-02  2.660829E-02  1.465664E-04                                 112
 2.750000E+02  2.733287E-02  2.660829E-02  1.465933E-04                                 112
 2.752500E+02  2.733387E-02  2.660829E-02  1.466202E-04                                 112
 2.755000E+02  2.733487E-02  2.660829E-02  1.466471E-04                                 112
 2.757500E+02  2.733587E-02  2.660829E-02  1.466741E-04                                 112
 2.760000E+02  2.733687E-02  2.660829E-02  1.467011E-04                                 112
 2.762500E+02  2.733788E-02  2.660829E-02  1.467281E-04                                 112
 2.765000E+02  2.733888E-02  2.660829E-02  1.467551E-04                                 112
 2.767500E+02  2.733988E-02  2.660829E-02  1.467822E-04                                 112
 2.770000E+02  2.734089E-02  2.660829E-02  1.468093E-04                                 112
 2.772500E+02  2.734189E-02  2.660829E-02  1.468365E-04                                 112
 2.775000E+02  2.734289E-02  2.660829E-02  1.468638E-04                                 112
 2.777500E+02  2.734390E-02  2.660829E-02  1.468911E-04                                 112
 2.780000E+02  2.734490E-02  2.660829E-02  1.469185E-04                                 112
 2.782500E+02  2.734591E-02  2.660829E-02  1.469460E-04                                 112
 2.785000E+02  2.734691E-02  2.660829E-02  1.469735E-04                                 112
 2.787500E+02  2.734792E-02  2.660829E-02  1.470012E-04                                 112
 2.790000E+02  2.734892E-02  2.660829E-02  1.470289E-04                                 112
 2.792500E+02  2.734993E-02  2.660829E-02  1.470568E-04                                 112
 2.795000E+02  2.735093E-02  2.660829E-02  1.470847E-04                                 112
 2.797500E+02  2.735194E-02  2.660829E-02  1.471127E-04                                 112
 2.800000E+02  2.735294E-02  2.660829E-02  1.471409E-04                                 112
 2.802500E+02  2.735395E-02  2.660829E-02  1.471692E-04                                 112
 2.805000E+02  2.735496E-02  2.660829E-02  1.471976E-04                                 112
 2.807500E+02  2.735596E-02  2.660829E-02  1.472262E-04                                 112
 2.810000E+02  2.735697E-02  2.660829E-02  1.472548E-04                                 112
 2.812500E+02  2.735798E-02  2.660829E-02  1.472837E-04                                 112
 2.815000E+02  2.735899E-02  2.660829E-02  1.473126E-04                                 112
 2.817500E+02  2.735999E-02  2.660829E-02  1.473418E-04                                 112
 2.820000E+02  2.736100E-02  2.660829E-02  1.473711E-04                                 112
 2.822500E+02  2.736201E-02  2.660829E-02  1.474005E-04                                 112
 2.825000E+02  2.736302E-02  2.660829E-02  1.474301E-04                                 112
 2.827500E+02  2.736403E-02  2.660829E-02  1.474599E-04                                 112
 2.830000E+02  2.736504E-02  2.660829E-02  1.474899E-04                                 112
 2.832500E+02  2.736604E-02  2.660829E-02  1.475201E-04                                 112
 2.835000E+02  2.736705E-02  2.660829E-02  1.475504E-04                                 112
 2.837500E+02  2.736806E-02  2.660829E-02  1.475810E-04                                 112
 2.840000E+02  2.736907E-02  2.660829E-02  1.476117E-04                                 112
 2.842500E+02  2.737008E-02  2.660829E-02  1.476427E-04                                 112
 2.845000E+02  2.737109E-02  2.660829E-02  1.476739E-04                                 112
 2.847500E+02  2.737210E-02  2.660829E-02  1.477053E-04                                 112
 2.850000E+02  2.737312E-02  2.660829E-02  1.477369E-04                                 112
 2.852500E+02  2.737413E-02  2.660829E-02  1.477687E-04                                 112
