#         T/K            d1            d2
 4.200000E+02  1.279013E+01  2.878412E-01
 4.202500E+02  1.279001E+01  2.872118E-01
 4.205000E+02  1.278989E+01  2.865845E-01
 4.207500E+02  1.278976E+01  2.859593E-01
 4.210000E+02  1.278963E+01  2.853361E-01
 4.212500E+02  1.278949E+01  2.847151E-01
 4.215000E+02  1.278935E+01  2.840960E-01
 4.217500E+02  1.278920E+01  2.834790E-01
 4.220000E+02  1.278905E+01  2.828641E-01
 4.222500E+02  1.278890E+01  2.822512E-01
 4.225000E+02  1.278874E+01  2.816402E-01
 4.227500E+02  1.278858E+01  2.810314E-01
 4.230000E+02  1.278842E+01  2.804245E-01
 4.232500E+02  1.278825E+01  2.798196E-01
 4.235000E+02  1.278807E+01  2.792167E-01
 4.237500E+02  1.278789E+01  2.786157E-01
 4.240000E+02  1.278771E+01  2.780168E-01
 4.242500E+02  1.278752E+01  2.774198E-01
 4.245000E+02  1.278733E+01  2.768248E-01
 4.247500E+02  1.278714E+01  2.762317E-01
 4.250000E+02  1.278694E+01  2.756405E-01
 4.252500E+02  1.278674E+01  2.750513E-01
 4.255000E+02  1.278653E+01  2.744640E-01
 4.257500E+02  1.278632E+01  2.738786E-01
 4.260000E+02  1.278611E+01  2.732951E-01
 4.262500E+02  1.278589E+01  2.727135E-01
 4.265000E+02  1.278566E+01  2.721338E-01
 4.267500E+02  1.278544E+01  2.715560E-01
 4.270000E+02  1.278521E+01  2.709801E-01
 4.272500E+02  1.278497E+01  2.704060E-01
 4.275000E+02  1.278474E+01  2.698338E-01
 4.277500E+02  1.278449E+01  2.692634E-01
 4.280000E+02  1.278425E+01  2.686949E-01
 4.282500E+02  1.278400E+01  2.681282E-01
 4.285000E+02  1.278375E+01  2.675634E-01
 4.287500E+02  1.278349E+01  2.670003E-01
 4.290000E+02  1.278323E+01  2.664391E-01
 4.292500E+02  1.278296E+01  2.658797E-01
 4.295000E+02  1.278270E+01  2.653221E-01
 4.297500E+02  1.278242E+01  2.647663E-01
 4.300000E+02  1.278215E+01  2.642122E-01
 4.302500E+02  1.278187E+01  2.636600E-01
 4.305000E+02  1.278159E+01  2.631095E-01
 4.307500E+02  1.278130E+01  2.625608E-01
 4.310000E+02  1.278101E+01  2.620138E-01
 4.312500E+02  1.278071E+01  2.614686E-01
 4.315000E+02  1.278042E+01  2.609251E-01
 4.317500E+02  1.278011E+01  2.603833E-01
 4.320000E+02  1.277981E+01  2.598433E-01
 4.322500E+02  1.277950E+01  2.593050E-01
 4.325000E+02  1.277919E+01  2.587684E-01
 4.327500E+02  1.277887E+01  2.582335E-01
 4.330000E+02  1.277855E+01  2.577003E-01
 4.332500E+02  1.277823E+01  2.571688E-01
 4.335000E+02  1.277790E+01  2.566390E-01
 4.337500E+02  1.277757E+01  2.561109E-01
 4.340000E+02  1.277724E+01  2.555844E-01
 4.342500E+02  1.277690E+01  2.550597E-01
 4.345000E+02  1.277656E+01  2.545365E-01
 4.347500E+02  1.277622E+01  2.540150E-01
 4.350000E+02  1.277587E+01  2.534952E-01
 4.352500E+02  1.277552E+01  2.529770E-01
 4.355000E+02  1.277517E+01  2.524604E-01
 4.357500E+02  1.277481E+01  2.519455E-01
 4.360000E+02  1.277445E+01  2.514321E-01
 4.362500E+02  1.277408E+01  2.509204E-01
 4.365000E+02  1.277372E+01  2.504103E-01
 4.367500E+02  1.277334E+01  2.499018E-01
 4.370000E+02  1.277297E+01  2.493949E-01
 4.372500E+02  1.277259E+01  2.488895E-01
 4.375000E+02  1.277221E+01  2.483858E-01
 4.377500E+02  1.277183E+01  2.478836E-01
 4.380000E+02  1.277144E+01  2.473830E-01
 4.382500E+02  1.277105E+01  2.468839E-01
 4.385000E+02  1.277065E+01  2.463864E-01
 4.387500E+02  1.277025E+01  2.458905E-01
 4.390000E+02  1.276985E+01  2.453961E-01
 4.392500E+02  1.276945E+01  2.449032E-01
 4.395000E+02  1.276904E+01  2.444119E-01
 4.397500E+02  1.276863E+01  2.439220E-01
 4.400000E+02  1.276822E+01  2.434337E-01
 4.402500E+02  1.276780E+01  2.429469E-01
 4.405000E+02  1.276738E+01  2.424617E-01
 4.407500E+02  1.276695E+01  2.419779E-01
 4.410000E+02  1.276653E+01  2.414956E-01
 4.412500E+02  1.276610E+01  2.410148E-01
 4.415000E+02  1.276566E+01  2.405355E-01
 4.417500E+02  1.276523E+01  2.400576E-01
 4.420000E+02  1.276479E+01  2.395812E-01
 4.422500E+02  1.276435E+01  2.391063E-01
 4.425000E+02  1.276390E+01  2.386329E-01
 4.427500E+02  1.276345E+01  2.381609E-01
 4.430000E+02  1.276300E+01  2.376903E-01
 4.432500E+02  1.276255E+01  2.372212E-01
 4.435000E+02  1.276209E+01  2.367535E-01
 4.437500E+02  1.276163E+01  2.362873E-01
 4.440000E+02  1.276116E+01  2.358224E-01
 4.442500E+02  1.276070E+01  2.353590E-01
 4.445000E+02  1.276023E+01  2.348971E-01
 4.447500E+02  1.275975E+01  2.344365E-01
 4.450000E+02  1.275928E+01  2.339773E-01
 4.452500E+02  1.275880E+01  2.335195E-01
 4.455000E+02  1.275832E+01  2.330631E-01
 4.457500E+02  1.275783E+01  2.326081E-01
 4.460000E+02  1.275734E+01  2.321545E-01
 4.462500E+02  1.275685E+01  2.317022E-01
 4.465000E+02  1.275636E+01  2.312513E-01
 4.467500E+02  1.275586E+01  2.308018E-01
 4.470000E+02  1.275536E+01  2.303536E-01
 4.472500E+02  1.275486E+01  2.299068E-01
 4.475000E+02  1.275435E+01  2.294614E-01
 4.477500E+02  1.275384E+01  2.290173E-01
 4.480000E+02  1.275333E+01  2.285745E-01
 4.482500E+02  1.275282E+01  2.281330E-01
 4.485000E+02  1.275230E+01  2.276929E-01
 4.487500E+02  1.275178E+01  2.272541E-01
 4.490000E+02  1.275126E+01  2.268166E-01
 4.492500E+02  1.275073E+01  2.263805E-01
 4.495000E+02  1.275021E+01  2.259456E-01
 4.497500E+02  1.274967E+01  2.255120E-01
 4.500000E+02  1.274914E+01  2.250798E-01
 4.502500E+02  1.274860E+01  2.246488E-01
 4.505000E+02  1.274806E+01  2.242191E-01
 4.507500E+02  1.274752E+01  2.237907E-01
 4.510000E+02  1.274698E+01  2.233636E-01
 4.512500E+02  1.274643E+01  2.229377E-01
 4.515000E+02  1.274588E+01  2.225131E-01
 4.517500E+02  1.274532E+01  2.220898E-01
 4.520000E+02  1.274477E+01  2.216677E-01
 4.522500E+02  1.274421E+01  2.212469E-01
 4.525000E+02  1.274365E+01  2.208274E-01
 4.527500E+02  1.274308E+01  2.204090E-01
 4.530000E+02  1.274252E+01  2.199919E-01
 4.532500E+02  1.274195E+01  2.195761E-01
 4.535000E+02  1.274138E+01  2.191615E-01
 4.537500E+02  1.274080E+01  2.187481E-01
 4.540000E+02  1.274022E+01  2.183359E-01
 4.542500E+02  1.273964E+01  2.179249E-01
 4.545000E+02  1.273906E+01  2.175151E-01
 4.547500E+02  1.273847E+01  2.171066E-01
 4.550000E+02  1.273789E+01  2.166992E-01
 4.552500E+02  1.273729E+01  2.162931E-01
 4.555000E+02  1.273670E+01  2.158881E-01
 4.557500E+02  1.273611E+01  2.154843E-01
 4.560000E+02  1.273551E+01  2.150817E-01
 4.562500E+02  1.273491E+01  2.146803E-01
 4.565000E+02  1.273430E+01  2.142801E-01
 4.567500E+02  1.273370E+01  2.138810E-01
 4.570000E+02  1.273309E+01  2.134831E-01
 4.572500E+02  1.273248E+01  2.130863E-01
 4.575000E+02  1.273186E+01  2.126907E-01
 4.577500E+02  1.273125E+01  2.122963E-01
 4.580000E+02  1.273063E+01  2.119030E-01
 4.582500E+02  1.273000E+01  2.115108E-01
 4.585000E+02  1.272938E+01  2.111198E-01
 4.587500E+02  1.272875E+01  2.107299E-01
 4.590000E+02  1.272813E+01  2.103411E-01
 4.592500E+02  1.272749E+01  2.099535E-01
 4.595000E+02  1.272686E+01  2.095670E-01
 4.597500E+02  1.272622E+01  2.091816E-01
 4.600000E+02  1.272558E+01  2.087973E-01
 4.602500E+02  1.272494E+01  2.084142E-01
 4.605000E+02  1.272430E+01  2.080321E-01
 4.607500E+02  1.272365E+01  2.076511E-01
 4.610000E+02  1.272300E+01  2.072713E-01
 4.612500E+02  2.676582E-02  1.254882E-07
 4.615000E+02  2.675091E-02  1.252170E-07
 4.617500E+02  2.673602E-02  1.249468E-07
 4.620000E+02  2.672114E-02  1.246774E-07
 4.622500E+02  2.670629E-02  1.244090E-07
 4.625000E+02  2.669144E-02  1.241414E-07
 4.627500E+02  2.667662E-02  1.238748E-07
 4.630000E+02  2.666181E-02  1.236090E-07
 4.632500E+02  2.664702E-02  1.233441E-07
 4.635000E+02  2.663225E-02  1.230801E-07
 4.637500E+02  2.661749E-02  1.228170E-07
 4.640000E+02  2.660275E-02  1.225548E-07
 4.642500E+02  2.658802E-02  1.222934E-07
 4.645000E+02  2.657331E-02  1.220329E-07
 4.647500E+02  2.655862E-02  1.217733E-07
 4.650000E+02  2.654394E-02  1.215145E-07
 4.652500E+02  2.652928E-02  1.212566E-07
 4.655000E+02  2.651464E-02  1.209995E-07
 4.657500E+02  2.650002E-02  1.207433E-07
 4.660000E+02  2.648541E-02  1.204880E-07
 4.662500E+02  2.647081E-02  1.202334E-07
 4.665000E+02  2.645624E-02  1.199798E-07
 4.667500E+02  2.644167E-02  1.197269E-07
 4.670000E+02  2.642713E-02  1.194749E-07
 4.672500E+02  2.641260E-02  1.192237E-07
 4.675000E+02  2.639809E-02  1.189733E-07
 4.677500E+02  2.638359E-02  1.187238E-07
 4.680000E+02  2.636911E-02  1.184751E-07
 4.682500E+02  2.635465E-02  1.182272E-07
 4.685000E+02  2.634020E-02  1.179801E-07
 4.687500E+02  2.632577E-02  1.177338E-07
 4.690000E+02  2.631135E-02  1.174883E-07
 4.692500E+02  2.629695E-02  1.172436E-07
 4.695000E+02  2.628257E-02  1.169997E-07
 4.697500E+02  2.626820E-02  1.167566E-07
 4.700000E+02  2.625385E-02  1.165143E-07
 4.702500E+02  2.623951E-02  1.162728E-07
 4.705000E+02  2.622519E-02  1.160321E-07
 4.707500E+02  2.621089E-02  1.157922E-07
 4.710000E+02  2.619660E-02  1.155530E-07
 4.712500E+02  2.618233E-02  1.153146E-07
 4.715000E+02  2.616807E-02  1.150770E-07
 4.717500E+02  2.615383E-02  1.148401E-07
 4.720000E+02  2.613961E-02  1.146040E-07
 4.722500E+02  2.612540E-02  1.143687E-07
 4.725000E+02  2.611120E-02  1.141342E-07
 4.727500E+02  2.609702E-02  1.139003E-07
 4.730000E+02  2.608286E-02  1.136673E-07
 4.732500E+02  2.606871E-02  1.134350E-07
 4.735000E+02  2.605458E-02  1.132034E-07
 4.737500E+02  2.604047E-02  1.129726E-07
 4.740000E+02  2.602636E-02  1.127425E-07
 4.742500E+02  2.601228E-02  1.125132E-07
 4.745000E+02  2.599821E-02  1.122846E-07
 4.747500E+02  2.598416E-02  1.120567E-07
 4.750000E+02  2.597012E-02  1.118296E-07
 4.752500E+02  2.595609E-02  1.116031E-07
 4.755000E+02  2.594208E-02  1.113774E-07
 4.757500E+02  2.592809E-02  1.111525E-07
 4.760000E+02  2.591411E-02  1.109282E-07
 4.762500E+02  2.590015E-02  1.107047E-07
 4.765000E+02  2.588620E-02  1.104818E-07
 4.767500E+02  2.587227E-02  1.102597E-07
 4.770000E+02  2.585836E-02  1.100383E-07
 4.772500E+02  2.584446E-02  1.098175E-07
 4.775000E+02  2.583057E-02  1.095975E-07
 4.777500E+02  2.581670E-02  1.093782E-07
 4.780000E+02  2.580284E-02  1.091595E-07
 4.782500E+02  2.578900E-02  1.089416E-07
 4.785000E+02  2.577517E-02  1.087243E-07
 4.787500E+02  2.576136E-02  1.085078E-07
 4.790000E+02  2.574757E-02  1.082919E-07
 4.792500E+02  2.573379E-02  1.080767E-07
 4.795000E+02  2.572002E-02  1.078621E-07
 4.797500E+02  2.570627E-02  1.076483E-07
 4.800000E+02  2.569253E-02  1.074351E-07
 4.802500E+02  2.567881E-02  1.072226E-07
 4.805000E+02  2.566511E-02  1.070107E-07
 4.807500E+02  2.565141E-02  1.067995E-07
 4.810000E+02  2.563774E-02  1.065890E-07
 4.812500E+02  2.562408E-02  1.063791E-07
 4.815000E+02  2.561043E-02  1.061699E-07
 4.817500E+02  2.559680E-02  1.059613E-07
 4.820000E+02  2.558318E-02  1.057534E-07
 4.822500E+02  2.556957E-02  1.055462E-07
 4.825000E+02  2.555599E-02  1.053395E-07
 4.827500E+02  2.554241E-02  1.051336E-07
 4.830000E+02  2.552885E-02  1.049282E-07
 4.832500E+02  2.551531E-02  1.047235E-07
 4.835000E+02  2.550178E-02  1.045194E-07
 4.837500E+02  2.548826E-02  1.043160E-07
 4.840000E+02  2.547476E-02  1.041132E-07
 4.842500E+02  2.546127E-02  1.039110E-07
 4.845000E+02  2.544780E-02  1.037095E-07
 4.847500E+02  2.543434E-02  1.035085E-07
 4.850000E+02  2.542090E-02  1.033082E-07
 4.852500E+02  2.540747E-02  1.031085E-07
 4.855000E+02  2.539406E-02  1.029094E-07
 4.857500E+02  2.538066E-02  1.027110E-07
 4.860000E+02  2.536727E-02  1.025131E-07
 4.862500E+02  2.535390E-02  1.023158E-07
 4.865000E+02  2.534054E-02  1.021192E-07
 4.867500E+02  2.532720E-02  1.019232E-07
 4.870000E+02  2.531387E-02  1.017277E-07
 4.872500E+02  2.530056E-02  1.015329E-07
 4.875000E+02  2.528726E-02  1.013386E-07
 4.877500E+02  2.527397E-02  1.011450E-07
 4.880000E+02  2.526070E-02  1.009519E-07
 4.882500E+02  2.524744E-02  1.007594E-07
 4.885000E+02  2.523420E-02  1.005675E-07
 4.887500E+02  2.522097E-02  1.003762E-07
 4.890000E+02  2.520775E-02  1.001855E-07
 4.892500E+02  2.519455E-02  9.999533E-08
 4.895000E+02  2.518136E-02  9.980576E-08
 4.897500E+02  2.516819E-02  9.961676E-08
 4.900000E+02  2.515503E-02  9.942834E-08
 4.902500E+02  2.514188E-02  9.924048E-08
 4.905000E+02  2.512875E-02  9.905320E-08
 4.907500E+02  2.511563E-02  9.886648E-08
 4.910000E+02  2.510253E-02  9.868032E-08
 4.912500E+02  2.508944E-02  9.849473E-08
 4.915000E+02  2.507636E-02  9.830969E-08
 4.917500E+02  2.506330E-02  9.812522E-08
 4.920000E+02  2.505025E-02  9.794129E-08
 4.922500E+02  2.503721E-02  9.775792E-08
 4.925000E+02  2.502419E-02  9.757510E-08
 4.927500E+02  2.501118E-02  9.739283E-08
 4.930000E+02  2.499819E-02  9.721111E-08
 4.932500E+02  2.498521E-02  9.702993E-08
 4.935000E+02  2.497224E-02  9.684929E-08
 4.937500E+02  2.495929E-02  9.666920E-08
 4.940000E+02  2.494635E-02  9.648964E-08
 4.942500E+02  2.493343E-02  9.631061E-08
 4.945000E+02  2.492051E-02  9.613212E-08
 4.947500E+02  2.490761E-02  9.595417E-08
 4.950000E+02  2.489473E-02  9.577674E-08
 4.952500E+02  2.488186E-02  9.559984E-08
 4.955000E+02  2.486900E-02  9.542347E-08
 4.957500E+02  2.485615E-02  9.524762E-08
 4.960000E+02  2.484332E-02  9.507229E-08
 4.962500E+02  2.483050E-02  9.489748E-08
 4.965000E+02  2.481770E-02  9.472319E-08
 4.967500E+02  2.480491E-02  9.454941E-08
 4.970000E+02  2.479213E-02  9.437615E-08
 4.972500E+02  2.477937E-02  9.420340E-08
 4.975000E+02  2.476661E-02  9.403116E-08
 4.977500E+02  2.475388E-02  9.385943E-08
 4.980000E+02  2.474115E-02  9.368821E-08
 4.982500E+02  2.472844E-02  9.351749E-08
 4.985000E+02  2.471574E-02  9.334727E-08
 4.987500E+02  2.470306E-02  9.317755E-08
 4.990000E+02  2.469039E-02  9.300833E-08
 4.992500E+02  2.467773E-02  9.283960E-08
 4.995000E+02  2.466508E-02  9.267137E-08
 4.997500E+02  2.465245E-02  9.250364E-08
 5.000000E+02  2.463983E-02  9.233639E-08
