#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.500000E+02  6.965861E-02  6.571230E-02  4.618796E-04                                 112
 2.502500E+02  6.966666E-02  6.571230E-02  4.626802E-04                                 112
 2.505000E+02  6.967473E-02  6.571230E-02  4.634827E-04                                 112
 2.507500E+02  6.968280E-02  6.571230E-02  4.634306E-04                                 112
 2.510000E+02  6.969088E-02  6.571230E-02  4.633742E-04                                 112
 2.512500E+02  6.969895E-02  6.571230E-02  4.633147E-04                                 112
 2.515000E+02  6.970702E-02  6.571230E-02  4.632523E-04                                 112
 2.517500E+02  6.971509E-02  6.571230E-02  4.631869E-04                                 112
 2.520000E+02  6.972317E-02  6.571230E-02  4.631186E-04                                 112
 2.522500E+02  6.973124E-02  6.571230E-02  4.630474E-04                                 112
 2.525000E+02  6.973931E-02  6.571230E-02  4.629733E-04                                 112
 2.527500E+02  6.974738E-02  6.571230E-02  4.628964E-04                                 112
 2.530000E+02  6.975545E-02  6.571230E-02  4.628167E-04                                 112
 2.532500E+02  6.976353E-02  6.571230E-02  4.627343E-04                                 112
 2.535000E+02  6.977160E-02  6.571230E-02  4.626491E-04                                 112
 2.537500E+02  6.977967E-02  6.571230E-02  4.625612E-04                                 112
 2.540000E+02  6.978773E-02  6.571230E-02  4.624706E-04                                 112
 2.542500E+02  6.979580E-02  6.571230E-02  4.623774E-04                                 112
 2.545000E+02  6.980387E-02  6.571230E-02  4.622816E-04                                 112
 2.547500E+02  6.981194E-02  6.571230E-02  4.621832E-04                                 112
 2.550000E+02  6.982000E-02  6.571230E-02  4.620822E-04                                 112
 2.552500E+02  6.982807E-02  6.571230E-02  4.619788E-04                                 112
 2.555000E+02  6.983613E-02  6.571230E-02  4.618728E-04                                 112
 2.557500E+02  6.984420E-02  6.571230E-02  4.617644E-04                                 112
 2.560000E+02  6.985226E-02  6.571230E-02  4.616536E-04                                 112
 2.562500E+02  6.986032E-02  6.571230E-02  4.615404E-04                                 112
 2.565000E+02  6.986838E-02  6.571230E-02  4.614248E-04                                 112
 2.567500E+02  6.987644E-02  6.571230E-02  4.613069E-04                                 112
 2.570000E+02  6.988450E-02  6.571230E-02  4.611867E-04                                 112
 2.572500E+02  6.989255E-02  6.571230E-02  4.610642E-04                                 112
 2.575000E+02  6.990061E-02  6.571230E-02  4.609394E-04                                 112
 2.577500E+02  6.990866E-02  6.571230E-02  4.608125E-04                                 112
 2.580000E+02  6.991672E-02  6.571230E-02  4.606834E-04                                 112
 2.582500E+02  6.992477E-02  6.571230E-02  4.605521E-04                                 112
 2.585000E+02  6.993282E-02  6.571230E-02  4.604187E-04                                 112
 2.587500E+02  6.994087E-02  6.571230E-02  4.602832E-04                                 112
 2.590000E+02  6.994892E-02  6.571230E-02  4.601457E-04                                 112
 2.592500E+02  6.995696E-02  6.571230E-02  4.600061E-04                                 112
 2.595000E+02  6.996501E-02  6.571230E-02  4.598645E-04                                 112
 2.597500E+02  6.997305E-02  6.571230E-02  4.597210E-04                                 112
 2.600000E+02  6.998109E-02  6.571230E-02  4.595755E-04                                 112
 2.602500E+02  6.998913E-02  6.571230E-02  4.594281E-04                                 112
 2.605000E+02  6.999717E-02  6.571230E-02  4.592788E-04                                 112
 2.607500E+02  7.000520E-02  6.571230E-02  4.591277E-04                                 112
 2.610000E+02  7.001324E-02  6.571230E-02  4.589747E-04                                 112
 2.612500E+02  7.002127E-02  6.571230E-02  4.588200E-04                                 112
 2.615000E+02  7.002930E-02  6.571230E-02  4.586634E-04                                 112
 2.617500E+02  7.003733E-02  6.571230E-02  4.585052E-04                                 112
 2.620000E+02  7.004536E-02  6.571230E-02  4.583452E-04                                 112
 2.622500E+02  7.005338E-02  6.571230E-02  4.581835E-04                                 112
 2.625000E+02  7.006141E-02  6.571230E-02  4.580202E-04                                 112
 2.627500E+02  7.006943E-02  6.571230E-02  4.578552E-04                                 112
 2.630000E+02  7.007745E-02  6.571230E-02  4.576887E-04                                 112
 2.632500E+02  7.008546E-02  6.571230E-02  4.575206E-04                                 112
 2.635000E+02  7.009348E-02  6.571230E-02  4.573509E-04                                 112
 2.637500E+02  7.010149E-02  6.571230E-02  4.571797E-04                                 112
 2.640000E+02  7.010950E-02  6.571230E-02  4.570070E-04                                 112
 2.642500E+02  7.011751E-02  6.571230E-02  4.568329E-04                                 112
