#         T/K            w1            w2            w3            w5
 3.905000E+02  3.127872E-02  2.037827E-05  1.423044E-09  4.683124E-13
 3.907500E+02  3.125862E-02  2.032397E-05  1.410495E-09  4.577835E-13
 3.910000E+02  3.123855E-02  2.026988E-05  1.398073E-09  4.475047E-13
 3.912500E+02  3.121850E-02  2.021600E-05  1.385776E-09  4.374697E-13
 3.915000E+02  3.119848E-02  2.016234E-05  1.373603E-09  4.276724E-13
 3.917500E+02  3.117848E-02  2.010889E-05  1.361553E-09  4.181070E-13
 3.920000E+02  3.115851E-02  2.005566E-05  1.349625E-09  4.087676E-13
 3.922500E+02  3.113857E-02  2.000264E-05  1.337816E-09  3.996487E-13
 3.925000E+02  3.111865E-02  1.994982E-05  1.326125E-09  3.907448E-13
 3.927500E+02  3.109875E-02  1.989722E-05  1.314552E-09  3.820505E-13
 3.930000E+02  3.107888E-02  1.984483E-05  1.303095E-09  3.735606E-13
 3.932500E+02  3.105904E-02  1.979264E-05  1.291753E-09  3.652701E-13
 3.935000E+02  3.103922E-02  1.974066E-05  1.280524E-09  3.571741E-13
 3.937500E+02  3.101943E-02  1.968888E-05  1.269407E-09  3.492677E-13
 3.940000E+02  3.099966E-02  1.963731E-05  1.258401E-09  3.415464E-13
 3.942500E+02  3.097992E-02  1.958594E-05  1.247504E-09  3.340055E-13
 3.945000E+02  3.096020E-02  1.953477E-05  1.236716E-09  3.266405E-13
 3.947500E+02  3.094051E-02  1.948380E-05  1.226035E-09  3.194473E-13
 3.950000E+02  3.092084E-02  1.943303E-05  1.215459E-09  3.124215E-13
 3.952500E+02  3.090120E-02  1.938247E-05  1.204989E-09  3.055591E-13
 3.955000E+02  3.088158E-02  1.933210E-05  1.194622E-09  2.988560E-13
 3.957500E+02  3.086199E-02  1.928192E-05  1.184358E-09  2.923084E-13
 3.960000E+02  3.084242E-02  1.923195E-05  1.174195E-09  2.859125E-13
 3.962500E+02  3.082288E-02  1.918217E-05  1.164133E-09  2.796646E-13
 3.965000E+02  3.080336E-02  1.913258E-05  1.154169E-09  2.735611E-13
 3.967500E+02  3.078386E-02  1.908318E-05  1.144304E-09  2.675984E-13
 3.970000E+02  3.076439E-02  1.903398E-05  1.134535E-09  2.617731E-13
 3.972500E+02  3.074495E-02  1.898497E-05  1.124862E-09  2.560820E-13
 3.975000E+02  3.072553E-02  1.893615E-05  1.115285E-09  2.505217E-13
 3.977500E+02  3.070614E-02  1.888752E-05  1.105800E-09  2.450891E-13
 3.980000E+02  3.068676E-02  1.883907E-05  1.096409E-09  2.397812E-13
 3.982500E+02  3.066742E-02  1.879082E-05  1.087110E-09  2.345948E-13
 3.985000E+02  3.064810E-02  1.874275E-05  1.077901E-09  2.295271E-13
 3.987500E+02  3.062880E-02  1.869487E-05  1.068782E-09  2.245751E-13
 3.990000E+02  3.060953E-02  1.864717E-05  1.059751E-09  2.197363E-13
 3.992500E+02  3.059028E-02  1.859965E-05  1.050809E-09  2.150077E-13
 3.995000E+02  3.057105E-02  1.855232E-05  1.041953E-09  2.103867E-13
 3.997500E+02  3.055185E-02  1.850517E-05  1.033183E-09  2.058709E-13
 4.000000E+02  3.053267E-02  1.845821E-05  1.024499E-09  2.014576E-13
 4.002500E+02  3.051352E-02  1.841142E-05  1.015898E-09  1.971444E-13
 4.005000E+02  3.049439E-02  1.836481E-05  1.007380E-09  1.929289E-13
 4.007500E+02  3.047529E-02  1.831838E-05  9.989448E-10  1.888088E-13
 4.010000E+02  3.045621E-02  1.827213E-05  9.905907E-10  1.847818E-13
 4.012500E+02  3.043715E-02  1.822605E-05  9.823171E-10  1.808457E-13
 4.015000E+02  3.041812E-02  1.818015E-05  9.741231E-10  1.769984E-13
 4.017500E+02  3.039911E-02  1.813443E-05  9.660078E-10  1.732377E-13
 4.020000E+02  3.038012E-02  1.808888E-05  9.579704E-10  1.695615E-13
 4.022500E+02  3.036116E-02  1.804350E-05  9.500100E-10  1.659680E-13
 4.025000E+02  3.034222E-02  1.799830E-05  9.421259E-10  1.624550E-13
 4.027500E+02  3.032331E-02  1.795327E-05  9.343171E-10  1.590207E-13
 4.030000E+02  3.030442E-02  1.790840E-05  9.265829E-10  1.556633E-13
 4.032500E+02  3.028555E-02  1.786371E-05  9.189226E-10  1.523810E-13
 4.035000E+02  3.026671E-02  1.781919E-05  9.113352E-10  1.491719E-13
 4.037500E+02  3.024789E-02  1.777484E-05  9.038200E-10  1.460344E-13
 4.040000E+02  3.022909E-02  1.773065E-05  8.963763E-10  1.429667E-13
 4.042500E+02  3.021032E-02  1.768663E-05  8.890033E-10  1.399673E-13
 4.045000E+02  3.019157E-02  1.764278E-05  8.817002E-10  1.370345E-13
 4.047500E+02  3.017284E-02  1.759909E-05  8.744664E-10  1.341668E-13
 4.050000E+02  3.015414E-02  1.755557E-05  8.673009E-10  1.313626E-13
 4.052500E+02  3.013546E-02  1.751221E-05  8.602032E-10  1.286205E-13
 4.055000E+02  3.011680E-02  1.746901E-05  8.531725E-10  1.259391E-13
 4.057500E+02  3.009816E-02  1.742598E-05  8.462081E-10  1.233168E-13
 4.060000E+02  3.007955E-02  1.738311E-05  8.393093E-10  1.207523E-13
 4.062500E+02  3.006096E-02  1.734039E-05  8.324754E-10  1.182444E-13
 4.065000E+02  3.004240E-02  1.729784E-05  8.257057E-10  1.157916E-13
 4.067500E+02  3.002386E-02  1.725545E-05  8.189996E-10  1.133927E-13
 4.070000E+02  3.000534E-02  1.721321E-05  8.123563E-10  1.110465E-13
 4.072500E+02  2.998684E-02  1.717113E-05  8.057752E-10  1.087517E-13
 4.075000E+02  2.996837E-02  1.712921E-05  7.992557E-10  1.065071E-13
 4.077500E+02  2.994992E-02  1.708745E-05  7.927971E-10  1.043116E-13
 4.080000E+02  2.993149E-02  1.704584E-05  7.863988E-10  1.021641E-13
 4.082500E+02  2.991308E-02  1.700438E-05  7.800601E-10  1.000634E-13
 4.085000E+02  2.989470E-02  1.696308E-05  7.737805E-10  9.800845E-14
 4.087500E+02  2.987634E-02  1.692193E-05  7.675592E-10  9.599825E-14
 4.090000E+02  2.985800E-02  1.688094E-05  7.613957E-10  9.403173E-14
 4.092500E+02  2.983968E-02  1.684009E-05  7.552894E-10  9.210791E-14
 4.095000E+02  2.982139E-02  1.679940E-05  7.492397E-10  9.022580E-14
 4.097500E+02  2.980312E-02  1.675886E-05  7.432459E-10  8.838445E-14
 4.100000E+02  2.978487E-02  1.671846E-05  7.373076E-10  8.658293E-14
 4.102500E+02  2.976665E-02  1.667822E-05  7.314242E-10  8.482033E-14
 4.105000E+02  2.974844E-02  1.663812E-05  7.255950E-10  8.309576E-14
 4.107500E+02  2.973026E-02  1.659818E-05  7.198195E-10  8.140836E-14
 4.110000E+02  2.971210E-02  1.655837E-05  7.140971E-10  7.975728E-14
 4.112500E+02  2.969397E-02  1.651872E-05  7.084274E-10  7.814170E-14
 4.115000E+02  2.967585E-02  1.647921E-05  7.028097E-10  7.656082E-14
 4.117500E+02  2.965776E-02  1.643984E-05  6.972436E-10  7.501384E-14
 4.120000E+02  2.963969E-02  1.640062E-05  6.917284E-10  7.350001E-14
 4.122500E+02  2.962164E-02  1.636154E-05  6.862637E-10  7.201856E-14
 4.125000E+02  2.960361E-02  1.632261E-05  6.808490E-10  7.056878E-14
 4.127500E+02  2.958561E-02  1.628381E-05  6.754837E-10  6.914994E-14
 4.130000E+02  2.956762E-02  1.624516E-05  6.701673E-10  6.776136E-14
 4.132500E+02  2.954966E-02  1.620665E-05  6.648993E-10  6.640234E-14
 4.135000E+02  2.953172E-02  1.616828E-05  6.596793E-10  6.507223E-14
 4.137500E+02  2.951381E-02  1.613005E-05  6.545067E-10  6.377038E-14
 4.140000E+02  2.949591E-02  1.609195E-05  6.493810E-10  6.249615E-14
 4.142500E+02  2.947804E-02  1.605400E-05  6.443019E-10  6.124893E-14
 4.145000E+02  2.946019E-02  1.601618E-05  6.392687E-10  6.002811E-14
 4.147500E+02  2.944235E-02  1.597850E-05  6.342810E-10  5.883310E-14
 4.150000E+02  2.942455E-02  1.594096E-05  6.293385E-10  5.766332E-14
 4.152500E+02  2.940676E-02  1.590355E-05  6.244405E-10  5.651822E-14
 4.155000E+02  2.938899E-02  1.586627E-05  6.195867E-10  5.539724E-14
 4.157500E+02  2.937125E-02  1.582913E-05  6.147766E-10  5.429985E-14
 4.160000E+02  2.935352E-02  1.579213E-05  6.100097E-10  5.322553E-14
 4.162500E+02  2.933582E-02  1.575526E-05  6.052857E-10  5.217375E-14
 4.165000E+02  2.931814E-02  1.571852E-05  6.006041E-10  5.114403E-14
 4.167500E+02  2.930048E-02  1.568191E-05  5.959644E-10  5.013588E-14
 4.170000E+02  2.928285E-02  1.564543E-05  5.913663E-10  4.914881E-14
 4.172500E+02  2.926523E-02  1.560909E-05  5.868093E-10  4.818236E-14
 4.175000E+02  2.924763E-02  1.557287E-05  5.822931E-10  4.723609E-14
 4.177500E+02  2.923006E-02  1.553678E-05  5.778171E-10  4.630953E-14
 4.180000E+02  2.921251E-02  1.550083E-05  5.733810E-10  4.540227E-14
 4.182500E+02  2.919497E-02  1.546500E-05  5.689844E-10  4.451387E-14
 4.185000E+02  2.917746E-02  1.542930E-05  5.646269E-10  4.364392E-14
 4.187500E+02  2.915997E-02  1.539372E-05  5.603082E-10  4.279202E-14
 4.190000E+02  2.914250E-02  1.535828E-05  5.560277E-10  4.195777E-14
 4.192500E+02  2.912506E-02  1.532295E-05  5.517852E-10  4.114079E-14
 4.195000E+02  2.910763E-02  1.528776E-05  5.475802E-10  4.034069E-14
 4.197500E+02  2.909022E-02  1.525269E-05  5.434124E-10  3.955712E-14
 4.200000E+02  2.907284E-02  1.521774E-05  5.392815E-10  3.878970E-14
 4.202500E+02  2.905547E-02  1.518292E-05  5.351869E-10  3.803809E-14
 4.205000E+02  2.903813E-02  1.514822E-05  5.311285E-10  3.730194E-14
 4.207500E+02  2.902081E-02  1.511364E-05  5.271058E-10  3.658092E-14
 4.210000E+02  2.900350E-02  1.507918E-05  5.231185E-10  3.587470E-14
 4.212500E+02  2.898622E-02  1.504485E-05  5.191662E-10  3.518296E-14
 4.215000E+02  2.896896E-02  1.501064E-05  5.152485E-10  3.450539E-14
 4.217500E+02  2.895172E-02  1.497655E-05  5.113652E-10  3.384167E-14
 4.220000E+02  2.893450E-02  1.494257E-05  5.075159E-10  3.319151E-14
 4.222500E+02  2.891730E-02  1.490872E-05  5.037002E-10  3.255462E-14
 4.225000E+02  2.890012E-02  1.487499E-05  4.999179E-10  3.193071E-14
 4.227500E+02  2.888296E-02  1.484137E-05  4.961686E-10  3.131950E-14
 4.230000E+02  2.886582E-02  1.480787E-05  4.924519E-10  3.072072E-14
 4.232500E+02  2.884870E-02  1.477449E-05  4.887676E-10  3.013410E-14
 4.235000E+02  2.883161E-02  1.474123E-05  4.851154E-10  2.955937E-14
 4.237500E+02  2.881453E-02  1.470808E-05  4.814948E-10  2.899630E-14
 4.240000E+02  2.879747E-02  1.467505E-05  4.779057E-10  2.844462E-14
 4.242500E+02  2.878043E-02  1.464213E-05  4.743476E-10  2.790409E-14
 4.245000E+02  2.876342E-02  1.460933E-05  4.708204E-10  2.737448E-14
 4.247500E+02  2.874642E-02  1.457664E-05  4.673237E-10  2.685554E-14
 4.250000E+02  2.872944E-02  1.454407E-05  4.638571E-10  2.634706E-14
 4.252500E+02  2.871249E-02  1.451161E-05  4.604205E-10  2.584881E-14
 4.255000E+02  2.869555E-02  1.447926E-05  4.570135E-10  2.536058E-14
 4.257500E+02  2.867863E-02  1.444702E-05  4.536358E-10  2.488214E-14
 4.260000E+02  2.866174E-02  1.441490E-05  4.502871E-10  2.441330E-14
 4.262500E+02  2.864486E-02  1.438288E-05  4.469672E-10  2.395385E-14
 4.265000E+02  2.862800E-02  1.435098E-05  4.436758E-10  2.350359E-14
 4.267500E+02  2.861116E-02  1.431919E-05  4.404126E-10  2.306232E-14
 4.270000E+02  2.859435E-02  1.428750E-05  4.371774E-10  2.262986E-14
 4.272500E+02  2.857755E-02  1.425593E-05  4.339698E-10  2.220602E-14
 4.275000E+02  2.856077E-02  1.422447E-05  4.307896E-10  2.179062E-14
 4.277500E+02  2.854401E-02  1.419311E-05  4.276365E-10  2.138348E-14
 4.280000E+02  2.852728E-02  1.416186E-05  4.245103E-10  2.098443E-14
 4.282500E+02  2.851056E-02  1.413072E-05  4.214107E-10  2.059330E-14
 4.285000E+02  2.849386E-02  1.409968E-05  4.183375E-10  2.020992E-14
 4.287500E+02  2.847718E-02  1.406875E-05  4.152904E-10  1.983413E-14
 4.290000E+02  2.846052E-02  1.403793E-05  4.122691E-10  1.946576E-14
 4.292500E+02  2.844388E-02  1.400721E-05  4.092734E-10  1.910468E-14
 4.295000E+02  2.842726E-02  1.397660E-05  4.063031E-10  1.875071E-14
 4.297500E+02  2.841065E-02  1.394609E-05  4.033579E-10  1.840373E-14
 4.300000E+02  2.839407E-02  1.391569E-05  4.004376E-10  1.806357E-14
 4.302500E+02  2.837751E-02  1.388539E-05  3.975419E-10  1.773009E-14
 4.305000E+02  2.836096E-02  1.385519E-05  3.946707E-10  1.740317E-14
 4.307500E+02  2.834444E-02  1.382509E-05  3.918236E-10  1.708266E-14
 4.310000E+02  2.832793E-02  1.379510E-05  3.890005E-10  1.676842E-14
 4.312500E+02  2.831145E-02  1.376521E-05  3.862010E-10  1.646034E-14
 4.315000E+02  2.829498E-02  1.373542E-05  3.834251E-10  1.615828E-14
 4.317500E+02  2.827853E-02  1.370573E-05  3.806724E-10  1.586211E-14
 4.320000E+02  2.826211E-02  1.367614E-05  3.779428E-10  1.557172E-14
 4.322500E+02  2.824570E-02  1.364666E-05  3.752360E-10  1.528699E-14
 4.325000E+02  2.822931E-02  1.361727E-05  3.725518E-10  1.500779E-14
 4.327500E+02  2.821294E-02  1.358798E-05  3.698901E-10  1.473403E-14
 4.330000E+02  2.819658E-02  1.355879E-05  3.672505E-10  1.446557E-14
 4.332500E+02  2.818025E-02  1.352970E-05  3.646329E-10  1.420232E-14
 4.335000E+02  2.816394E-02  1.350070E-05  3.620371E-10  1.394417E-14
 4.337500E+02  2.814764E-02  1.347181E-05  3.594628E-10  1.369102E-14
 4.340000E+02  2.813136E-02  1.344301E-05  3.569099E-10  1.344275E-14
 4.342500E+02  2.811510E-02  1.341430E-05  3.543782E-10  1.319928E-14
 4.345000E+02  2.809887E-02  1.338570E-05  3.518674E-10  1.296050E-14
 4.347500E+02  2.808265E-02  1.335718E-05  3.493774E-10  1.272631E-14
 4.350000E+02  2.806644E-02  1.332877E-05  3.469080E-10  1.249664E-14
 4.352500E+02  2.805026E-02  1.330045E-05  3.444590E-10  1.227137E-14
 4.355000E+02  2.803410E-02  1.327222E-05  3.420301E-10  1.205043E-14
 4.357500E+02  2.801795E-02  1.324409E-05  3.396213E-10  1.183372E-14
 4.360000E+02  2.800182E-02  1.321605E-05  3.372323E-10  1.162116E-14
 4.362500E+02  2.798572E-02  1.318811E-05  3.348629E-10  1.141267E-14
 4.365000E+02  2.796963E-02  1.316026E-05  3.325130E-10  1.120816E-14
 4.367500E+02  2.795356E-02  1.313250E-05  3.301823E-10  1.100755E-14
 4.370000E+02  2.793750E-02  1.310483E-05  3.278708E-10  1.081077E-14
 4.372500E+02  2.792147E-02  1.307725E-05  3.255781E-10  1.061773E-14
 4.375000E+02  2.790545E-02  1.304977E-05  3.233042E-10  1.042836E-14
 4.377500E+02  2.788945E-02  1.302238E-05  3.210489E-10  1.024259E-14
 4.380000E+02  2.787347E-02  1.299507E-05  3.188120E-10  1.006035E-14
 4.382500E+02  2.785751E-02  1.296786E-05  3.165932E-10  9.881557E-15
 4.385000E+02  2.784157E-02  1.294074E-05  3.143926E-10  9.706149E-15
 4.387500E+02  2.782565E-02  1.291371E-05  3.122098E-10  9.534058E-15
 4.390000E+02  2.780974E-02  1.288676E-05  3.100448E-10  9.365218E-15
 4.392500E+02  2.779385E-02  1.285991E-05  3.078973E-10  9.199562E-15
 4.395000E+02  2.777798E-02  1.283314E-05  3.057672E-10  9.037029E-15
 4.397500E+02  2.776213E-02  1.280646E-05  3.036544E-10  8.877554E-15
 4.400000E+02  2.774630E-02  1.277987E-05  3.015586E-10  8.721078E-15
 4.402500E+02  2.773048E-02  1.275337E-05  2.994798E-10  8.567541E-15
 4.405000E+02  2.771468E-02  1.272695E-05  2.974178E-10  8.416883E-15
 4.407500E+02  2.769890E-02  1.270062E-05  2.953724E-10  8.269049E-15
 4.410000E+02  2.768314E-02  1.267438E-05  2.933434E-10  8.123982E-15
 4.412500E+02  2.766740E-02  1.264822E-05  2.913308E-10  7.981627E-15
 4.415000E+02  2.765167E-02  1.262215E-05  2.893343E-10  7.841930E-15
 4.417500E+02  2.763597E-02  1.259616E-05  2.873539E-10  7.704839E-15
 4.420000E+02  2.762028E-02  1.257025E-05  2.853893E-10  7.570302E-15
 4.422500E+02  2.760460E-02  1.254444E-05  2.834405E-10  7.438269E-15
 4.425000E+02  2.758895E-02  1.251870E-05  2.815072E-10  7.308691E-15
 4.427500E+02  2.757331E-02  1.249305E-05  2.795894E-10  7.181518E-15
 4.430000E+02  2.755769E-02  1.246748E-05  2.776869E-10  7.056705E-15
 4.432500E+02  2.754209E-02  1.244200E-05  2.757996E-10  6.934204E-15
 4.435000E+02  2.752651E-02  1.241659E-05  2.739273E-10  6.813970E-15
 4.437500E+02  2.751094E-02  1.239127E-05  2.720699E-10  6.695959E-15
 4.440000E+02  2.749540E-02  1.236604E-05  2.702273E-10  6.580127E-15
 4.442500E+02  2.747986E-02  1.234088E-05  2.683993E-10  6.466432E-15
 4.445000E+02  2.746435E-02  1.231580E-05  2.665858E-10  6.354831E-15
 4.447500E+02  2.744886E-02  1.229081E-05  2.647867E-10  6.245284E-15
 4.450000E+02  2.743338E-02  1.226589E-05  2.630018E-10  6.137751E-15
 4.452500E+02  2.741792E-02  1.224106E-05  2.612310E-10  6.032192E-15
 4.455000E+02  2.740247E-02  1.221631E-05  2.594742E-10  5.928569E-15
 4.457500E+02  2.738705E-02  1.219163E-05  2.577313E-10  5.826845E-15
 4.460000E+02  2.737164E-02  1.216704E-05  2.560021E-10  5.726983E-15
 4.462500E+02  2.735625E-02  1.214252E-05  2.542865E-10  5.628946E-15
 4.465000E+02  2.734087E-02  1.211808E-05  2.525844E-10  5.532699E-15
 4.467500E+02  2.732552E-02  1.209372E-05  2.508957E-10  5.438207E-15
 4.470000E+02  2.731018E-02  1.206944E-05  2.492202E-10  5.345437E-15
 4.472500E+02  2.729486E-02  1.204524E-05  2.475578E-10  5.254356E-15
 4.475000E+02  2.727955E-02  1.202111E-05  2.459085E-10  5.164930E-15
 4.477500E+02  2.726426E-02  1.199706E-05  2.442721E-10  5.077127E-15
 4.480000E+02  2.724899E-02  1.197309E-05  2.426485E-10  4.990918E-15
 4.482500E+02  2.723374E-02  1.194919E-05  2.410375E-10  4.906270E-15
 4.485000E+02  2.721850E-02  1.192537E-05  2.394391E-10  4.823154E-15
 4.487500E+02  2.720328E-02  1.190163E-05  2.378531E-10  4.741541E-15
 4.490000E+02  2.718808E-02  1.187796E-05  2.362795E-10  4.661401E-15
 4.492500E+02  2.717290E-02  1.185437E-05  2.347181E-10  4.582707E-15
 4.495000E+02  2.715773E-02  1.183085E-05  2.331689E-10  4.505431E-15
 4.497500E+02  2.714258E-02  1.180740E-05  2.316316E-10  4.429545E-15
 4.500000E+02  2.712744E-02  1.178403E-05  2.301063E-10  4.355024E-15
 4.502500E+02  2.711233E-02  1.176073E-05  2.285928E-10  4.281841E-15
 4.505000E+02  2.709723E-02  1.173751E-05  2.270910E-10  4.209970E-15
 4.507500E+02  2.708214E-02  1.171436E-05  2.256007E-10  4.139387E-15
 4.510000E+02  2.706707E-02  1.169128E-05  2.241220E-10  4.070068E-15
 4.512500E+02  2.705202E-02  1.166828E-05  2.226547E-10  4.001988E-15
 4.515000E+02  2.703699E-02  1.164535E-05  2.211986E-10  3.935123E-15
 4.517500E+02  2.702197E-02  1.162249E-05  2.197538E-10  3.869452E-15
 4.520000E+02  2.700697E-02  1.159970E-05  2.183201E-10  3.804950E-15
 4.522500E+02  2.699199E-02  1.157699E-05  2.168973E-10  3.741597E-15
 4.525000E+02  2.697702E-02  1.155434E-05  2.154855E-10  3.679370E-15
 4.527500E+02  2.696207E-02  1.153177E-05  2.140845E-10  3.618248E-15
 4.530000E+02  2.694714E-02  1.150926E-05  2.126942E-10  3.558210E-15
 4.532500E+02  2.693222E-02  1.148683E-05  2.113145E-10  3.499237E-15
 4.535000E+02  2.691732E-02  1.146447E-05  2.099454E-10  3.441307E-15
 4.537500E+02  2.690244E-02  1.144217E-05  2.085867E-10  3.384401E-15
 4.540000E+02  2.688757E-02  1.141995E-05  2.072384E-10  3.328501E-15
 4.542500E+02  2.687272E-02  1.139780E-05  2.059003E-10  3.273587E-15
 4.545000E+02  2.685788E-02  1.137571E-05  2.045724E-10  3.219640E-15
 4.547500E+02  2.684307E-02  1.135369E-05  2.032545E-10  3.166643E-15
 4.550000E+02  2.682826E-02  1.133175E-05  2.019467E-10  3.114578E-15
 4.552500E+02  2.681348E-02  1.130987E-05  2.006488E-10  3.063428E-15
 4.555000E+02  2.679871E-02  1.128805E-05  1.993607E-10  3.013175E-15
 4.557500E+02  2.678396E-02  1.126631E-05  1.980824E-10  2.963803E-15
 4.560000E+02  2.676922E-02  1.124463E-05  1.968137E-10  2.915295E-15
 4.562500E+02  2.675450E-02  1.122302E-05  1.955546E-10  2.867636E-15
 4.565000E+02  2.673979E-02  1.120148E-05  1.943049E-10  2.820809E-15
 4.567500E+02  2.672511E-02  1.118000E-05  1.930647E-10  2.774799E-15
 4.570000E+02  2.671043E-02  1.115859E-05  1.918338E-10  2.729592E-15
 4.572500E+02  2.669578E-02  1.113725E-05  1.906122E-10  2.685171E-15
 4.575000E+02  2.668114E-02  1.111597E-05  1.893998E-10  2.641523E-15
 4.577500E+02  2.666651E-02  1.109476E-05  1.881964E-10  2.598634E-15
 4.580000E+02  2.665191E-02  1.107361E-05  1.870021E-10  2.556488E-15
 4.582500E+02  2.663731E-02  1.105252E-05  1.858166E-10  2.515074E-15
 4.585000E+02  2.662274E-02  1.103151E-05  1.846401E-10  2.474376E-15
 4.587500E+02  2.660818E-02  1.101055E-05  1.834723E-10  2.434383E-15
 4.590000E+02  2.659363E-02  1.098966E-05  1.823133E-10  2.395080E-15
 4.592500E+02  2.657911E-02  1.096884E-05  1.811629E-10  2.356456E-15
 4.595000E+02  2.656459E-02  1.094807E-05  1.800210E-10  2.318498E-15
 4.597500E+02  2.655010E-02  1.092738E-05  1.788877E-10  2.281194E-15
 4.600000E+02  2.653562E-02  1.090674E-05  1.777628E-10  2.244531E-15
 4.602500E+02  2.652115E-02  1.088617E-05  1.766462E-10  2.208499E-15
 4.605000E+02  2.650670E-02  1.086566E-05  1.755379E-10  2.173085E-15
 4.607500E+02  2.649227E-02  1.084521E-05  1.744378E-10  2.138278E-15
 4.610000E+02  2.647785E-02  1.082483E-05  1.733459E-10  2.104067E-15
 4.612500E+02  2.646345E-02  1.080450E-05  1.722620E-10  2.070442E-15
 4.615000E+02  2.644906E-02  1.078424E-05  1.711861E-10  2.037392E-15
 4.617500E+02  2.643469E-02  1.076404E-05  1.701182E-10  2.004906E-15
 4.620000E+02  2.642034E-02  1.074390E-05  1.690581E-10  1.972974E-15
 4.622500E+02  2.640600E-02  1.072383E-05  1.680058E-10  1.941586E-15
 4.625000E+02  2.639168E-02  1.070381E-05  1.669613E-10  1.910732E-15
 4.627500E+02  2.637737E-02  1.068385E-05  1.659245E-10  1.880403E-15
 4.630000E+02  2.636308E-02  1.066396E-05  1.648952E-10  1.850589E-15
 4.632500E+02  2.634880E-02  1.064412E-05  1.638735E-10  1.821280E-15
 4.635000E+02  2.633454E-02  1.062434E-05  1.628593E-10  1.792468E-15
 4.637500E+02  2.632029E-02  1.060463E-05  1.618525E-10  1.764144E-15
 4.640000E+02  2.630606E-02  1.058497E-05  1.608531E-10  1.736299E-15
 4.642500E+02  2.629185E-02  1.056537E-05  1.598610E-10  1.708924E-15
 4.645000E+02  2.627765E-02  1.054583E-05  1.588761E-10  1.682011E-15
 4.647500E+02  2.626346E-02  1.052635E-05  1.578983E-10  1.655551E-15
 4.650000E+02  2.624929E-02  1.050693E-05  1.569277E-10  1.629537E-15
 4.652500E+02  2.623514E-02  1.048757E-05  1.559642E-10  1.603961E-15
 4.655000E+02  2.622100E-02  1.046826E-05  1.550076E-10  1.578814E-15
 4.657500E+02  2.620688E-02  1.044901E-05  1.540580E-10  1.554089E-15
 4.660000E+02  2.619277E-02  1.042982E-05  1.531153E-10  1.529779E-15
 4.662500E+02  2.617867E-02  1.041069E-05  1.521794E-10  1.505875E-15
 4.665000E+02  2.616460E-02  1.039161E-05  1.512503E-10  1.482372E-15
 4.667500E+02  2.615053E-02  1.037259E-05  1.503279E-10  1.459261E-15
 4.670000E+02  2.613649E-02  1.035363E-05  1.494121E-10  1.436536E-15
 4.672500E+02  2.612245E-02  1.033472E-05  1.485030E-10  1.414190E-15
 4.675000E+02  2.610844E-02  1.031587E-05  1.476004E-10  1.392216E-15
 4.677500E+02  2.609443E-02  1.029708E-05  1.467043E-10  1.370608E-15
 4.680000E+02  2.608045E-02  1.027834E-05  1.458146E-10  1.349359E-15
 4.682500E+02  2.606647E-02  1.025966E-05  1.449313E-10  1.328462E-15
 4.685000E+02  2.605252E-02  1.024103E-05  1.440544E-10  1.307912E-15
 4.687500E+02  2.603857E-02  1.022246E-05  1.431838E-10  1.287703E-15
 4.690000E+02  2.602465E-02  1.020394E-05  1.423193E-10  1.267828E-15
 4.692500E+02  2.601073E-02  1.018548E-05  1.414611E-10  1.248281E-15
 4.695000E+02  2.599684E-02  1.016707E-05  1.406090E-10  1.229058E-15
 4.697500E+02  2.598295E-02  1.014872E-05  1.397630E-10  1.210151E-15
 4.700000E+02  2.596909E-02  1.013042E-05  1.389230E-10  1.191556E-15
 4.702500E+02  2.595523E-02  1.011217E-05  1.380890E-10  1.173267E-15
 4.705000E+02  2.594139E-02  1.009398E-05  1.372610E-10  1.155279E-15
 4.707500E+02  2.592757E-02  1.007584E-05  1.364388E-10  1.137587E-15
 4.710000E+02  2.591376E-02  1.005776E-05  1.356225E-10  1.120184E-15
 4.712500E+02  2.589997E-02  1.003972E-05  1.348120E-10  1.103067E-15
 4.715000E+02  2.588619E-02  1.002174E-05  1.340072E-10  1.086230E-15
 4.717500E+02  2.587242E-02  1.000382E-05  1.332081E-10  1.069669E-15
 4.720000E+02  2.585867E-02  9.985944E-06  1.324146E-10  1.053378E-15
 4.722500E+02  2.584494E-02  9.968122E-06  1.316268E-10  1.037353E-15
 4.725000E+02  2.583122E-02  9.950352E-06  1.308445E-10  1.021589E-15
 4.727500E+02  2.581751E-02  9.932634E-06  1.300678E-10  1.006082E-15
 4.730000E+02  2.580382E-02  9.914968E-06  1.292965E-10  9.908270E-16
 4.732500E+02  2.579014E-02  9.897354E-06  1.285307E-10  9.758201E-16
 4.735000E+02  2.577648E-02  9.879790E-06  1.277702E-10  9.610569E-16
 4.737500E+02  2.576283E-02  9.862278E-06  1.270151E-10  9.465331E-16
 4.740000E+02  2.574920E-02  9.844817E-06  1.262653E-10  9.322446E-16
 4.742500E+02  2.573558E-02  9.827406E-06  1.255207E-10  9.181874E-16
 4.745000E+02  2.572197E-02  9.810046E-06  1.247813E-10  9.043574E-16
 4.747500E+02  2.570838E-02  9.792736E-06  1.240472E-10  8.907507E-16
 4.750000E+02  2.569480E-02  9.775477E-06  1.233181E-10  8.773635E-16
 4.752500E+02  2.568124E-02  9.758267E-06  1.225942E-10  8.641921E-16
 4.755000E+02  2.566770E-02  9.741108E-06  1.218753E-10  8.512326E-16
