#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.500000E+02  1.804971E-02  1.767298E-02  8.858078E-05                                 112
 2.502500E+02  1.805011E-02  1.767298E-02  8.859115E-05                                 112
 2.505000E+02  1.805051E-02  1.767298E-02  8.861391E-05                                 112
 2.507500E+02  1.805091E-02  1.767298E-02  8.863682E-05                                 112
 2.510000E+02  1.805131E-02  1.767298E-02  8.865987E-05                                 112
 2.512500E+02  1.805171E-02  1.767298E-02  8.868308E-05                                 112
 2.515000E+02  1.805211E-02  1.767298E-02  8.870644E-05                                 112
 2.517500E+02  1.805251E-02  1.767298E-02  8.872996E-05                                 112
 2.520000E+02  1.805292E-02  1.767298E-02  8.875363E-05                                 112
 2.522500E+02  1.805332E-02  1.767298E-02  8.877746E-05                                 112
 2.525000E+02  1.805372E-02  1.767298E-02  8.880144E-05                                 112
 2.527500E+02  1.805412E-02  1.767298E-02  8.882559E-05                                 112
 2.530000E+02  1.805452E-02  1.767298E-02  8.884989E-05                                 112
 2.532500E+02  1.805492E-02  1.767298E-02  8.887436E-05                                 112
 2.535000E+02  1.805532E-02  1.767298E-02  8.889899E-05                                 112
 2.537500E+02  1.805572E-02  1.767298E-02  8.892378E-05                                 112
 2.540000E+02  1.805612E-02  1.767298E-02  8.894874E-05                                 112
 2.542500E+02  1.805652E-02  1.767298E-02  8.897386E-05                                 112
 2.545000E+02  1.805693E-02  1.767298E-02  8.899915E-05                                 112
 2.547500E+02  1.805733E-02  1.767298E-02  8.902460E-05                                 112
 2.550000E+02  1.805773E-02  1.767298E-02  8.905023E-05                                 112
 2.552500E+02  1.805813E-02  1.767298E-02  8.907602E-05                                 112
 2.555000E+02  1.805853E-02  1.767298E-02  8.910198E-05                                 112
 2.557500E+02  1.805894E-02  1.767298E-02  8.912812E-05                                 112
 2.560000E+02  1.805934E-02  1.767298E-02  8.915444E-05                                 112
 2.562500E+02  1.805974E-02  1.767298E-02  8.918092E-05                                 112
 2.565000E+02  1.806014E-02  1.767298E-02  8.920758E-05                                 112
 2.567500E+02  1.806055E-02  1.767298E-02  8.923442E-05                                 112
 2.570000E+02  1.806095E-02  1.767298E-02  8.926144E-05                                 112
 2.572500E+02  1.806135E-02  1.767298E-02  8.928864E-05                                 112
 2.575000E+02  1.806176E-02  1.767298E-02  8.931601E-05                                 112
 2.577500E+02  1.806216E-02  1.767298E-02  8.934357E-05                                 112
 2.580000E+02  1.806256E-02  1.767298E-02  8.937131E-05                                 112
 2.582500E+02  1.806297E-02  1.767298E-02  8.939923E-05                                 112
 2.585000E+02  1.806337E-02  1.767298E-02  8.942734E-05                                 112
 2.587500E+02  1.806378E-02  1.767298E-02  8.945564E-05                                 112
 2.590000E+02  1.806418E-02  1.767298E-02  8.948412E-05                                 112
 2.592500E+02  1.806458E-02  1.767298E-02  8.951279E-05                                 112
