#         T/K            w1            w2            w3            w5            d1            d2          d1w1         d1w2A         d1w2B          d1w3          d1w4          d2w1          d2w2
 2.500000E+02  6.467505E-04  5.937889E-05  1.488059E-05  1.879118E-01  1.284791E-01  4.410837E-02  1.675601E-01  2.195504E-03  4.894290E-02  8.857795E-02  8.238687E-02  2.484378E-01  6.785988E-04
 2.502500E+02  6.544561E-04  6.041009E-05  1.507715E-05  1.880737E-01  1.289014E-01  4.405405E-02  1.679975E-01  2.213326E-03  4.904811E-02  8.858576E-02  8.215524E-02  2.475642E-01  6.767710E-04
 2.505000E+02  6.622739E-04  6.145981E-05  1.527641E-05  1.882373E-01  1.293267E-01  4.399883E-02  1.684367E-01  2.231255E-03  4.915327E-02  8.859248E-02  8.192285E-02  2.466867E-01  6.749204E-04
 2.507500E+02  6.701696E-04  6.252568E-05  1.547789E-05  1.884006E-01  1.297518E-01  4.394324E-02  1.688751E-01  2.249282E-03  4.925815E-02  8.859867E-02  8.169111E-02  2.458108E-01  6.730702E-04
 2.510000E+02  6.781436E-04  6.360793E-05  1.568163E-05  1.885637E-01  1.301765E-01  4.388728E-02  1.693127E-01  2.267406E-03  4.936275E-02  8.860432E-02  8.146002E-02  2.449368E-01  6.712204E-04
 2.512500E+02  6.861966E-04  6.470676E-05  1.588764E-05  1.887264E-01  1.306008E-01  4.383097E-02  1.697495E-01  2.285627E-03  4.946706E-02  8.860945E-02  8.122958E-02  2.440644E-01  6.693710E-04
 2.515000E+02  6.943291E-04  6.582239E-05  1.609593E-05  1.888889E-01  1.310248E-01  4.377430E-02  1.701855E-01  2.303947E-03  4.957109E-02  8.861405E-02  8.099979E-02  2.431939E-01  6.675221E-04
 2.517500E+02  7.025417E-04  6.695505E-05  1.630654E-05  1.890511E-01  1.314485E-01  4.371728E-02  1.706206E-01  2.322364E-03  4.967484E-02  8.861813E-02  8.077065E-02  2.423251E-01  6.656738E-04
 2.520000E+02  7.108352E-04  6.810496E-05  1.651947E-05  1.892130E-01  1.318717E-01  4.365990E-02  1.710550E-01  2.340879E-03  4.977829E-02  8.862169E-02  8.054216E-02  2.414581E-01  6.638261E-04
 2.522500E+02  7.192100E-04  6.927235E-05  1.673476E-05  1.893746E-01  1.322946E-01  4.360219E-02  1.714885E-01  2.359493E-03  4.988147E-02  8.862473E-02  8.031431E-02  2.405929E-01  6.619791E-04
 2.525000E+02  7.276668E-04  7.045743E-05  1.695242E-05  1.895360E-01  1.327171E-01  4.354412E-02  1.719212E-01  2.378205E-03  4.998435E-02  8.862724E-02  8.008710E-02  2.397295E-01  6.601327E-04
 2.527500E+02  7.362062E-04  7.166045E-05  1.717247E-05  1.896970E-01  1.331393E-01  4.348572E-02  1.723530E-01  2.397016E-03  5.008694E-02  8.862924E-02  7.986054E-02  2.388679E-01  6.582871E-04
 2.530000E+02  7.448288E-04  7.288164E-05  1.739493E-05  1.898578E-01  1.335610E-01  4.342699E-02  1.727840E-01  2.415925E-03  5.018924E-02  8.863073E-02  7.963461E-02  2.380082E-01  6.564423E-04
 2.532500E+02  7.535352E-04  7.412122E-05  1.761983E-05  1.900182E-01  1.339823E-01  4.336792E-02  1.732141E-01  2.434933E-03  5.029125E-02  8.863170E-02  7.940933E-02  2.371503E-01  6.545983E-04
 2.535000E+02  7.623261E-04  7.537945E-05  1.784719E-05  1.901784E-01  1.344033E-01  4.330852E-02  1.736434E-01  2.454039E-03  5.039297E-02  8.863216E-02  7.918468E-02  2.362943E-01  6.527552E-04
 2.537500E+02  7.712021E-04  7.665656E-05  1.807702E-05  1.903383E-01  1.348238E-01  4.324880E-02  1.740718E-01  2.473245E-03  5.049440E-02  8.863211E-02  7.896067E-02  2.354401E-01  6.509130E-04
 2.540000E+02  7.801638E-04  7.795279E-05  1.830935E-05  1.904979E-01  1.352438E-01  4.318875E-02  1.744993E-01  2.492551E-03  5.059553E-02  8.863155E-02  7.873729E-02  2.345878E-01  6.490718E-04
 2.542500E+02  7.892118E-04  7.926839E-05  1.854420E-05  1.906572E-01  1.356635E-01  4.312839E-02  1.749260E-01  2.511955E-03  5.069636E-02  8.863048E-02  7.851454E-02  2.337373E-01  6.472317E-04
 2.545000E+02  7.983468E-04  8.060361E-05  1.878159E-05  1.908162E-01  1.360827E-01  4.306771E-02  1.753517E-01  2.531459E-03  5.079690E-02  8.862891E-02  7.829243E-02  2.328888E-01  6.453925E-04
 2.547500E+02  8.075695E-04  8.195869E-05  1.902154E-05  1.909750E-01  1.365015E-01  4.300671E-02  1.757766E-01  2.551063E-03  5.089714E-02  8.862684E-02  7.807095E-02  2.320421E-01  6.435545E-04
 2.550000E+02  8.168803E-04  8.333390E-05  1.926408E-05  1.911334E-01  1.369198E-01  4.294541E-02  1.762006E-01  2.570766E-03  5.099708E-02  8.862427E-02  7.785009E-02  2.311974E-01  6.417176E-04
 2.552500E+02  8.262801E-04  8.472948E-05  1.950923E-05  1.912915E-01  1.373377E-01  4.288380E-02  1.766237E-01  2.590570E-03  5.109672E-02  8.862120E-02  7.762987E-02  2.303545E-01  6.398820E-04
 2.555000E+02  8.357694E-04  8.614571E-05  1.975700E-05  1.914494E-01  1.377551E-01  4.282189E-02  1.770459E-01  2.610473E-03  5.119606E-02  8.861763E-02  7.741026E-02  2.295136E-01  6.380475E-04
 2.557500E+02  8.453489E-04  8.758282E-05  2.000743E-05  1.916069E-01  1.381720E-01  4.275969E-02  1.774672E-01  2.630476E-03  5.129510E-02  8.861356E-02  7.719129E-02  2.286746E-01  6.362144E-04
 2.560000E+02  8.550192E-04  8.904110E-05  2.026053E-05  1.917641E-01  1.385885E-01  4.269718E-02  1.778876E-01  2.650580E-03  5.139384E-02  8.860901E-02  7.697293E-02  2.278376E-01  6.343825E-04
 2.562500E+02  8.647811E-04  9.052081E-05  2.051633E-05  1.919211E-01  1.390045E-01  4.263439E-02  1.783070E-01  2.670784E-03  5.149228E-02  8.860396E-02  7.675520E-02  2.270025E-01  6.325520E-04
 2.565000E+02  8.746350E-04  9.202222E-05  2.077485E-05  1.920777E-01  1.394199E-01  4.257130E-02  1.787255E-01  2.691089E-03  5.159041E-02  8.859842E-02  7.653809E-02  2.261694E-01  6.307230E-04
 2.567500E+02  8.845818E-04  9.354559E-05  2.103611E-05  1.922340E-01  1.398349E-01  4.250793E-02  1.791431E-01  2.711494E-03  5.168823E-02  8.859239E-02  7.632160E-02  2.253382E-01  6.288953E-04
 2.570000E+02  8.946221E-04  9.509121E-05  2.130013E-05  1.923901E-01  1.402494E-01  4.244428E-02  1.795598E-01  2.732000E-03  5.178575E-02  8.858588E-02  7.610572E-02  2.245090E-01  6.270692E-04
 2.572500E+02  9.047564E-04  9.665936E-05  2.156694E-05  1.925458E-01  1.406634E-01  4.238035E-02  1.799755E-01  2.752606E-03  5.188297E-02  8.857888E-02  7.589046E-02  2.236818E-01  6.252446E-04
