#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.500000E+02  4.190581E-02  4.063577E-02  2.419986E-04                                 112
 2.502500E+02  4.190835E-02  4.063577E-02  2.424811E-04                                 112
 2.505000E+02  4.191089E-02  4.063577E-02  2.430501E-04                                 112
 2.507500E+02  4.191344E-02  4.063577E-02  2.432071E-04                                 112
 2.510000E+02  4.191599E-02  4.063577E-02  2.433619E-04                                 112
 2.512500E+02  4.191854E-02  4.063577E-02  2.435150E-04                                 112
 2.515000E+02  4.192109E-02  4.063577E-02  2.436662E-04                                 112
 2.517500E+02  4.192365E-02  4.063577E-02  2.438158E-04                                 112
 2.520000E+02  4.192620E-02  4.063577E-02  2.439635E-04                                 112
 2.522500E+02  4.192876E-02  4.063577E-02  2.441096E-04                                 112
 2.525000E+02  4.193132E-02  4.063577E-02  2.442539E-04                                 112
 2.527500E+02  4.193388E-02  4.063577E-02  2.443964E-04                                 112
 2.530000E+02  4.193645E-02  4.063577E-02  2.445373E-04                                 112
 2.532500E+02  4.193901E-02  4.063577E-02  2.446764E-04                                 112
 2.535000E+02  4.194158E-02  4.063577E-02  2.448138E-04                                 112
 2.537500E+02  4.194415E-02  4.063577E-02  2.449495E-04                                 112
 2.540000E+02  4.194671E-02  4.063577E-02  2.450835E-04                                 112
 2.542500E+02  4.194929E-02  4.063577E-02  2.452159E-04                                 112
 2.545000E+02  4.195186E-02  4.063577E-02  2.453465E-04                                 112
 2.547500E+02  4.195443E-02  4.063577E-02  2.454755E-04                                 112
 2.550000E+02  4.195701E-02  4.063577E-02  2.456028E-04                                 112
 2.552500E+02  4.195958E-02  4.063577E-02  2.457285E-04                                 112
 2.555000E+02  4.196216E-02  4.063577E-02  2.458525E-04                                 112
 2.557500E+02  4.196474E-02  4.063577E-02  2.459748E-04                                 112
 2.560000E+02  4.196732E-02  4.063577E-02  2.460955E-04                                 112
 2.562500E+02  4.196991E-02  4.063577E-02  2.462147E-04                                 112
 2.565000E+02  4.197249E-02  4.063577E-02  2.463321E-04                                 112
 2.567500E+02  4.197508E-02  4.063577E-02  2.464480E-04                                 112
 2.570000E+02  4.197766E-02  4.063577E-02  2.465623E-04                                 112
 2.572500E+02  4.198025E-02  4.063577E-02  2.466750E-04                                 112
 2.575000E+02  4.198284E-02  4.063577E-02  2.467861E-04                                 112
 2.577500E+02  4.198543E-02  4.063577E-02  2.468957E-04                                 112
 2.580000E+02  4.198802E-02  4.063577E-02  2.470036E-04                                 112
 2.582500E+02  4.199062E-02  4.063577E-02  2.471101E-04                                 112
 2.585000E+02  4.199321E-02  4.063577E-02  2.472150E-04                                 112
 2.587500E+02  4.199581E-02  4.063577E-02  2.473183E-04                                 112
